airportname,Freq
 Alexandria International Arpt ,1
 Alexindria Municipal Airport ,1
 Alfred C Thomas Airport ,1
 Algiers ,1
 Algona Municipal ,1
 Algona Municipal Airport ,1
 Alice Springs ,1
 Alizal Airport ,1
 Allaire ,2
 Allama Iqbal International ,1
 Allama Iqbal Intl Airport ,1
 Alleghany County Airport ,1
 Allegheny County ,3
 Allegheny County Airport ,6
 Allegheny River ,1
 Alleghney County Airport ,1
 Allen County ,1
 Allen County Airport ,1
 Allen H Tigert Airport ,1
 Allentown / Lehigh Valley Intl ,2
 Allentown Queen City Muni Aprt ,1
 Allentown Queen City Municipal ,3
 Alliance ,1
 Alliance Airport ,1
 Alliance Municipal Airport ,1
 Allison Private Airstrip ,1
 Allison Woods ,1
 Alloway Airfield ,1
 Almyra ,1
 Alpena County Regional ,1
 Alpha Hotel ,1
 Alpine - Casparis Muni ,1
 Alpine Airport ,1
 Alpine Airstrip ,1
 Alpine Casparis Municipal ,1
 Alpine County ,1
 Alpine-Casparis Municipal ,4
 Alpine-Casparis Municipal Airp ,1
 Alpine-Casparis Municipal Apt ,1
 Alta Sierra ,1
 Alta Sierra Airport ,1
 Alta Sierra Skypark ,1
 Alton Bay Seaplane Base ,2
 Altoona-Blair County Airport ,2
 Alturas ,2
 Alturas Municipal ,1
 Alturas Municipal Airport ,1
" Alturas, CA. ",1
 Altus Mountain Regional ,1
 Altus Municipal ,1
 Altus/Quartz Mountain Regional ,1
 Alva Regional Airport ,1
 Amado airstrip ,1
 Amargosa Airport ,1
 Amarillo International ,3
 Amarillo International Airport ,2
 Amelia Earhart ,1
 Amelia Earhart Airport ,4
 American Falls ,1
 Ames Airport ,1
 Ames Muni ,1
 Ames Municipal Airport ,1
 Ames Municpal Airport ,1
 Amsterdam Inter. Schipol ,1
 Amsterdam Schiphol IAP ,1
 Anacortes ,4
 Anacortes Airport ,1
 Anadarko Municipal ,1
" Anapolis, Brazil ",1
 Anchorage Interantional Airpor ,1
 Anchorage International ,6
 Ancient Valley ,1
 Andahuaylas ,1
 Andalusia-Opp Airport ,1
 Anderson Airport ,1
 Anderson Field ,2
 Anderson Field Airport ,1
 Anderson Lake ,1
 Anderson Municipal Airport ,4
 Anderson Ranch ,1
 Anderson Regional ,1
 Anderson Regional Airport ,2
 Andover-Aeroflex ,1
 Andrews A.F.B. ,1
 Andrews Air Force Base ,3
 Andrews County ,1
 Andrews County Airport ,1
 Andrews Nurphy County Airport ,1
 Andrews University Airpark ,3
 Andrews-Murphy ,1
 Andy Barnhart Memorial Airport ,2
 Angel Fire ,3
 Angel Fire Airport ,5
 Angelina County Airport ,3
 Angilla Flying Service (PVT) ,2
 Angola Airport ,1
 Angwin ,2
 Angwin-Parrett Field ,2
 Angwin-Parrett Field Airport ,2
 Aniak ,5
 Animas Air Park ,5
 Animas Airpark ,1
 Anita Muni-Kevin Burke Memoria ,1
 Ankeny Regional ,2
 Ankeny Regional Airport ,7
 Ann Arbor ,1
 Ann Arbor Muni ,1
 Ann Arbor Municipal ,4
 Ann Arbor Municipal Airport ,2
 Annistion Metro ,1
 Anoka County ,2
 Anoka County - Blaine Airport ,1
 Anoka County Airport ,1
 Anoka County-Blaine Airport ,2
 Anoka County-Blane Airport ,1
 Anoka County-Janes Field ,1
 Anoka County/Blaine Airport ,1
 Anson County ,1
 Anson County Airport ,2
" Antalya, Turkey ",1
 Anthony Municipal Airport ,1
 Antique Aerodrome ,1
 Antique Airfield ,1
 Antonio (Nery) Juarbe Pol Airp ,2
 Antonio Juarbe ,1
 Antonio Juarbe Pol Airport ,1
 Antonio Rivera Rodriquez Airpo ,1
 Antonio/Nery/Juarbe Pol ,1
 Antrim County ,1
 Apalachicola Regional ,1
 Apex Airpark ,1
 Apopka Airport ,1
 Apple Valley ,5
 Apple Valley Airport ,2
 Appleton Muni ,1
 Aracaju/Aeroclube ,1
 Araguaina ,1
 Aransas County Airport ,2
 Arant Airport ,1
 Araracuara Airport ,1
 Arcadia Municipal Airport ,1
 Arcata ,2
 Arcata Airport ,1
 Arco-Butte ,1
 Ardabil ,1
 Ardmore Downtown Executive ,4
 Ardmore Downtown Executive Air ,1
 Arecibo Airport ,1
 Argentum Mill Pvt Dirt Strip ,1
 Argyle Airport ,3
 Arkavalley Airport ,2
 Arkies Field (Private) ,1
 Arlington ,4
 Arlington Muni ,2
 Arlington Municipal ,13
 Arlington Municipal Airport ,9
 Arlington Municipal Arpt ,1
 Arlington Municpal Airport ,1
 Arness Lake Airstrip ,1
 Arnold Field ,1
 Arnold Palmer Regional ,2
 Arnold Palmer Regional Airport ,2
 Arnold Palmer Rgnl ,2
 Artesia ,1
 Artesia Municipal Airport ,1
 Arthur Dunn Air Park ,6
 Arthur Dunn Airpark ,3
 Arthur N Neu Airport ,1
 Arthur N. Neu Airport ,1
 Artur Dunn Airpark ,1
 Arturo Merino Benitez Airport ,1
 Arturo Michelena ,1
 Arturo Michelena Airport ,1
" Aruba, Netherlands Antilles ",1
 Ashe County Airport ,1
 Asheville Regional ,1
 Asheville Regional Airport ,5
 Ashland ,1
 Ashland County Airport ,2
 Ashland Muni ,1
 Ashland Municipal ,1
 Ashland Municipal Arpt ,1
 Ashland Regional ,1
 Ashland Regional Airport ,2
 Ashlawn ,1
 Ashlawn Airport ,1
 Ashley Airport ,1
 Ashtabula County Airport ,1
 Ashville Regional ,1
 Ashville Regional Airport ,1
 Aspen-Pitkin COunty Airport ,1
 Aspen-Pitkin Co/Sardy Field ,1
 Aspen-Pitkin County Airport ,2
 Aspen-Pitkin County/Sardy Fld ,1
 Aspen/Pitkin County ,1
 Astor Piazzola International ,1
 Astoria Regional ,3
 Ataturk International Airport ,1
 Athens ,1
 Athens / Ben Epps ,1
 Athens Ben Epps ,2
 Athens Municipal ,1
 Atizapan de Zaragoza ,1
 Atkinson Municipal Airport ,1
 Atlanta ,7
 Atlanta Hartsfield ,1
 Atlanta Hartsfield Internation ,1
 Atlanta International Airport ,1
 Atlanta Regional ,1
 Atlantic City ,1
 Atlantic City International ,3
 Atlantic City International Ai ,1
 Atlantic City Muni/Bader Field ,1
 Atlantic City Municipal Airpor ,2
 Atlantic City/Bader Field ,1
 Atlantic Municipal ,1
 Atlantic Municipal Airport ,1
 Atmautluak ,2
 Atmautulak ,1
 Atqasuk Edward Burnell SR Mem ,1
 Atwater/Castle ,1
 Auburn ,2
 Auburn - Opelika ,1
 Auburn Academy ,1
 Auburn Lewiston Municipal Airp ,1
 Auburn Muni ,3
 Auburn Municipal ,5
 Auburn Municipal Airport ,9
 Auburn Opelika Airport ,1
 Auburn University Regional ,2
 Auburn-Opelika Airport ,1
 Auburn/Lewiston Airport ,1
 Auburn/Lewiston Muni Airport ,1
 Auburn/Lewiston Municipal Airp ,1
 Auckland International ,1
 Audubon County ,1
 Auga Dulce Airpark ,1
 August Field Airport ,1
 Augusta Municipal ,2
 Augusta Municipal Airport ,3
 Augusta Regional ,1
 Augusta Regional Airport ,4
 Augusta Regional at Bush Field ,2
 Augusta Regional-Bush Field ,1
 Augusta State Airport ,3
 Aurora Air Park ,1
 Aurora Airpark ,1
 Aurora Muni ,2
 Aurora Municipal ,1
 Aurora Municipal Airport ,8
 Aurora State ,4
 Aurora State Airport ,6
 Austin Bergstrom International ,2
 Austin Bergstrom Intl ,1
 Austin Executive ,1
 Austin Executive Airport ,3
 Austin Straubel Airport ,1
 Austin Strauble Airport ,1
 Austin-Bergstrom IAP ,1
 Austin-Bergstrom Int'l Airport ,1
 Austin-Bergstrom International ,4
 Austin-Bergstrom Intl Airport ,1
 Avalon ,1
 Avalon Catalina ,1
 Avenger Field ,1
 Avenger Field Airport ,4
 Avery County Airport ,1
 Avey Field ,1
 Avi Suquilla ,1
 Avi Suquilla Airport ,2
 Avi Suquilla airport ,1
 Avignon-Province ,1
 Avon Park ,2
 Ayavalla Field ,1
 Aztec Municipal Airport ,1
 A̩rodrome d'Annemasse ,1
 B & V FLYING RANCH ,1
 B&G FARMS ,1
 B-J RANCH ,1
 B45 AIRSTRIP ,1
 BA-440L ,1
 BACHAROFF ,1
" BACHOK, KELANTAN MALAYSIA ",1
 BACK ACRES ,1
 BACKUS MUNICIPAL ,1
 BACON CO ,1
 BACON CO. ,1
 BACON COUNTY ,1
 BADAMI ,1
 BADER ,1
 BADER FIELD ,16
 BAER FIELD ,6
 BAER'S AIRSTRIP ,1
 BAGDAD ,2
 BAHNSON ,3
 BAILES ,1
 BAINBRIDGE ,1
 BAINBRIDGE AIRPORT ,1
 BAINBRIDGE/DECATUR COUNTY ,1
 BAISDEN ,1
 BAKER ,6
 BAKER CITY MUNICIPAL ,1
 BAKER FIELD ,1
 BAKER MUNICIPAL ,2
 BAKER MUNICIPAL AIRPORT ,1
 BAKER-FALLON ,1
 BAKERS FIELD AIRPARK ,1
 BAKERSFIELD ,8
 BAKERSFIELD AIRPARK ,4
 BAKERSFIELD MUNI ,4
 BAKERSFIELD MUNICIPAL ,5
 BALCONY DOWNS ,1
 BALD KNOB ,1
 BALD MOUNTAIN ,1
 BALDWIN ,4
 BALDWIN CITY ,1
 BALDWIN CO. ,1
 BALDWIN COUNTY ,1
 BALDWIN FIELD ,1
 BALDWIN MUNICIPAL ,1
 BALL ,4
 BALLARD FLD. ,1
 BALT-WASH INT'L ,1
 BALTIMORE AIRPARK ,4
 BALTIMORE WASH INT'L ,1
 BALTIMORE WASHINGTON INTL ,1
 BALTIMORE-WASHINGTON ,6
 BALTIMORE-WASHINGTON INT ,1
 BALTIMORE-WASHINGTON INTL ,10
 BALTIMORE/WASHINGTON ,2
 BALTIMORE/WASHINGTON INTL ,1
 BALTIMORE/WASHINGTON INTL THUR ,1
 BAMBERG COUNTY ,1
 BANCROFT ,1
 BANCROFT EAST AIRPORT ,1
 BANCROFT INTERNATIONAL ,1
 BANDEL ,3
 BANDEL AIRPORT ,1
 BANDERA STATE AIRPORT ,1
 BANDON STATE ,8
 BANDON STATE AIRPORT ,1
 BANEBERRY ,1
 BANGER INTL ,1
 BANGOR ,1
 BANGOR INT'L. ,1
 BANGOR INTERNATIONAL ,3
 BANGOR INTERNATIONAL ARPT ,1
 BANGOR INTL ,2
 BANGOR PRIVATE ,1
 BANNING ,6
 BANNING MUNI ,6
 BANNING MUNICIPAL ,1
 BAR HARBOR ,4
 BAR J LAZY V ,1
 BAR VK RANCH ,1
 BAR-A AIRSTRIP ,1
 BAR-K AIRPARK ,1
 BARABOO ,3
 BARABOO WISCONSIN DELLS ,1
 BARABOO-DELL MUNI ,1
 BARBA ,1
 BARBER ,2
 BARBER AIRPORT ,1
 BARBERS POINT NAVAL STA. ,1
 BARBERS PT ,1
 BARBOUR INSLAND ,1
 BARBOUR ISLAND ,1
 BARKER ,2
 BARKLEY REGIONAL ,3
 BARNES ,5
 BARNES COUNTY ,1
 BARNES MUNI ,3
 BARNES MUNICIPAL ,4
 BARNHART MEMORIAL ,1
 BARNSTABLE ,2
 BARNSTABLE MUNI ,4
 BARNSTABLE MUNI-BOARDMAN/POLAN ,4
 BARNSTABLE MUNICIPAL ,4
 BARNSTORMER FIELD ,1
 BARNWELL ,1
 BARNWELL COUNTY ,3
 BARR ,1
 BARRE HILLER ,1
 BARRETT ,1
 BARRIEN COUNTY ,1
 BARRON ,1
 BARRON MUNICIPAL ,1
 BARROW ,3
 BARROW COUNTY ,2
 BARSTOW DAGGET ,1
 BARSTOW DAGGETT ,1
 BARSTOW-DAGGETT ,3
 BARTER ISLAND ,1
 BARTHOLOW AIRFIELD ,1
 BARTLESVILLE MUNICIPAL ,4
 BARTLET (PVT) ,1
 BARTLETT RANCH ,1
 BARTLETT'S STRIP ,1
 BARTON CO. ,1
 BARTON FIELD (PVT) ,1
 BARTON MUNICIPAL ,1
 BARTOW MUNI ,4
 BARTOW MUNICIPAL ,1
 BARTSCH ,1
 BARWICK COUNTY AIRPORT ,1
 BARWICK LAFAYETTE ,3
 BARWICK LAFAYETTE AIRPORT ,1
 BARWICK-LAFAYETTE ,1
 BASILE FLYING SERV ,1
 BASIN HARBOR ,2
 BASS ROCK ,1
 BASSO ,1
 BAT CAVE FIELD ,1
 BATES FIELD ,7
 BATESVILLE ,3
 BATESVILLE REGIONAL ,3
 BATESVILLE RGNL ,2
 BATON ROUGE ,2
" BATON ROUGE METRO, RYAN FIELD ",1
 BATON ROUGE METROPOLITAN ,2
" BATON ROUGE METROPOLITAN, RYAN ",2
 BATTEN ,1
 BATTENS AIRSTRIP ,1
 BATTLE CREEK RANCH ,1
 BATTLE MOUNTAIN ,3
 BAUBLITZ ,1
 BAUGHER'S ORCHARD ,1
 BAXLEY ,1
 BAXLEY MUNI ,1
 BAXLEY MUNICIPAL ,2
 BAXTER CO. ,1
 BAXTER COUNTRY REGIONAL ,1
 BAXTER COUNTY ,1
 BAXTER COUNTY REGIONAL ,4
 BAXTER SPRINGS ,1
 BAY BRIDGE ,12
 BAY BRIDGE INDUSTRIAL ,2
 BAY CITY ,1
 BAY CITY MUN. ,1
 BAY CITY MUNI ,1
 BAY COUNTY ,1
 BAY MINETTE ,1
 BAY MINETTE MUNICIPAL ,2
 BAY VIEW ,1
 BAYLIE ,1
 BAYOU FOURCHON ,1
 BAYOU MEADOW AIRSTRIP ,1
 BAYPORT ,7
 BAYPORT AERODROME ,2
 BAYTOWN ,4
 BAYVIEW FARMS ,1
 BEACH CITY ,2
 BEACH HELIPORT ,1
 BEACH LANDING STRIP ,1
 BEACH RIVER AIRSTRIP ,1
 BEAGLE SKY RANCH ,4
 BEAMAN AIRPARK ,1
 BEAN CREEK ,1
 BEAR COVE ,1
 BEAR CREEK ,4
 BEAR CREEK AIRPORT ,1
 BEAR CREEK NO. 1 ,1
 BEAR CRIK AIRSTRIP ,1
 BEAR LAKE CO. ,1
 BEAR LAKE COUNTY ,1
 BEAR TRAP ,1
 BEAR TRAP AIRSTRIP ,1
 BEAR VALLEY STOLPORT ,2
 BEARCE ,2
 BEATRICE ,1
 BEATTY ,1
 BEATY FARMS ,1
 BEAUFORT COMPANY ,1
 BEAUFORT COUNTY ,2
 BEAUFORT-MOREHEAD CITY ,1
 BEAUMONT HOTEL ,3
 BEAUMONT MUNI ,3
 BEAUMONT MUNICIPAL ,3
 BEAUMONT/PORT ARTHUR ,1
 BEAVER CO. ,4
 BEAVER COUNTY ,6
 BEAVER COUNTY AIRPORT ,1
 BEAVER ISLAND ,2
 BEAVER ISLAND AIRPORT ,1
 BEAVER MARSH STATE ,1
 BEAVER OAKS ,1
 BEAVER RUIN HELIPORT ,1
 BEAVERBROOK ,1
 BEAVERHEAD ,1
 BECKER'S LANDING ,1
 BECKERMAN ,1
 BECKLEY MUN. ,1
 BECKLEY MUNI ,1
 BECKNER ,1
 BECKS GROVE ,1
 BED-AH-WICK ,1
 BED-AH-WICK FIELD ,1
 BEDFORD ,6
 BEDFORD AIRPORT ,2
 BEDFORD COUNTY AIRPORT ,1
 BEECH FACTORY ,1
 BEECH FACTORY AIRPORT ,1
 BEEF ISLAND ,1
 BEESEMER ,1
 BEEVILLE MUNICIPAL ,2
 BEGGS AIRSTRIP ,1
 BELCHER AIR PATCH ,1
 BELDEN ,1
 BELEN MUNICIPAL ,2
 BELFAST ,1
 BELFAST MUNICIPLE ,1
 BELIVAR-HARDEMAN ,1
 BELL ,1
 BELL FIELD ,2
 BELL HELICOPTER TNG STRIP ,1
 BELL HELICOPTER TRAINING ,1
 BELL HURST ,1
 BELL STRIP ,1
 BELL TRAINING STRIP ,1
 BELL'S AG STRIP ,1
 BELLAH ,1
 BELLE CHASE ,2
 BELLE FOURCHE ,1
 BELLE FOURCHE MUNI ,1
 BELLE GLADE ,1
 BELLE GLADE STATE AIRPORT ,1
 BELLE PLAINE ,2
 BELLEFONTAINE ,2
 BELLEFONTAINE MUNICIPAL ,1
 BELLEVILLE ,1
 BELLEVUE AIRFIELD ,1
 BELLINGHAM ,3
 BELLINGHAM INT'L ,1
 BELLINGHAM INT'L. ,1
 BELLINGHAM INTERNATIONAL ,4
 BELLINGHAM INTL ,4
 BELLINGHAM INTL. ,1
 BELLVILLE ,1
 BELMAR MONMOUTH CO. ,2
 BELMAR/ALLAIRE ,1
 BELMAR/FARMINGDALE ,1
 BELOIT ,1
 BELOIT AIRPORT ,1
 BELTRAMI COUNTY ,1
 BELTSVILLE AG CENTER ,1
 BELUGA ,5
 BELUGA LAKE SEAPLANE ,1
 BELVIDERE ,2
 BELVIDERE AIRPORT ,2
 BELVIDERE LTD ,3
 BEMEDJI-BELTRAMI COUNTY ,1
 BEMENT ,1
 BEMIDJI ,3
 BEMIDJI BELTRAMI COUNTY ,1
 BEMIDJI COUNTY ,1
 BEMIDJI RGNL ,1
 BEN AMMONS FIELD ,1
 BEN EPPS ,2
 BEN'S HELIPORT ,1
 BENCHMARK ,1
 BEND MUNI ,5
 BEND MUNICIPAL ,7
 BEND MUNICIPAL AIRPORT ,2
 BENDIGO ,1
 BENEBUM AIRPORT ,1
 BENEDUM ,8
 BENEDUM FIELD ,1
 BENHAM (PRIVATE) ,1
 BENJAMIN RANCH ,1
 BENNACK PVT. ,1
 BENNETT ,1
 BENNETTS ,1
 BENNINGTON ST ,1
 BENNINGTON ST. ,1
 BENNINGTON STATE ,2
 BENSON ,6
 BENSON AIRPORT ,1
 BENSON MUNI ,2
 BENSON'S ,1
 BENT COUNTY ,1
 BENTON ,9
 BENTON AIRPARK ,1
 BENTON AIRPORT ,2
 BENTON COUNTY ,1
 BENTON FIELD ,11
 BENTON FLD ,1
 BENTON HARBOR ROSS FIELD ,1
 BENTON HARBOR/ROSS FIELD ,1
 BENTON MUNI ,2
 BENTON MUNICIPAL ,1
 BENTON/SALINE CO. ,1
 BENTONVILLE MUNI ,2
 BENTONVILLE MUNI/LOUISE M THAD ,4
 BENTONVILLE MUNICIPAL ,2
 BEREA-RICHMOND LACKEY ,1
 BERGEON ,1
 BERGSETH FIELD ,2
 BERGSETH FLD ,1
 BERKELEY CO. ,1
 BERKELEY COUNTY ,5
 BERKELY COUNTY ,1
 BERKLEY ,1
 BERKLEY COUNTY ,2
 BERLIN ,3
 BERLIN AIRPARK ,1
 BERLIN AIRPORT ,1
 BERLIN FIELD ,1
 BERLIN RGNL ,2
 BERLIN/CAMDEN COUNTY ,1
 BERMUDA ,1
 BERMUDA DUNES ,14
 BERMUDA HIGH GLIDERPORT ,1
 BERMUDIAN VALLEY ,2
 BERNVILLE ,1
 BERRIEN SPRINGS ,1
 BERRY ,1
 BERRY HILL ,11
 BERRYHILL ,1
 BERRYVALE ,1
 BERT MOONEY ,6
 BERT MOONEY-SILVER BOW CO ,1
 BERTRAND ,1
 BERTS FIELD ,1
 BERWICK ,1
 BERZ-MACOMB ,3
 BESSEMER ,10
 BETHANY HALES AIRSTRIP ,1
 BETHEL ,34
 BETHEL RGNL ,1
 BETHEL SEAPLANE ,1
 BETHESDA ,1
 BETTENCOURT AG AIRSTRIP ,1
 BETTLES ,5
 BETZ ,1
 BETZ FIELD ,1
 BETZNER ,1
 BEULAH ,2
 BEULAH MUNI ,1
 BEULAH MUNICIPAL ,1
 BEVERLY ,6
 BEVERLY AIRPORT ,1
 BEVERLY MUNI ,6
 BEVERLY MUNICIAPAL ,1
 BEVERLY MUNICIPAL ,3
 BEVERLY MUNICIPAL AIRPORT ,1
 BEVILL FIELD ,1
 BEVONI-FLYING B ,1
 BHC TRAINING FAC ,1
 BHT2 TRAINING STRIP ,3
 BI-STATE ,1
 BI-STATE PARKS ,4
 BIBB COUNTY ,1
 BIBLIA CAMPGROUND ,1
 BIDDEFORD ,1
 BIDDEFORD MUNI ,2
 BIG 'T' ,1
 BIG BEAR ,9
 BIG BEAR CITY ,36
 BIG BEAR CITY AIRPORT ,2
 BIG BEAR MUNI ,1
 BIG BEAVER ,5
 BIG BEAVER AIRPORT ,4
 BIG BEND RANCH STATE PARK ,1
 BIG CREEK ,6
 BIG CREEK AIRPORT ,1
 BIG CREEK FLYING RANCH ,1
 BIG FALLS ,1
 BIG FLAT ,1
 BIG ISLAND ,2
 BIG LAKE ,14
 BIG LAKE AIRPORT ,1
 BIG PINEY ,2
 BIG PINEY MUNICIPAL ,1
 BIG PINEY-MARBLETON ,1
 BIG RAPIDS ,1
 BIG SANDY REGIONAL ,1
 BIG SKY ,2
 BIG SKY AIRPARK ,1
 BIG SKY FIELD ,1
 BIG SPRING ,5
 BIG SPRING MC MAHON-WRINKLE ,1
 BIG SPRING MUNI ,1
 BIG SPRING MUNICIPAL ,1
 BIG SPRING RANCH ,1
 BIG SUMMIT PRAIRIE ,1
 BIG TWIST STRIP ,1
 BIGGIN HILL ,1
 BIGGS ,1
 BIGGS AAF ,1
 BIGGS RANCH ,1
 BIJOU SPRINGS RANCH ,1
 BIL ,1
 BIL-LO FIELD ,1
 BILL AND HILLARY CLINTON NATIO ,1
 BILL BARRIER FIELD ,1
 BILL JOHNSONS TOO ,1
 BILL MARTIN MEMORIAL ,2
 BILL SHERRILL ,1
 BILLARD ,1
 BILLINGHAM ,1
 BILLINGHAM INTERNATIONAL ,1
 BILLINGS ,7
 BILLINGS LOGAL INT'L ,1
 BILLINGS LOGAN ,5
 BILLINGS LOGAN INT'L ,3
 BILLINGS LOGAN INT'L. ,1
 BILLINGS LOGAN INTERNAT. ,1
 BILLINGS LOGAN INTERNATIO ,1
 BILLINGS LOGAN INTERNT'L ,1
 BILLINGS LOGAN INTL ,4
 BILLINGS LOGAN INTL. ,2
 BILLINGS LOGAN INTNL ,2
 BILLINGS-LOGAN ,1
 BILLINGS-LOGAN FIELD ,1
 BILLINGS-LOGAN INTL ,1
 BILLY FREE ,1
 BILLY G RAY FIELD ,1
 BILLY JOE (PVT A/S) ,1
 BILLY MITCHEL ,1
 BILLY MITCHELL ,4
 BILLY MITCHELL FIELD ,1
 BINGHAMTON REGIONAL ,1
 BINGHAMTON REGIONAL APRT ,1
 BINGHAMTON REGIONAL/EDWIN A LI ,1
 BINZEL ,1
 BIRCH CREEK ,1
 BIRCH LAKE SEAPLANE BASE ,1
 BIRCHWOOD ,48
 BIRCHWOOD AIRPORT ,2
 BIRCHWOOD-POCONO ,1
 BIRD 2 ,1
 BIRD CITY COMMUNITY ,1
 BIRD DOG FIELD ,1
 BIRD FIELD ,1
 BIRDSNEST ,2
 BIRDWIN ,2
 BIRDWIND FIELD (PRIVATE) ,1
 BIRMIMGHAM INTERNATIONAL ,1
 BIRMINGHAM ,10
 BIRMINGHAM AIRPORT ,2
 BIRMINGHAM INTERNATIONAL ,1
 BIRMINGHAM MUNI ,3
 BIRMINGHAM MUNI. ,1
 BIRMINGHAM MUNICIPAL ,10
 BISBEE DOUGLAS INT'L ,1
 BISBEE DOUGLAS INTL ,1
 BISBEE MUNI ,1
 BISBEE MUNICIPAL AIRPORT ,1
 BISHOP ,12
 BISHOP FARM ,1
 BISHOP FIELD ,1
 BISHOP INT. ,1
 BISHOP INTERNATIONAL ,2
 BISHOP INTERNATIONAL ARPT ,1
 BISHOP MUNICIPAL ,1
 BISMARCK ,1
 BISMARCK MUNI ,2
 BISMARCK MUNICIPAL ,7
 BISMARK MUNICIPAL ,2
 BLACK FOREST ,5
 BLACK FOREST GLIDER PORT ,5
 BLACK FOREST GLIDERPORT ,1
 BLACK HILLS ,1
 BLACK HILLS-CLYDE ICE ,1
 BLACK HILLS-CLYDE ICE FIELD ,2
 BLACK LAKE ,1
 BLACK RAPIDS ,2
 BLACK RIVER FALLS AREA ,2
 BLACK ROCK AIRPORT ,1
 BLACK ROCK CITY ,2
 BLACKBURN AG STRIP ,1
 BLACKHAWK ,1
 BLACKHAWK AIRFIELD ,1
 BLACKHAWK FIELD ,2
 BLACKHAWK FLD. ,1
 BLACKINGTON (PVT) ,1
 BLACKS ,1
 BLACKSBURG ,1
 BLACKSTONE ,1
 BLACKWELDER'S ,1
 BLACKWELL ,2
 BLACKWELL FIELD ,2
 BLACKWELL LAND COMPANY ,1
 BLACKWOOD ,1
 BLACKWOOD AIRPARK ,1
 BLADENBORO ,1
 BLAINE ,1
 BLAINE MUNICIPAL ,2
" BLAINE, MUNICIPAL ",1
 BLAIR ,1
 BLAIR AIRPORT ,1
 BLAIR COUNTY AIRPORT ,1
 BLAIR FIELD ,1
 BLAIR LAKE ,4
 BLAIR LAKES ,2
 BLAIR LAKES LANDING STRIP ,1
 BLAIRSTOWN ,17
 BLAIRSVILLE ,7
 BLAKE FALLS ,1
 BLAKE FIELD ,2
 BLAKELY ISLAND ,6
 BLAKELY ISLAND AIRPORT ,1
 BLAKESBURG ,1
 BLANDING CITY ,1
 BLANDING CITY MUNICIPAL ,2
 BLANDING MUNI ,1
 BLANDING MUNICIPAL ,1
 BLAYLOCK ,1
 BLICKHAN LANDING AREA ,1
 BLK HILLS/CLYDE ICE FIELD ,1
 BLOCK 215 HELIPAD ,1
 BLOCK 651-A ,1
 BLOCK ISLAND ,8
 BLOCK ISLAND STATE ,10
 BLOCK ISLAND STATE APT ,1
 BLOOMFIELD MUNI ,1
 BLOOMINGTON ,6
 BLOOMINGTON MONROE COUNTY ,1
 BLOOMINGTON NORMAL ,1
 BLOOMINGTON-NORMAL ,3
 BLOOMINGTON-NORMAL AIRPT ,1
 BLOOMINGTON/NORMAL ,2
 BLOOMSBURG ,3
 BLOOMSBURG MUNICIPAL ,1
 BLOOMSFIELD MUNI ,1
 BLOSSER MUNI ,3
 BLOSSER MUNICIPAL ,3
 BLOWING ROCK ,1
 BLOYER FIELD ,1
 BLUE ASH ,12
 BLUE ASH AIRPORT ,1
 BLUE BELL ,1
 BLUE BIRD FIELD ,1
 BLUE CANYON ,2
 BLUE CANYON - NYACK ,1
 BLUE CANYON AIRPORT ,1
 BLUE CANYON-NYACK ,1
 BLUE EARTH ,1
 BLUE EARTH MUNI ,1
 BLUE FARM STRIP ,1
 BLUE GLASS AIRPORT ,1
 BLUE GRASS ,9
 BLUE GRASS AIRPORT ,2
 BLUE GRASS FIELD ,1
 BLUE HAWN ,1
 BLUE HILL ,1
 BLUE KNOB ,1
 BLUE KNOB VALLEY ,1
 BLUE RIDGE ,4
 BLUE RIDGE AIRPORT ,1
 BLUE SKIES FARM ,1
 BLUEFIELD/MERCER COUNTY ,1
 BLUELICK ,1
 BLUFF ,1
 BLUFFS ,1
 BLUFFTON ,4
 BLYTHE ,3
 BLYTHE MUNI ,1
 BLYTHEVILLE ,1
 BOATNER ,1
 BOB  LEE ,1
 BOB ADAMS ,1
 BOB ADAMS FIELD ,1
 BOB CURTIS MEMORIAL ,1
 BOB LEE FLIGHT STRIP ,5
 BOB SHANNON ,1
 BOB SHANNON MEM ,1
 BOB SIKES ,5
 BOB WHITE ,4
 BOB WHITE FIELD ,3
 BOB WILEY ,1
 BOB WILEY FIELD ,1
 BOBBY L CHAIN MUNI ,1
 BOBBY L. CHAIN ,1
 BOBBY L. CHAIN MUNC. ,1
 BOBBY L. CHAIN MUNI ,1
 BOBBY L. CHAIN MUNICIPAL ,1
 BOBICH STRIP ,1
 BOBWHITE HILL RANCH ,1
 BOCA RATON ,19
 BOCA RATON FL ,1
 BOCA RATON PUBLIC ,1
 BOCA RATON PUBLIC ARPT ,1
 BOEING FIELD ,30
 BOEING FIELD INT'L ,1
 BOEING FIELD KING COUNTY ,1
 BOEING FIELD/ KING COUNTY ,1
 BOEING FIELD/KING COUNTY ,1
 BOEING FIELD/KING COUNTY INTL ,2
 BOEING FLD ,2
 BOEING FLD/KING CO INTL ,1
 BOERNE ,1
 BOERNE STAGE ,2
 BOERNE STAGE FIELD ,13
 BOGER FIELD ,1
 BOHLANDER ,1
 BOIRE ,1
 BOIRE FIELD ,6
 BOIRE FIELD AIRPORT ,1
 BOISE ,3
 BOISE AIR ,1
 BOISE AIR TERM-GOWEN FLD ,1
 BOISE AIR TERMINAL ,18
