,eventairport_conv,count,eventcity,event_fullstate,eventstate,count_by_loc,, 
1364,rentschler,4,east hartford,Connecticut,CT,4,,
1365,knoxville municipal,4,knoxville,Iowa,IA,4,,
1366,alfred c 'bubba' thomas,4,sinton,Texas,TX,4,,
1367,windsor locks international,4,windsor locks,Connecticut,CT,4,,
1368,red lodge,4,red lodge,Montana,MT,4,,
1369,driggs reed memorial,4,driggs,Idaho,ID,4,,
1370,stormville municipal,4,stormville,New York,NY,4,,
1371,agua caliente,4,agua caliente springs,California,CA,3,,
1372,agua caliente,4,agua caliente,California,CA,1,,
1373,bryan,4,starkville,Mississippi,MS,4,,
1374,abba's,4,sheridan,Oregon,OR,4,,
1375,zahns airport,4,amityville,New York,NY,4,,
1376,eagles nest,4,new london,New Hampshire,NH,3,,
1377,eagles nest,4,ione,California,CA,1,,
1378,eagles nest,4,,New Jersey,NJ,0,,
1379,kingman airport clyde cessna field,4,kingman,Kansas,KS,3,,
1380,kingman airport clyde cessna field,4,cheney,Kansas,KS,1,,
1381,wurtsboro sullivan county,4,wurtsboro,New York,NY,4,,
1382,agua dulce municipal,4,agua dulce,California,CA,4,,
1383,woodland state,4,woodland,Washington,WA,3,,
1384,woodland state,4,woodland,California,CA,1,,
1385,raleigh east,4,raleigh,North Carolina,NC,1,,
1386,raleigh east,4,knightdale,North Carolina,NC,3,,
1387,wright field,4,williston,North Dakota,ND,1,,
1388,wright field,4,brownsville,Oregon,OR,1,,
1389,wright field,4,lynch,Maryland,MD,1,,
1390,wright field,4,kennedyville,Maryland,MD,1,,
1391,dumas municipal,4,dumas,Texas,TX,3,,
1392,dumas municipal,4,dumas,Arkansas,AR,1,,
1393,randall,4,middletown,New York,NY,4,,
1394,wray municipal,4,wray,Colorado,CO,4,,
1395,brookneal campbell county,4,brookneal,Virginia,VA,4,,
1396,strongsville,4,strongsville,Ohio,OH,4,,
1397,chevron usa inc.,4,venice,Louisiana,LA,4,,
1398,antioch municipal,4,antioch,California,CA,4,,
1399,caldwell municipal,4,caldwell,Idaho,ID,2,,
1400,caldwell municipal,4,caldwell,Texas,TX,2,,
1401,stehekin state,4,stehekin,Washington,WA,4,,
1402,de kalb county,4,auburn,Indiana,IN,4,,
1403,rockledge,4,rockledge,Florida,FL,4,,
1404,rockledge,4,,Florida,FL,0,,
1405,davis monthan air force base,4,tucson,Arizona,AZ,3,,
1406,davis monthan air force base,4,omaha,Nebraska,NE,1,,
1407,rochelle municipal airport koritz field,4,rochelle,Illinois,IL,4,,
1408,polly ranch,4,friendswood,Texas,TX,4,,
1409,robert lee,4,robert lee,Texas,TX,4,,
1410,bredlow farm,4,lawrenceville,Georgia,GA,1,,
1411,bredlow farm,4,england,Arkansas,AR,3,,
1412,williamsburg regional,4,kingstree,South Carolina,SC,3,,
1413,williamsburg regional,4,williamsburg,South Carolina,SC,1,,
1414,williams county,4,bryan,Ohio,OH,4,,
1415,defuniak springs,4,,Florida,FL,0,,
1416,defuniak springs,4,defuniak springs,Florida,FL,4,,
1417,stanton municipal,4,stanton,Kentucky,KY,2,,
1418,stanton municipal,4,stanton,Texas,TX,2,,
1419,roy e. ray,4,bayou la batre,Alabama,AL,4,,
1420,andrews county,4,andrews,Texas,TX,4,,
1421,rossettie,4,manchester,Michigan,MI,4,,
1422,wimauma air park,4,wimauma,Florida,FL,4,,
1423,dacy,4,harvard,Illinois,IL,4,,
1424,griffith municipal,3,griffith,Indiana,IN,3,,
1425,tecumseh municipal,3,tecumseh,Nebraska,NE,3,,
1426,brookville air park,3,brookville,Ohio,OH,3,,
1427,napoleon,3,napoleon,Michigan,MI,3,,
1428,johnson field,3,archdale,North Carolina,NC,1,,
1429,johnson field,3,smithfield,North Carolina,NC,2,,
1430,blake field,3,delta,Colorado,CO,3,,
1431,morrisville stowe state,3,morrisville,Vermont,VT,3,,
1432,hondo municipal,3,hondo,Texas,TX,3,,
1433,mountain view wilcox memorial field,3,mountain view,Arkansas,AR,3,,
1434,grundy municipal,3,grundy,Virginia,VA,3,,
1435,glenns ferry municipal,3,glenns ferry,Idaho,ID,3,,
1436,biggin hill,3,roundup,Texas,TX,1,,
1437,biggin hill,3,shallowater,Texas,TX,2,,
1438,bill pugh field,3,russellville,Alabama,AL,3,,
1439,mount vernon municipal,3,mount vernon,Ohio,OH,1,,
1440,mount vernon municipal,3,mount vernon,Missouri,MO,2,,
1441,black rock,3,zuni,New Mexico,NM,3,,
1442,black rock,3,,Nevada,NV,0,,
1443,brown's lakeside landings,3,cadiz,Kentucky,KY,3,,
1444,branhams,3,darlington,South Carolina,SC,3,,
1445,black rock city,3,gerlach,Nevada,NV,1,,
1446,black rock city,3,black rock city,Nevada,NV,2,,
1447,trego wakeeney,3,wakeeney,Kansas,KS,3,,
1448,mount sterling municipal,3,mount sterling,Illinois,IL,3,,
1449,blaine municipal,3,anoka,Minnesota,MN,1,,
1450,blaine municipal,3,blaine,Washington,WA,2,,
1451,moorhead municipal,3,moorhead,Minnesota,MN,3,,
1452,moose lake carlton county,3,moose lake,Minnesota,MN,3,,
1453,nassau,3,nassau,,,0,,
1454,nassau,3,nassau,,BH,1,,
1455,mountain top,3,argyle,New York,NY,2,,
1456,mountain top,3,davenport,New York,NY,1,,
1457,jonesville,3,jonesville,Louisiana,LA,2,,
1458,jonesville,3,elkin,North Carolina,NC,1,,
1459,brooks county,3,falfurrias,Texas,TX,3,,
1460,brewer municipal,3,brewer,Maine,ME,3,,
1461,morrow county,3,mount gilead,Ohio,OH,3,,
1462,grand forks municipal,3,grand forks,North Dakota,ND,3,,
1463,timberline,3,washington island,Wisconsin,WI,3,,
1464,grand haven memorial airpark,3,grand haven,Michigan,MI,3,,
1465,brenner field,3,falls city,Nebraska,NE,3,,
1466,jones field,3,bonham,Texas,TX,3,,
1467,lakeside airpark,3,peoria,Arizona,AZ,3,,
1468,booneville baldwyn,3,booneville,Mississippi,MS,2,,
1469,booneville baldwyn,3,guntown,Mississippi,MS,1,,
1470,tishomingo county,3,belmont,Mississippi,MS,3,,
1471,home acres sky ranch,3,lake city,Michigan,MI,3,,
1472,thomas p stafford,3,weatherford,Oklahoma,OK,3,,
1473,mount comfort municipal,3,mount comfort,Indiana,IN,3,,
1474,morgan county,3,mc connelsville,Ohio,OH,2,,
1475,morgan county,3,morgan,Utah,UT,1,,
1476,mount olive municipal,3,mount olive,North Carolina,NC,3,,
1477,bolivar municipal,3,philadelphia,Mississippi,MS,1,,
1478,bolivar municipal,3,bolivar,Missouri,MO,2,,
1479,terry county,3,brownfield,Texas,TX,3,,
1480,magee municipal,3,magee,Mississippi,MS,3,,
1481,johnston,3,smithfield,North Carolina,NC,3,,
1482,brookeridge air park,3,downers grove,Illinois,IL,3,,
1483,madisonville municipal,3,madisonville,Texas,TX,1,,
1484,madisonville municipal,3,madisonville,Kentucky,KY,2,,
1485,brookhaven lincoln county,3,brookhaven,Mississippi,MS,3,,
1486,greenwood lake municipal,3,greenwood lake,New York,NY,1,,
1487,greenwood lake municipal,3,greenwood lake,New Jersey,NJ,2,,
1488,bordner,3,bowling green,Ohio,OH,3,,
1489,bradford field,3,huntersville,North Carolina,NC,3,,
1490,brewton municipal,3,brewton,Alabama,AL,3,,
1491,kelly air park,3,elbert,Colorado,CO,3,,
1492,big timber,3,big timber,Montana,MT,3,,
1493,allen parish,3,oakdale,Louisiana,LA,3,,
1494,mc ville,3,freeport,Pennsylvania,PA,2,,
1495,mc ville,3,ford city,Pennsylvania,PA,1,,
1496,kobelt,3,wallkill,New York,NY,3,,
1497,wilson industrial air center,3,wilson,North Carolina,NC,3,,
1498,wilson,3,isle of palms,South Carolina,SC,1,,
1499,wilson,3,macon,Georgia,GA,1,,
1500,wilson,3,brazil,Indiana,IN,1,,
1501,alturas municipal,3,alturas,California,CA,3,,
1502,alvin municipal,3,alvin,Texas,TX,3,,
1503,hebron municipal,3,hebron,Illinois,IL,1,,
1504,hebron municipal,3,hebron,Nebraska,NE,2,,
1505,anadarko municipal,3,anadarko,Oklahoma,OK,3,,
1506,andrews university airpark,3,berrien springs,Michigan,MI,3,,
1507,andrews university airpark,3,,Michigan,MI,0,,
1508,la cholla airpark,3,tucson,Arizona,AZ,2,,
1509,la cholla airpark,3,oro valley,Arizona,AZ,1,,
1510,meade municipal,3,meade,Kansas,KS,3,,
1511,hearne municipal,3,hearne,Texas,TX,3,,
1512,whiteplains,3,lexington,South Carolina,SC,1,,
1513,whiteplains,3,gilbert,South Carolina,SC,2,,
1514,hazen municipal,3,hazen,Arkansas,AR,3,,
1515,white cloud,3,white cloud,Michigan,MI,3,,
1516,white birch field,3,hancock,New York,NY,3,,
1517,wheeler,3,wheeler,Texas,TX,2,,
1518,wheeler,3,mc rae,Georgia,GA,1,,
1519,lago vista tx rusty allen,3,lago vista,Texas,TX,3,,
1520,medlock field,3,davis,California,CA,3,,
1521,hawley municipal,3,hawley,Minnesota,MN,3,,
1522,aspen valley hospital,3,ellicott,Colorado,CO,3,,
1523,allendale county,3,allendale,South Carolina,SC,3,,
1524,allen aaf,3,delta,Alabama,AL,1,,
1525,allen aaf,3,delta junction,Alaska,AK,2,,
1526,wells,3,rockford,Michigan,MI,1,,
1527,wells,3,harrisonville,Missouri,MO,2,,
1528,kit carson county,3,burlington,Colorado,CO,3,,
1529,marksville municipal,3,marksville,Louisiana,LA,2,,
1530,marksville municipal,3,simmesport,Louisiana,LA,1,,
1531,marlin,3,marlin,Texas,TX,3,,
1532,highland winet,3,highland,Illinois,IL,3,,
1533,marthas vineyar municipal,3,marthas vineyard,Massachusetts,MA,3,,
1534,abernathy municipal,3,abernathy,Texas,TX,3,,
1535,martin campbell field,3,copperhill,Tennessee,TN,3,,
1536,kings land o' lakes,3,land o lakes,Wisconsin,WI,1,,
1537,kings land o' lakes,3,land o'lakes,Wisconsin,WI,1,,
1538,kings land o' lakes,3,land o' lakes,Wisconsin,WI,1,,
1539,agana municipal,3,agana,Guam,GU,3,,
1540,air acres,3,woodstock,Georgia,GA,3,,
1541,kimball municipal robert e arraj field,3,kimball,South Dakota,SD,1,,
1542,kimball municipal robert e arraj field,3,kimball,Nebraska,NE,2,,
1543,airport manatee,3,palmetto,Florida,FL,3,,
1544,airtrek,3,waterloo,New York,NY,3,,
1545,hillside,3,stilwell,Kansas,KS,3,,
1546,aitkin municipal steve kurtz field,3,aitkin,Minnesota,MN,2,,
1547,aitkin municipal steve kurtz field,3,emily,Minnesota,MN,1,,
1548,ak chin community airfield,3,maricopa,Arizona,AZ,3,,
1549,wolfe air park,3,manvel,Texas,TX,2,,
1550,wolfe air park,3,cypress,Texas,TX,1,,
1551,mc bride field,3,marion,Iowa,IA,3,,
1552,albertville regional thomas j brumlik field,3,albertville,Alabama,AL,3,,
1553,hilltop,3,lawton,Oklahoma,OK,2,,
1554,hilltop,3,markesan,Wisconsin,WI,1,,
1555,albia municipal,3,albia,Iowa,IA,3,,
1556,markham,3,meriden,Connecticut,CT,3,,
1557,atoka municipal,3,atoka,Oklahoma,OK,3,,
1558,audubon county,3,guthrie center,Iowa,IA,1,,
1559,audubon county,3,manning,Iowa,IA,1,,
1560,audubon county,3,audubon,Iowa,IA,1,,
1561,turlock airpark,3,turlock,California,CA,3,,
1562,visnaw lake,3,san benito,Texas,TX,3,,
1563,hamburg inc,3,hamburg,New York,NY,3,,
1564,midwest national air center,3,mosby,Missouri,MO,3,,
1565,mifflintown,3,mifflintown,Pennsylvania,PA,3,,
1566,hollandale municipal,3,panther burn,Mississippi,MS,1,,
1567,hollandale municipal,3,hollandale,Mississippi,MS,2,,
1568,van slyke field,3,watkins,Colorado,CO,3,,
1569,valdosta municipal,3,valdosta,Georgia,GA,3,,
1570,upshur county regional,3,woodbridge,Virginia,VA,3,,
1571,bermuda dunes municipal,3,bermuda dunes,California,CA,3,,
1572,hackettstown,3,hackettstown,New Jersey,NJ,3,,
1573,hackenburg penny hill,3,montoursville,Pennsylvania,PA,3,,
1574,kasilof,3,kasilof,Alaska,AK,3,,
1575,unicorn,3,marksville,Louisiana,LA,3,,
1576,ulysses,3,ulysses,Kansas,KS,3,,
1577,twin pine,3,pennington,New Jersey,NJ,3,,
1578,betz,3,blissfield,Michigan,MI,3,,
1579,karnes county,3,kenedy,Texas,TX,2,,
1580,karnes county,3,kennedy,Texas,TX,1,,
1581,gustine,3,gustine,California,CA,3,,
1582,twin mountain,3,twin mountain,New Hampshire,NH,3,,
1583,kaolin field,3,sandersville,Georgia,GA,3,,
1584,turners falls municipal,3,turners falls,Massachusetts,MA,3,,
1585,molokai municipal,3,molokai,Hawaii,HI,3,,
1586,manitowish waters,3,manitowish waters,Wisconsin,WI,3,,
1587,manitowish waters,3,,Wisconsin,WI,0,,
1588,belle glade state municipal,3,belle glade,Florida,FL,3,,
1589,belle glade state municipal,3,,Florida,FL,0,,
1590,august acres,3,napoleon,Ohio,OH,3,,
1591,beaver island,3,beaver island,Michigan,MI,3,,
1592,weiser municipal,3,weiser,Idaho,ID,3,,
1593,haskell,3,haskell,Oklahoma,OK,3,,
1594,haskell,3,,Oklahoma,OK,0,,
1595,avery county morrison field,3,spruce pine,North Carolina,NC,3,,
1596,harvard state,3,harvard,Nebraska,NE,3,,
1597,baker,3,baker,California,CA,2,,
1598,baker,3,oroville,California,CA,1,,
1599,mexico memorial,3,mexico,Missouri,MO,2,,
1600,mexico memorial,3,mexico city,,,0,,
1601,miami,3,miami,Florida,FL,3,,
1602,miami,3,,Florida,FL,0,,
1603,bandel,3,eighty four,Pennsylvania,PA,3,,
1604,lake elmo municipal,3,lake elmo,Minnesota,MN,3,,
1605,harold davidson field,3,vermillion,South Dakota,SD,3,,
1606,watervliet municipal,3,watervliet,Michigan,MI,3,,
1607,barber,3,alliance,Ohio,OH,3,,
1608,harford county,3,churchville,Maryland,MD,3,,
1609,washington regional,3,potosi,Missouri,MO,1,,
1610,washington regional,3,washington,Missouri,MO,2,,
1611,barnesville bradfield,3,barnesville,Ohio,OH,3,,
1612,waseca municipal,3,waseca,Minnesota,MN,3,,
1613,barton,3,pacoima,Pennsylvania,PA,1,,
1614,barton,3,pacoima,California,CA,2,,
1615,hangar lake,3,bethel,Alaska,AK,3,,
1616,beach city,3,beach city,Ohio,OH,3,,
1617,beach city,3,,Ohio,OH,0,,
1618,wakulla county,3,panacea,Florida,FL,3,,
1619,johnson,3,franklin,Indiana,IN,1,,
1620,johnson,3,muncie,Indiana,IN,1,,
1621,johnson,3,scotia,New York,NY,1,,
1622,johnson,3,,New York,NY,0,,
1623,superior municipal,3,superior,Nebraska,NE,2,,
1624,superior municipal,3,superior,Montana,MT,1,,
1625,stateline,3,leawood,Kansas,KS,3,,
1626,natomas,3,sacramento,California,CA,3,,
1627,corning painted post,3,painted post,New York,NY,2,,
1628,corning painted post,3,corning,New York,NY,1,,
1629,corry lawrence,3,corry,Pennsylvania,PA,3,,
1630,cougar mountain airfield,3,yelm,Washington,WA,3,,
1631,country air estates,3,lonoke,Arkansas,AR,3,,
1632,courtland,3,courtland,Alabama,AL,3,,
1633,savannah hardin county,3,savannah,Tennessee,TN,3,,
1634,lowell city,3,lowell,Michigan,MI,3,,
1635,sargent municipal,3,sargent,Nebraska,NE,3,,
1636,covington vincent,3,covington,Louisiana,LA,3,,
1637,ferry county,3,republic,Washington,WA,3,,
1638,sangster international,3,montego bay,,,0,,
1639,paoli municipal,3,paoli,Indiana,IN,3,,
1640,paradise air haven,3,goldsby,Oklahoma,OK,3,,
1641,sandusky county regional,3,fremont,Ohio,OH,2,,
1642,sandusky county regional,3,warden,Washington,WA,1,,
1643,fayette,3,fayetteville,West Virginia,WV,3,,
1644,huggins memorial,3,timmonsville,South Carolina,SC,2,,
1645,huggins memorial,3,timmonville,South Carolina,SC,1,,
1646,san saba county municipal,3,san saba,Texas,TX,3,,
1647,san manuel,3,san manuel,Arizona,AZ,3,,
1648,saluda county,3,saluda,South Carolina,SC,3,,
1649,paxson,3,paxson,Alaska,AK,3,,
1650,cuero municipal,3,cuero,Texas,TX,3,,
1651,fall river mills,3,fall river mills,California,CA,3,,
1652,fisher county,3,rotan,Texas,TX,3,,
1653,cordell municipal,3,cordell,Oklahoma,OK,3,,
1654,fort atkinson municipal,3,fort atkinson,Wisconsin,WI,3,,
1655,cook airfield,3,rose hill,Kansas,KS,1,,
1656,cook airfield,3,derby,Kansas,KS,2,,
1657,forest lake,3,forest lake,Minnesota,MN,3,,
1658,oelwein municipal,3,oelwein,Iowa,IA,2,,
1659,oelwein municipal,3,fredericksburg,Iowa,IA,1,,
1660,silver west,3,grandville,Michigan,MI,1,,
1661,silver west,3,westcliffe,Colorado,CO,2,,
1662,cleburne municipal,3,cleburne,Texas,TX,3,,
1663,houston municipal,3,houston,Texas,TX,1,,
1664,houston municipal,3,houston,Mississippi,MS,2,,
1665,oneill municipal,3,oneill,Nebraska,NE,3,,
1666,flying m ranch,3,three oaks,Michigan,MI,2,,
1667,flying m ranch,3,germansville,Pennsylvania,PA,1,,
1668,orange co municipal,3,orangetown,New York,NY,3,,
1669,honeoye falls,3,honeoye falls,New York,NY,3,,
1670,columbia marion county,3,columbia city,Indiana,IN,1,,
1671,columbia marion county,3,columbia,Mississippi,MS,2,,
1672,orlando north airpark,3,plymouth,Florida,FL,1,,
1673,orlando north airpark,3,zellwood,Florida,FL,2,,
1674,orofino municipal,3,orofino,Idaho,ID,3,,
1675,lubbock municipal,3,lubbock,Texas,TX,3,,
1676,columbus county municipal,3,whiteville,North Carolina,NC,3,,
1677,columbus county municipal,3,,California,CA,0,,
1678,floydada municipal,3,floydada,Texas,TX,3,,
1679,seminole lake,3,groveland,Florida,FL,1,,
1680,seminole lake,3,clermont,Florida,FL,2,,
1681,seeley lake,3,seeley lake,Montana,MT,3,,
1682,concord airpark,3,painesville,Ohio,OH,3,,
1683,fleet field,3,culver,Indiana,IN,3,,
1684,seattle international,3,seattle,Washington,WA,3,,
1685,ozark franklin county,3,ozark,Arkansas,AR,3,,
1686,lenhardt airpark,3,hubbard,Oregon,OR,3,,
1687,sackman field,3,columbia,Illinois,IL,3,,
1688,custer county,3,custer,South Dakota,SD,3,,
1689,fairview municipal,3,fairview,Oklahoma,OK,3,,
1690,redwing,3,jobstown,New Jersey,NJ,3,,
1691,dodgeville municipal,3,dodgeville,Wisconsin,WI,3,,
1692,dogwood airpark,3,fredericksburg,Virginia,VA,3,,
1693,donald d. coski memorial,3,donnelly,Idaho,ID,3,,
1694,lonnie pool field weaverville,3,weaverville,California,CA,3,,
1695,red lodge municipal,3,red lodge,Montana,MT,3,,
1696,longville municipal,3,longville,Minnesota,MN,3,,
1697,emanuel county,3,swainsboro,Georgia,GA,3,,
1698,red lion,3,vincentown,New Jersey,NJ,3,,
1699,duflo,3,cicero,New York,NY,3,,
1700,raleigh municipal,3,raleigh,North Carolina,NC,3,,
1701,elkin municipal,3,elkin,North Carolina,NC,3,,
1702,rainbow,3,franklin,Wisconsin,WI,3,,
1703,eads municipal,3,eads,Colorado,CO,3,,
1704,piseco,3,piseco,New York,NY,3,,
1705,eagle's nest estates,3,midlothian,Texas,TX,3,,
1706,pittsfield penstone municipal,3,pittsfield,Illinois,IL,3,,
1707,port bucyrus crawford county,3,bucyrus,Ohio,OH,3,,
1708,eldon model airpark,3,eldon,Missouri,MO,3,,
1709,elbow lake municipal pride of the prairie,3,elbow,Minnesota,MN,2,,
1710,elbow lake municipal pride of the prairie,3,elbow lake,Minnesota,MN,1,,
1711,pontotoc county,3,pontotoc,Mississippi,MS,3,,
1712,reedsburg municipal,3,reedsburg,Wisconsin,WI,3,,
1713,phillipsburg,3,phillipsburg,Ohio,OH,3,,
1714,dimmitt municipal,3,dimmitt,Texas,TX,3,,
1715,isedor iverson,3,mc gregor,Minnesota,MN,1,,
1716,isedor iverson,3,mcgregor,Minnesota,MN,2,,
1717,pearland,3,pearland,Texas,TX,2,,
1718,pearland,3,houston,Texas,TX,1,,
1719,rugby municipal,3,rugby,North Dakota,ND,3,,
1720,dallesport municipal,3,dallesport,Washington,WA,3,,
1721,round valley,3,covelo,California,CA,3,,
1722,darlington county jetport,3,darlington,South Carolina,SC,3,,
1723,lexington,3,henrietta,Missouri,MO,2,,
1724,lexington,3,lexington,Oregon,OR,1,,
1725,pella municipal,3,pella,Iowa,IA,3,,
1726,rosamond municipal,3,rosamond,California,CA,3,,
1727,pensacola nas forrest sherman field,3,pensacola,Florida,FL,3,,
1728,pensacola nas forrest sherman field,3,,Florida,FL,0,,
1729,de motte,3,demotte,Indiana,IN,1,,
1730,de motte,3,de motte,Indiana,IN,2,,
1731,dexter regional,3,dexter,Maine,ME,3,,
1732,excelsior sprin municipal,3,excelsior springs,Missouri,MO,3,,
1733,robbins field,3,oneonta,Alabama,AL,3,,
1734,delano municipal,3,delano,California,CA,3,,
1735,perry warsaw,3,warsaw,New York,NY,1,,
1736,perry warsaw,3,perry,New York,NY,2,,
1737,ridgely airpark,3,ridgely,Maryland,MD,3,,
1738,richwood municipal,3,richwood,West Virginia,WV,3,,
1739,estrella sailport,3,maricopa,Arizona,AZ,3,,
