
From 01/1989 To 01/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,, , ,
Date,Facility,State,Region,"DDSO
Service
Area",Class,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,Civil,Military,Total,"Airport
Operations","Tower
Operations",
01/1990,MSP ,MN,AGL,CE,Combined TRACON & Tower with Radar,"18,234","5,753","4,010",180,"28,177",0,0,0,0,0,757,301,"1,206",83,"2,347",0,0,0,0,0,394,0,394,"30,918","30,918",
01/1990,MSY ,LA,ASW,CE,Towers with Radar,"8,467","2,066","2,833",74,"13,440",12,168,887,149,"1,216",33,34,0,0,67,0,183,"1,782",105,"2,070",0,0,0,"13,507","16,793",
Sub-Total for CE,,,,,,"26,701","7,819","6,843",254,"41,617",12,168,887,149,"1,216",790,335,"1,206",83,"2,414",0,183,"1,782",105,"2,070",394,0,394,"44,425","47,711",
01/1990,MVY ,MA,ANE,EN,Federal Contract Tower,0,524,159,0,683,0,0,0,0,0,0,701,"1,119",34,"1,854",0,0,0,0,0,618,34,652,"3,189","3,189",
01/1990,MWA ,IL,AGL,CE,Federal Contract Tower,0,229,269,0,498,0,0,0,0,0,0,53,"1,280",13,"1,346",0,0,0,0,0,"2,370",4,"2,374","4,218","4,218",
Sub-Total for Unknown,,,,,,0,753,428,0,"1,181",0,0,0,0,0,0,754,"2,399",47,"3,200",0,0,0,0,0,"2,988",38,"3,026","7,407","7,407",
01/1990,MWC ,WI,AGL,CE,Towers with Display (VFR),0,0,703,0,703,0,0,0,0,0,0,1,"3,006",12,"3,019",0,0,0,0,0,"4,238",10,"4,248","7,970","7,970",
Sub-Total for CE,,,,,,0,229,972,0,"1,201",0,0,0,0,0,0,54,"4,286",25,"4,365",0,0,0,0,0,"6,608",14,"6,622","12,188","12,188",
Sub-Total for AGL,,,,,,0,229,972,0,"1,201",0,0,0,0,0,0,54,"4,286",25,"4,365",0,0,0,0,0,"6,608",14,"6,622","12,188","12,188",
01/1990,MWH ,WA,ANM,WE,Towers with Radar,494,375,433,226,"1,528",0,261,85,19,365,105,62,"1,901",58,"2,126",0,0,0,0,0,"9,845",973,"10,818","14,472","14,837",
01/1990,MYF ,CA,AWP,WE,Towers with Display (VFR),0,172,"2,244",0,"2,416",0,0,0,0,0,0,315,"7,049",13,"7,377",0,0,0,0,0,"7,416",28,"7,444","17,237","17,237",
Sub-Total for WE,,,,,,494,547,"2,677",226,"3,944",0,261,85,19,365,105,377,"8,950",71,"9,503",0,0,0,0,0,"17,261","1,001","18,262","31,709","32,074",
01/1990,NEW ,LA,ASW,CE,Towers with Display (VFR),0,89,"3,278",178,"3,545",0,0,0,0,0,0,181,"4,752",437,"5,370",0,0,0,0,0,"5,239",336,"5,575","14,490","14,490",
Sub-Total for Unknown,,,,,,0,261,"5,522",178,"5,961",0,0,0,0,0,0,496,"11,801",450,"12,747",0,0,0,0,0,"12,655",364,"13,019","31,727","31,727",
01/1990,OAK ,CA,AWP,WE,Combined TRACON & Tower with Radar,"6,079","4,414","9,645",94,"20,232",0,0,0,0,0,581,483,581,58,"1,703",0,0,0,0,0,"8,958",20,"8,978","30,913","30,913",
01/1990,OGD ,UT,ANM,WE,Towers with Display (VFR),0,0,191,0,191,0,0,0,0,0,2,9,"2,212",43,"2,266",0,0,0,0,0,"3,579",116,"3,695","6,152","6,152",
01/1990,OGG ,HI,AWP,WE,Combined TRACON & Tower with Radar,"4,234","4,966","1,227",269,"10,696",0,0,0,0,0,276,116,53,81,526,0,0,0,0,0,"1,612",210,"1,822","13,044","13,044",
Sub-Total for WE,,,,,,"10,313","9,380","11,063",363,"31,119",0,0,0,0,0,859,608,"2,846",182,"4,495",0,0,0,0,0,"14,149",346,"14,495","50,109","50,109",
01/1990,OJC ,KS,ACE,CE,Towers with Display (VFR),0,0,920,0,920,0,0,0,0,0,0,3,"3,841",10,"3,854",0,0,0,0,0,"4,856",22,"4,878","9,652","9,652",
01/1990,OKC ,OK,ASW,CE,Towers with Radar,"4,308",301,"2,889",351,"7,849",0,157,"5,766",402,"6,325",308,172,0,0,480,0,0,0,0,0,"1,405",864,"2,269","10,598","16,923",
Sub-Total for CE,,,,,,"4,308",301,"3,809",351,"8,769",0,157,"5,766",402,"6,325",308,175,"3,841",10,"4,334",0,0,0,0,0,"6,261",886,"7,147","20,250","26,575",
01/1990,OLM ,WA,ANM,WE,Towers with Display (VFR),0,0,692,18,710,0,0,0,0,0,0,11,"1,381",74,"1,466",0,0,0,0,0,784,10,794,"2,970","2,970",
01/1990,OMA ,NE,ACE,CE,Combined TRACON & Tower with Radar,"3,435","1,680","4,233",69,"9,417",0,0,0,0,0,218,152,169,55,594,0,0,0,0,0,"2,090",144,"2,234","12,245","12,245",
01/1990,ONT ,CA,AWP,WE,Combined TRACON & Tower with Radar,"7,112","1,675","2,482",14,"11,283",0,0,0,0,0,304,213,71,20,608,0,0,0,0,0,343,0,343,"12,234","12,234",
Sub-Total for Unknown,,,,,,"10,547","3,355","6,715",83,"20,700",0,0,0,0,0,522,365,240,75,"1,202",0,0,0,0,0,"2,433",144,"2,577","24,479","24,479",
01/1990,OPF ,FL,ASO,ES,Towers with Display (VFR),0,136,"1,862",332,"2,330",0,0,0,0,0,0,395,"5,982",597,"6,974",0,0,0,0,0,"5,649",633,"6,282","15,586","15,586",
01/1990,ORD ,IL,AGL,CE,Combined TRACON & Tower with Radar,"52,306","11,515","1,311",173,"65,305",0,0,0,0,0,354,223,751,82,"1,410",0,0,0,0,0,0,0,0,"66,715","66,715",
01/1990,ORF ,VA,AEA,EN,Towers with Radar,"4,248",713,"5,558","1,012","11,531",473,118,"2,313","2,020","4,924",156,0,225,0,381,0,0,0,0,0,"1,061",1,"1,062","12,974","17,898",
01/1990,ORH ,MA,ANE,EN,Towers with Display (VFR),346,686,514,0,"1,546",0,0,0,0,0,39,564,"3,422",49,"4,074",0,0,0,0,0,"4,640",42,"4,682","10,302","10,302",
Sub-Total for EN,,,,,,"4,594","1,399","6,072","1,012","13,077",473,118,"2,313","2,020","4,924",195,564,"3,647",49,"4,455",0,0,0,0,0,"5,701",43,"5,744","23,276","28,200",
01/1990,ORL ,FL,ASO,ES,Towers with Display (VFR),0,600,"3,188",130,"3,918",0,0,0,0,0,0,518,"7,293",54,"7,865",0,0,0,0,0,"3,081",91,"3,172","14,955","14,955",
01/1990,OSH ,WI,AGL,CE,Towers with Display (VFR),0,528,393,4,925,0,0,0,0,0,4,47,"1,437",49,"1,537",0,0,0,0,0,"3,095",164,"3,259","5,721","5,721",
01/1990,OSU ,OH,AGL,CE,Towers with Display (VFR),0,0,"1,622",121,"1,743",0,0,0,0,0,0,10,"2,828",464,"3,302",0,0,0,0,0,"3,972",333,"4,305","9,350","9,350",
Sub-Total for Unknown,,,,,,346,"1,814","5,717",255,"8,132",0,0,0,0,0,43,"1,139","14,980",616,"16,778",0,0,0,0,0,"14,788",630,"15,418","40,328","40,328",
Sub-Total for AGL,,,,,,0,528,"2,015",125,"2,668",0,0,0,0,0,4,57,"4,265",513,"4,839",0,0,0,0,0,"7,067",497,"7,564","15,071","15,071",
01/1990,OWB ,KY,ASO,CE,Federal Contract Tower,0,310,619,10,939,0,0,0,0,0,0,34,"1,375",30,"1,439",0,0,0,0,0,"1,088",4,"1,092","3,470","3,470",
Sub-Total for CE,,,,,,0,838,"2,634",135,"3,607",0,0,0,0,0,4,91,"5,640",543,"6,278",0,0,0,0,0,"8,155",501,"8,656","18,541","18,541",
01/1990,OWD ,MA,ANE,EN,Towers with Display (VFR),0,27,430,0,457,0,0,0,0,0,0,344,"4,781",36,"5,161",0,0,0,0,0,"4,153",0,"4,153","9,771","9,771",
01/1990,OXR ,CA,AWP,WE,Towers with Display (VFR),0,760,"1,353",0,"2,113",0,0,0,0,0,0,"1,184","3,560",35,"4,779",0,0,0,0,0,"3,746",90,"3,836","10,728","10,728",
01/1990,PAE ,WA,ANM,WE,Towers with Display (VFR),221,40,"1,436",82,"1,779",0,0,0,0,0,117,96,"2,309",172,"2,694",0,0,0,0,0,"5,480",204,"5,684","10,157","10,157",
Sub-Total for Unknown,,,,,,221,827,"3,219",82,"4,349",0,0,0,0,0,117,"1,624","10,650",243,"12,634",0,0,0,0,0,"13,379",294,"13,673","30,656","30,656",
Sub-Total for WE,,,,,,221,800,"2,789",82,"3,892",0,0,0,0,0,117,"1,280","5,869",207,"7,473",0,0,0,0,0,"9,226",294,"9,520","20,885","20,885",
01/1990,PAH ,KY,ASO,CE,Federal Contract Tower,0,786,524,0,"1,310",0,0,0,0,0,0,70,"1,361",26,"1,457",0,0,0,0,0,404,14,418,"3,185","3,185",
01/1990,PAO ,CA,AWP,WE,Towers with Display (VFR),0,0,327,0,327,0,0,0,0,0,0,0,"6,474",0,"6,474",0,0,0,0,0,"9,807",2,"9,809","16,610","16,610",
01/1990,PBI ,FL,ASO,ES,Towers with Radar,"5,804","2,351","11,571",99,"19,825",31,761,"7,485",177,"8,454",172,121,0,46,339,0,0,0,0,0,"1,787",4,"1,791","21,955","30,409",
01/1990,PDK ,GA,ASO,ES,Towers with Display (VFR),0,75,"6,210",0,"6,285",0,0,0,0,0,0,39,"6,628",36,"6,703",0,0,0,0,0,"6,014",14,"6,028","19,016","19,016",
Sub-Total for ES,,,,,,"5,804","2,426","17,781",99,"26,110",31,761,"7,485",177,"8,454",172,160,"6,628",82,"7,042",0,0,0,0,0,"7,801",18,"7,819","40,971","49,425",
Sub-Total for ASO,,,,,,"5,804","2,426","17,781",99,"26,110",31,761,"7,485",177,"8,454",172,160,"6,628",82,"7,042",0,0,0,0,0,"7,801",18,"7,819","40,971","49,425",
01/1990,PDT ,OR,ANM,WE,Federal Contract Tower,0,471,85,15,571,0,0,0,0,0,0,399,661,101,"1,161",0,0,0,0,0,422,378,800,"2,532","2,532",
01/1990,PDX ,OR,ANM,WE,Combined TRACON & Tower with Radar,"7,925","7,522","3,291",695,"19,433",0,0,0,0,0,424,278,370,182,"1,254",0,0,0,0,0,206,73,279,"20,966","20,966",
Sub-Total for WE,,,,,,"7,925","7,993","3,376",710,"20,004",0,0,0,0,0,424,677,"1,031",283,"2,415",0,0,0,0,0,628,451,"1,079","23,498","23,498",
Sub-Total for ANM,,,,,,"7,925","7,993","3,376",710,"20,004",0,0,0,0,0,424,677,"1,031",283,"2,415",0,0,0,0,0,628,451,"1,079","23,498","23,498",
Sub-Total for OR,,,,,,"7,925","7,993","3,376",710,"20,004",0,0,0,0,0,424,677,"1,031",283,"2,415",0,0,0,0,0,628,451,"1,079","23,498","23,498",
01/1990,PFN ,FL,ASO,ES,Towers with Display (VFR),0,918,"1,725",119,"2,762",0,0,0,0,0,0,262,"2,516",155,"2,933",0,0,0,0,0,"6,753",192,"6,945","12,640","12,640",
01/1990,PHF ,VA,AEA,EN,Towers with Display (VFR),152,"1,813",810,385,"3,160",0,0,0,0,0,31,203,"2,651",768,"3,653",0,0,0,0,0,"3,650","5,512","9,162","15,975","15,975",
Sub-Total for Unknown,,,,,,152,"2,731","2,535",504,"5,922",0,0,0,0,0,31,465,"5,167",923,"6,586",0,0,0,0,0,"10,403","5,704","16,107","28,615","28,615",
01/1990,PHL ,PA,AEA,EN,Towers with Radar,"17,440","10,520","3,886",91,"31,937",0,395,"2,982",471,"3,848",874,55,0,0,929,0,0,0,0,0,0,0,0,"32,866","36,714",
Sub-Total for EN,,,,,,"17,592","12,333","4,696",476,"35,097",0,395,"2,982",471,"3,848",905,258,"2,651",768,"4,582",0,0,0,0,0,"3,650","5,512","9,162","48,841","52,689",
Sub-Total for AEA,,,,,,"17,592","12,333","4,696",476,"35,097",0,395,"2,982",471,"3,848",905,258,"2,651",768,"4,582",0,0,0,0,0,"3,650","5,512","9,162","48,841","52,689",
01/1990,PHX ,AZ,AWP,WE,Combined TRACON & Tower with Radar,"24,361","5,917","9,085",715,"40,078",0,0,0,0,0,712,318,525,127,"1,682",0,0,0,0,0,284,4,288,"42,048","42,048",
01/1990,PIA ,IL,AGL,CE,Towers with Radar,536,"2,114","2,521",571,"5,742",17,"2,044","2,768",26,"4,855",88,7,59,210,364,0,0,0,0,0,"1,226",558,"1,784","7,890","12,745",
01/1990,PIE ,FL,ASO,ES,Towers with Display (VFR),185,20,"1,891",431,"2,527",0,0,0,0,0,75,34,"2,588",181,"2,878",0,0,0,0,0,"6,585","1,334","7,919","13,324","13,324",
01/1990,PIH ,ID,ANM,WE,Towers with Display (VFR),0,935,259,1,"1,195",0,0,0,0,0,0,404,927,24,"1,355",0,0,0,0,0,934,8,942,"3,492","3,492",
Sub-Total for Unknown,,,,,,185,955,"2,150",432,"3,722",0,0,0,0,0,75,438,"3,515",205,"4,233",0,0,0,0,0,"7,519","1,342","8,861","16,816","16,816",
01/1990,PIT ,PA,AEA,CE,Towers with Radar,"20,734","8,227","1,851",454,"31,266",0,142,"3,012",11,"3,165",966,47,0,121,"1,134",0,0,0,0,0,0,0,0,"32,400","35,565",
01/1990,PKB ,WV,AEA,CE,Towers with Display (VFR),0,583,409,90,"1,082",0,0,0,0,0,0,69,"1,239",300,"1,608",0,0,0,0,0,"1,874",904,"2,778","5,468","5,468",
Sub-Total for CE,,,,,,"20,734","8,810","2,260",544,"32,348",0,142,"3,012",11,"3,165",966,116,"1,239",421,"2,742",0,0,0,0,0,"1,874",904,"2,778","37,868","41,033",
Sub-Total for AEA,,,,,,"20,734","8,810","2,260",544,"32,348",0,142,"3,012",11,"3,165",966,116,"1,239",421,"2,742",0,0,0,0,0,"1,874",904,"2,778","37,868","41,033",
01/1990,PMD ,CA,AWP,WE,Towers with Display (VFR),90,174,338,435,"1,037",0,0,0,0,0,25,53,187,14,279,0,0,0,0,0,774,"4,150","4,924","6,240","6,240",
01/1990,PMP ,FL,ASO,ES,Towers with Display (VFR),0,0,708,0,708,0,0,0,0,0,0,302,"4,562",18,"4,882",0,0,0,0,0,"11,763",8,"11,771","17,361","17,361",
01/1990,PNE ,PA,AEA,EN,Towers with Display (VFR),0,216,"1,212",0,"1,428",0,0,0,0,0,0,81,"5,000","1,426","6,507",0,0,0,0,0,"6,484",14,"6,498","14,433","14,433",
Sub-Total for Unknown,,,,,,90,973,"2,667",525,"4,255",0,0,0,0,0,25,505,"10,988","1,758","13,276",0,0,0,0,0,"20,895","5,076","25,971","43,502","43,502",
01/1990,PNS ,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,324",828,"2,709","1,570","6,431",0,0,0,0,0,195,110,303,345,953,0,0,0,0,0,"2,845","2,102","4,947","12,331","12,331",
01/1990,POC ,CA,AWP,WE,Towers with Display (VFR),0,22,"1,027",0,"1,049",0,0,0,0,0,0,122,"7,361",13,"7,496",0,0,0,0,0,"12,968",14,"12,982","21,527","21,527",
01/1990,POU ,NY,AEA,EN,Towers with Display (VFR),0,661,378,0,"1,039",0,0,0,0,0,0,533,"4,771",33,"5,337",0,0,0,0,0,"6,572",96,"6,668","13,044","13,044",
01/1990,PRC ,AZ,AWP,WE,Towers with Display (VFR),0,0,235,1,236,0,0,0,0,0,0,512,"6,693",23,"7,228",0,0,0,0,0,"9,827",2,"9,829","17,293","17,293",
Sub-Total for Unknown,,,,,,0,683,"1,640",1,"2,324",0,0,0,0,0,0,"1,167","18,825",69,"20,061",0,0,0,0,0,"29,367",112,"29,479","51,864","51,864",
01/1990,PSC ,WA,ANM,WE,Towers with Radar,156,"2,429",815,27,"3,427",0,0,42,16,58,30,169,709,8,916,0,0,0,0,0,"1,682",6,"1,688","6,031","6,089",
01/1990,PSP ,CA,AWP,WE,Combined TRACON & Tower with Radar,"1,097","2,507","4,630",47,"8,281",0,0,0,0,0,80,212,474,56,822,0,0,0,0,0,"1,024",56,"1,080","10,183","10,183",
Sub-Total for WE,,,,,,"1,253","4,936","5,680",75,"11,944",0,0,42,16,58,110,893,"7,876",87,"8,966",0,0,0,0,0,"12,533",64,"12,597","33,507","33,565",
01/1990,PTK ,MI,AGL,CE,Towers with Display (VFR),0,85,"3,073",3,"3,161",0,0,0,0,0,4,262,"7,505",23,"7,794",0,0,0,0,0,"15,104",34,"15,138","26,093","26,093",
01/1990,PUB ,CO,ANM,WE,Combined TRACON & Tower with Radar,251,264,913,373,"1,801",0,0,0,0,0,68,106,"1,167",73,"1,414",0,0,0,0,0,"1,800","1,510","3,310","6,525","6,525",
01/1990,PVD ,RI,ANE,EN,Towers with Display (VFR),"2,462","1,508",953,24,"4,947",0,0,0,0,0,192,636,"1,974",39,"2,841",0,0,0,0,0,"5,796",28,"5,824","13,612","13,612",
01/1990,PWA ,OK,ASW,CE,Towers with Display (VFR),0,0,"1,313",0,"1,313",0,0,0,0,0,0,0,"4,250",41,"4,291",0,0,0,0,0,"2,332",25,"2,357","7,961","7,961",
01/1990,PWK ,IL,AGL,CE,Towers with Display (VFR),0,38,"2,338",0,"2,376",0,0,0,0,0,0,61,"8,504",2,"8,567",0,0,0,0,0,"4,124",0,"4,124","15,067","15,067",
Sub-Total for Unknown,,,,,,"2,462","1,546","4,604",24,"8,636",0,0,0,0,0,192,697,"14,728",82,"15,699",0,0,0,0,0,"12,252",53,"12,305","36,640","36,640",
Sub-Total for CE,,,,,,0,38,"3,651",0,"3,689",0,0,0,0,0,0,61,"12,754",43,"12,858",0,0,0,0,0,"6,456",25,"6,481","23,028","23,028",
01/1990,PWM ,ME,ANE,EN,Towers with Radar,"1,348","2,109","2,584",15,"6,056",0,"1,016","1,130",450,"2,596",138,207,281,21,647,0,0,0,0,0,"1,985",38,"2,023","8,726","11,322",
01/1990,RAL ,CA,AWP,WE,Towers with Display (VFR),0,0,896,1,897,0,0,0,0,0,0,127,"5,106",23,"5,256",0,0,0,0,0,"4,893",0,"4,893","11,046","11,046",
01/1990,RAP ,SD,AGL,WE,Towers with Display (VFR),374,779,501,130,"1,784",0,0,0,0,0,44,60,802,82,988,0,0,0,0,0,"1,562",645,"2,207","4,979","4,979",
Sub-Total for WE,,,,,,374,779,"1,397",131,"2,681",0,0,0,0,0,44,187,"5,908",105,"6,244",0,0,0,0,0,"6,455",645,"7,100","16,025","16,025",
01/1990,RBD ,TX,ASW,CE,Towers with Display (VFR),0,0,355,0,355,0,0,0,0,0,0,3,"4,995",58,"5,056",0,0,0,0,0,"6,803",42,"6,845","12,256","12,256",
01/1990,RDD ,CA,AWP,WE,Towers with Display (VFR),0,"1,063",559,24,"1,646",0,0,0,0,0,0,663,"3,108",82,"3,853",0,0,0,0,0,"2,246",126,"2,372","7,871","7,871",
Sub-Total for Unknown,,,,,,374,"1,842","2,311",155,"4,682",0,0,0,0,0,44,853,"14,011",245,"15,153",0,0,0,0,0,"15,504",813,"16,317","36,152","36,152",
01/1990,RDG ,PA,AEA,EN,Towers with Radar,0,"1,157","1,246",43,"2,446",0,633,660,30,"1,323",2,195,"2,599",79,"2,875",0,0,0,0,0,"3,368",233,"3,601","8,922","10,245",
01/1990,RDU ,NC,ASO,EN,Towers with Radar,"10,428","5,042","4,793",389,"20,652",19,435,"1,470",318,"2,242",253,323,"1,802",309,"2,687",5,33,918,46,"1,002",442,124,566,"23,905","27,149",
Sub-Total for EN,,,,,,"10,428","6,199","6,039",432,"23,098",19,"1,068","2,130",348,"3,565",255,518,"4,401",388,"5,562",5,33,918,46,"1,002","3,810",357,"4,167","32,827","37,394",
01/1990,RFD ,IL,AGL,CE,Towers with Radar,29,871,"3,902",97,"4,899",69,"1,959","2,885",77,"4,990",34,36,23,41,134,0,0,0,0,0,"3,800",466,"4,266","9,299","14,289",
Sub-Total for Unknown,,,,,,"10,457","7,070","9,941",529,"27,997",88,"3,027","5,015",425,"8,555",289,554,"4,424",429,"5,696",5,33,918,46,"1,002","7,610",823,"8,433","42,126","51,683",
01/1990,RHV ,CA,AWP,WE,Towers with Display (VFR),0,0,151,0,151,0,0,0,0,0,0,0,"5,276",2,"5,278",0,0,0,0,0,"10,533",0,"10,533","15,962","15,962",
01/1990,RIC ,VA,AEA,EN,Towers with Radar,"2,824","1,789","5,299","1,021","10,933",0,639,"3,196",655,"4,490",269,208,40,209,726,0,0,0,0,0,696,996,"1,692","13,351","17,841",
01/1990,RNO ,NV,AWP,WE,Towers with Radar,"3,614","1,513","3,739",515,"9,381",0,0,404,103,507,318,102,136,87,643,0,0,0,0,0,"1,509",160,"1,669","11,693","12,200",
Sub-Total for Unknown,,,,,,"6,438","3,302","9,038","1,536","20,314",0,639,"3,600",758,"4,997",587,310,176,296,"1,369",0,0,0,0,0,"2,205","1,156","3,361","25,044","30,041",
01/1990,RNT ,WA,ANM,WE,Towers with Display (VFR),3,26,400,0,429,0,0,0,0,0,16,69,"2,113",34,"2,232",0,0,0,0,0,"5,055",0,"5,055","7,716","7,716",
Sub-Total for WE,,,,,,"3,617","1,539","4,139",515,"9,810",0,0,404,103,507,334,171,"2,249",121,"2,875",0,0,0,0,0,"6,564",160,"6,724","19,409","19,916",
01/1990,ROA ,VA,AEA,EN,Towers with Radar,"1,168","1,796","2,711",28,"5,703",71,349,"1,294",109,"1,823",97,135,140,45,417,0,0,0,0,0,"3,618",40,"3,658","9,778","11,601",
01/1990,ROC ,NY,AEA,CE,Towers with Radar,"3,717","1,837","3,188",56,"8,798",502,636,948,45,"2,131",313,163,327,48,851,0,0,0,0,0,"3,622",84,"3,706","13,355","15,486",
Sub-Total for Unknown,,,,,,"4,885","3,633","5,899",84,"14,501",573,985,"2,242",154,"3,954",410,298,467,93,"1,268",0,0,0,0,0,"7,240",124,"7,364","23,133","27,087",
Sub-Total for AEA,,,,,,"4,885","3,633","5,899",84,"14,501",573,985,"2,242",154,"3,954",410,298,467,93,"1,268",0,0,0,0,0,"7,240",124,"7,364","23,133","27,087",
01/1990,ROW ,NM,ASW,WE,Tower without Radar,0,561,429,915,"1,905",0,2,41,77,120,2,320,"1,248",263,"1,833",0,0,0,0,0,772,"4,126","4,898","8,636","8,756",
01/1990,RST ,MN,AGL,CE,Towers with Radar,447,213,"1,131",85,"1,876",0,46,458,0,504,36,39,762,16,853,0,0,0,0,0,"1,620",369,"1,989","4,718","5,222",
01/1990,RSW ,FL,ASO,ES,Towers with Radar,"3,848",889,548,121,"5,406",36,942,"5,320",155,"6,453",180,0,0,63,243,0,0,0,0,0,128,172,300,"5,949","12,402",
Sub-Total for Unknown,,,,,,"4,295","1,102","1,679",206,"7,282",36,988,"5,778",155,"6,957",216,39,762,79,"1,096",0,0,0,0,0,"1,748",541,"2,289","10,667","17,624",
01/1990,RVS ,OK,ASW,CE,Towers with Display (VFR),0,0,827,0,827,0,0,0,0,0,0,1,"12,143",2,"12,146",0,0,0,0,0,"11,292",0,"11,292","24,265","24,265",
01/1990,SAC ,CA,AWP,WE,Towers with Display (VFR),0,94,"2,765",16,"2,875",0,0,0,0,0,0,327,"5,562",0,"5,889",0,0,0,0,0,"2,778",20,"2,798","11,562","11,562",
01/1990,SAF ,NM,ASW,WE,Towers with Display (VFR),0,138,404,23,565,0,0,0,0,0,2,405,"2,209",133,"2,749",0,0,0,0,0,"3,204",228,"3,432","6,746","6,746",
Sub-Total for Unknown,,,,,,0,232,"3,996",39,"4,267",0,0,0,0,0,2,733,"19,914",135,"20,784",0,0,0,0,0,"17,274",248,"17,522","42,573","42,573",
01/1990,SAN ,CA,AWP,WE,Combined TRACON & Tower with Radar,"10,338","3,878","1,659",348,"16,223",0,0,0,0,0,249,180,192,65,686,0,0,0,0,0,0,0,0,"16,909","16,909",
Sub-Total for WE,,,,,,"10,338","4,110","4,828",387,"19,663",0,0,0,0,0,251,912,"7,963",198,"9,324",0,0,0,0,0,"5,982",248,"6,230","35,217","35,217",
01/1990,SAT ,TX,ASW,CE,Towers with Radar,"5,954","1,542","7,082",296,"14,874",0,49,"2,163",564,"2,776",715,211,417,0,"1,343",0,0,0,0,0,702,344,"1,046","17,263","20,039",
01/1990,SAV ,GA,ASO,ES,Towers with Radar,"1,509",337,"3,391",435,"5,672",0,214,"2,993",731,"3,938",131,2,49,0,182,0,0,0,0,0,"2,051",453,"2,504","8,358","12,296",
01/1990,SBA ,CA,AWP,WE,Towers with Radar,659,"3,570","6,044",44,"10,317",0,449,"1,192",98,"1,739",60,433,439,46,978,0,0,0,0,0,"3,258",5,"3,263","14,558","16,297",
01/1990,SBN ,IN,AGL,CE,Towers with Radar,484,"2,889","2,325",13,"5,711",27,"2,458","2,513",16,"5,014",105,77,0,28,210,0,0,0,0,0,"1,809",20,"1,829","7,750","12,764",
Sub-Total for Unknown,,,,,,"8,606","8,338","18,842",788,"36,574",27,"3,170","8,861","1,409","13,467","1,011",723,905,74,"2,713",0,0,0,0,0,"7,820",822,"8,642","47,929","61,396",
01/1990,SBP ,CA,AWP,WE,Towers with Display (VFR),0,"1,216",298,0,"1,514",0,0,0,0,0,0,570,"3,902",51,"4,523",0,0,0,0,0,"2,921",44,"2,965","9,002","9,002",
01/1990,SCK ,CA,AWP,WE,Towers with Radar,118,524,"2,421",289,"3,352",304,"4,523","2,731",947,"8,505",12,1,128,50,191,0,0,0,0,0,"4,107",642,"4,749","8,292","16,797",
Sub-Total for WE,,,,,,118,"1,740","2,719",289,"4,866",304,"4,523","2,731",947,"8,505",12,571,"4,030",101,"4,714",0,0,0,0,0,"7,028",686,"7,714","17,294","25,799",
Sub-Total for AWP,,,,,,118,"1,740","2,719",289,"4,866",304,"4,523","2,731",947,"8,505",12,571,"4,030",101,"4,714",0,0,0,0,0,"7,028",686,"7,714","17,294","25,799",
Sub-Total for CA,,,,,,118,"1,740","2,719",289,"4,866",304,"4,523","2,731",947,"8,505",12,571,"4,030",101,"4,714",0,0,0,0,0,"7,028",686,"7,714","17,294","25,799",
01/1990,SDF ,KY,ASO,CE,Towers with Radar,"6,374","2,155","3,083",396,"12,008",135,431,"3,691",148,"4,405",347,78,0,31,456,0,0,0,0,0,258,39,297,"12,761","17,166",
Sub-Total for Unknown,,,,,,"6,492","2,679","5,504",685,"15,360",439,"4,954","6,422","1,095","12,910",359,79,128,81,647,0,0,0,0,0,"4,365",681,"5,046","21,053","33,963",
01/1990,SDL ,AZ,AWP,WE,Towers with Display (VFR),0,0,"1,394",20,"1,414",0,0,0,0,0,0,387,"8,578",28,"8,993",0,0,0,0,0,"9,147",46,"9,193","19,600","19,600",
01/1990,SDM ,CA,AWP,WE,Towers with Display (VFR),0,0,639,0,639,0,0,0,0,0,0,4,"3,772",334,"4,110",0,0,0,0,0,"8,595","2,086","10,681","15,430","15,430",
Sub-Total for Unknown,,,,,,0,0,"2,033",20,"2,053",0,0,0,0,0,0,391,"12,350",362,"13,103",0,0,0,0,0,"17,742","2,132","19,874","35,030","35,030",
Sub-Total for AWP,,,,,,0,0,"2,033",20,"2,053",0,0,0,0,0,0,391,"12,350",362,"13,103",0,0,0,0,0,"17,742","2,132","19,874","35,030","35,030",
01/1990,SEA ,WA,ANM,WE,Combined TRACON & Tower with Radar,"14,995","11,871",486,0,"27,352",0,0,0,0,0,298,284,96,13,691,0,0,0,0,0,30,0,30,"28,073","28,073",
01/1990,SEE ,CA,AWP,WE,Towers with Display (VFR),0,0,539,0,539,0,0,0,0,0,0,0,"6,598",18,"6,616",0,0,0,0,0,"6,645",11,"6,656","13,811","13,811",
01/1990,SFF ,WA,ANM,WE,Towers with Display (VFR),0,126,449,0,575,0,0,0,0,0,0,259,"1,253",2,"1,514",0,0,0,0,0,"2,013",0,"2,013","4,102","4,102",
