
From 01/1989 To 01/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,, ,
Date,Facility,State,Region,"DDSO
Service
Area",Class,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Total
Operations",
01/1990,CPR ,WY,ANM,WE,Towers with Radar,205,687,602,21,"1,515",0,0,1,145,146,0,0,0,0,0,0,0,0,0,0,"1,661",
01/1990,CRP ,TX,ASW,CE,Towers with Radar,"2,642","1,787","5,402","6,099","15,930",0,104,927,342,"1,373",0,0,0,0,0,0,0,0,0,0,"17,303",
01/1990,CRW ,WV,AEA,CE,Towers with Radar,"1,099","1,432","3,217",381,"6,129",66,298,"1,509",55,"1,928",0,0,0,0,0,0,0,0,0,0,"8,057",
Sub-Total for CE,,,,,,"3,741","3,219","8,619","6,480","22,059",66,402,"2,436",397,"3,301",0,0,0,0,0,0,0,0,0,0,"25,360",
01/1990,CSG ,GA,ASO,ES,Towers with Radar,167,"1,118","3,787",900,"5,972",0,"1,408","2,513",529,"4,450",0,0,0,0,0,0,0,0,0,0,"10,422",
Sub-Total for Unknown,,,,,,"4,113","5,024","13,008","7,401","29,546",66,"1,810","4,950","1,071","7,897",0,0,0,0,0,0,0,0,0,0,"37,443",
01/1990,CSM ,OK,ASW,CE,Tower without Radar,0,0,257,580,837,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,839,
01/1990,CVG ,KY,ASO,CE,Towers with Radar,"10,906","10,636","5,768",230,"27,540",600,644,"2,846",116,"4,206",1,3,53,1,58,1,2,106,1,110,"31,914",
Sub-Total for CE,,,,,,"10,906","10,636","6,025",810,"28,377",600,644,"2,848",116,"4,208",1,3,53,1,58,1,2,106,1,110,"32,753",
01/1990,CXY ,PA,AEA,EN,Towers with Radar,"1,405","4,090","5,583",701,"11,779",0,"1,328","2,972",182,"4,482",0,0,0,0,0,0,0,0,0,0,"16,261",
Sub-Total for Unknown,,,,,,"12,311","14,726","11,351",931,"39,319",600,"1,972","5,818",298,"8,688",1,3,53,1,58,1,2,106,1,110,"48,175",
01/1990,CYS ,WY,ANM,WE,Tower without Radar,35,546,449,279,"1,309",0,60,30,0,90,0,0,0,0,0,0,0,0,0,0,"1,399",
01/1990,D10 ,TX,ASW,CE,"TRACON, RAPCON, or CERAP","51,210","15,430","14,083","2,901","83,624",5,13,137,20,175,1,571,"3,473",133,"4,178",0,7,167,6,180,"88,157",
01/1990,D21 ,MI,AGL,CE,"TRACON, RAPCON, or CERAP","25,386","7,210","10,998",89,"43,683",67,218,379,254,918,0,8,"1,050",2,"1,060",0,17,289,6,312,"45,973",
Sub-Total for CE,,,,,,"76,596","22,640","25,081","2,990","127,307",72,231,516,274,"1,093",1,579,"4,523",135,"5,238",0,24,456,12,492,"134,130",
01/1990,D84 ,CO,ANM,WE,"TRACON, RAPCON, or CERAP","25,813","10,326","5,912",965,"43,016",13,139,233,38,423,0,962,875,29,"1,866",0,1,"1,921",86,"2,008","47,313",
Sub-Total for Unknown,,,,,,"102,409","32,966","30,993","3,955","170,323",85,370,749,312,"1,516",1,"1,541","5,398",164,"7,104",0,25,"2,377",98,"2,500","181,443",
01/1990,DAB ,FL,ASO,ES,Towers with Radar,"1,202",465,"17,383",68,"19,118",11,600,"5,998",371,"6,980",0,0,0,0,0,0,0,0,0,0,"26,098",
01/1990,DAY ,OH,AGL,CE,Towers with Radar,"10,897","5,802","4,107","1,889","22,695",58,"1,462","3,097",111,"4,728",0,19,891,2,912,0,23,"1,517",16,"1,556","29,891",
01/1990,DCA ,DC,AEA,EN,Towers with Radar,"16,745","4,656","5,352","4,475","31,228","11,246","1,127","4,259","1,602","18,234",0,0,0,0,0,0,0,0,0,0,"49,462",
01/1990,DLH ,MN,AGL,CE,Towers with Radar,288,792,"1,136",526,"2,742",0,77,55,0,132,0,0,0,0,0,0,0,0,0,0,"2,874",
01/1990,DSM ,IA,ACE,CE,Towers with Radar,"2,360","1,712","6,256",433,"10,761",0,75,"1,193",10,"1,278",0,0,0,0,0,0,0,0,0,0,"12,039",
Sub-Total for Unknown,,,,,,"31,492","13,427","34,234","7,391","86,544","11,315","3,341","14,602","2,094","31,352",0,19,891,2,912,0,23,"1,517",16,"1,556","120,364",
Sub-Total for CE,,,,,,"2,648","2,504","7,392",959,"13,503",0,152,"1,248",10,"1,410",0,0,0,0,0,0,0,0,0,0,"14,913",
01/1990,EDW ,CA,AWP,WE,"TRACON, RAPCON, or CERAP",291,252,"1,095","5,562","7,200","1,455",293,"1,180","16,786","19,714",0,0,0,0,0,0,0,0,0,0,"26,914",
01/1990,ELM ,NY,AEA,EN,Towers with Radar,475,"2,652","1,761",8,"4,896",41,127,840,11,"1,019",0,0,0,0,0,0,0,0,0,0,"5,915",
01/1990,ELP ,TX,ASW,WE,Towers with Radar,"4,842",290,"7,844","1,552","14,528",14,32,817,210,"1,073",0,0,0,0,0,0,0,0,0,0,"15,601",
01/1990,ERI ,PA,AEA,CE,Towers with Radar,479,"1,809","2,488",34,"4,810",112,998,"1,699",28,"2,837",0,0,0,0,0,0,0,0,0,0,"7,647",
01/1990,EUG ,OR,ANM,WE,Towers with Radar,777,"1,740","2,186",104,"4,807",0,166,411,63,640,0,0,0,0,0,0,0,0,0,0,"5,447",
01/1990,EVV ,IN,AGL,CE,Towers with Radar,435,"2,484","3,934",150,"7,003",0,72,"1,674",74,"1,820",0,0,0,0,0,0,0,0,0,0,"8,823",
01/1990,FAI ,AK,AAL,WE,Towers with Radar,"1,004",495,455,"1,475","3,429",1,2,3,25,31,0,0,0,0,0,0,0,0,0,0,"3,460",
01/1990,FAR ,ND,AGL,CE,Towers with Radar,537,807,"3,188",380,"4,912",0,30,273,0,303,0,0,0,0,0,0,0,0,0,0,"5,215",
01/1990,FAT ,CA,AWP,WE,Towers with Radar,"1,201","6,021","7,280",707,"15,209",0,571,"3,374",243,"4,188",0,0,0,0,0,0,0,0,0,0,"19,397",
01/1990,FAY ,NC,ASO,EN,Towers with Radar,518,929,"3,122","3,556","8,125",121,"1,853","3,714",854,"6,542",0,0,0,0,0,0,0,0,0,0,"14,667",
01/1990,FLO ,SC,ASO,ES,Towers with Radar,0,821,"1,537",82,"2,440",30,364,"1,041",552,"1,987",0,0,0,0,0,0,0,0,0,0,"4,427",
Sub-Total for ASO,,,,,,518,"1,750","4,659","3,638","10,565",151,"2,217","4,755","1,406","8,529",0,0,0,0,0,0,0,0,0,0,"19,094",
01/1990,FNT ,MI,AGL,CE,Towers with Radar,212,"1,655","3,172",57,"5,096",141,231,"1,502",17,"1,891",0,0,0,0,0,0,0,0,0,0,"6,987",
01/1990,FSD ,SD,AGL,CE,Towers with Radar,954,340,"1,544",351,"3,189",0,0,185,0,185,0,0,0,0,0,0,0,0,0,0,"3,374",
Sub-Total for AGL,,,,,,"1,166","1,995","4,716",408,"8,285",141,231,"1,687",17,"2,076",0,0,0,0,0,0,0,0,0,0,"10,361",
01/1990,FSM ,AR,ASW,CE,Towers with Radar,0,"1,269","2,330",803,"4,402",0,166,580,528,"1,274",0,0,0,0,0,0,0,0,0,0,"5,676",
01/1990,FWA ,IN,AGL,CE,Towers with Radar,"2,458","1,549","4,273",389,"8,669",98,748,"2,840",60,"3,746",0,0,0,0,0,0,0,0,0,0,"12,415",
Sub-Total for Unknown,,,,,,"13,892","22,861","45,114","9,648","91,515",558,"5,360","18,953","2,665","27,536",0,0,0,0,0,0,0,0,0,0,"119,051",
01/1990,FYV ,AR,ASW,CE,Tower without Radar,0,"1,599","1,848",0,"3,447",0,0,125,0,125,0,0,0,0,0,0,0,0,0,0,"3,572",
Sub-Total for CE,,,,,,"3,624","6,412","13,167","1,600","24,803",239,"1,145","5,232",605,"7,221",0,0,0,0,0,0,0,0,0,0,"32,024",
01/1990,G90 ,RI,ANE,EN,"TRACON, RAPCON, or CERAP","2,509","3,489","4,812",426,"11,236",278,"3,737","3,782",238,"8,035",0,81,105,0,186,0,54,240,8,302,"19,759",
01/1990,GEG ,WA,ANM,WE,Towers with Radar,"2,476","4,436","2,221","1,848","10,981",0,109,385,169,663,0,0,0,0,0,0,0,0,0,0,"11,644",
01/1990,GGG ,TX,ASW,CE,Towers with Radar,0,917,"3,054",143,"4,114",0,198,867,40,"1,105",0,0,0,0,0,0,0,0,0,0,"5,219",
Sub-Total for Unknown,,,,,,"2,476","5,353","5,275","1,991","15,095",0,307,"1,252",209,"1,768",0,0,0,0,0,0,0,0,0,0,"16,863",
01/1990,GJT ,CO,ANM,WE,Tower without Radar,691,270,517,0,"1,478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,478",
01/1990,GPT ,MS,ASO,CE,Towers with Radar,168,383,"1,593","1,914","4,058",117,289,"2,167",714,"3,287",0,0,0,0,0,0,0,0,0,0,"7,345",
01/1990,GRB ,WI,AGL,CE,Towers with Radar,"1,667","3,115","3,712",150,"8,644",0,197,673,0,870,0,0,0,0,0,0,0,0,0,0,"9,514",
01/1990,GRR ,MI,AGL,CE,Towers with Radar,"1,977","2,064","4,407",281,"8,729",0,567,"1,440",103,"2,110",0,0,0,0,0,0,0,0,0,0,"10,839",
Sub-Total for CE,,,,,,"3,812","5,562","9,712","2,345","21,431",117,"1,053","4,280",817,"6,267",0,0,0,0,0,0,0,0,0,0,"27,698",
Sub-Total for AGL,,,,,,"3,644","5,179","8,119",431,"17,373",0,764,"2,113",103,"2,980",0,0,0,0,0,0,0,0,0,0,"20,353",
01/1990,GSO ,NC,ASO,ES,Towers with Radar,"3,742","1,585","8,229",65,"13,621",18,"1,355","3,494",133,"5,000",0,0,0,0,0,0,0,0,0,0,"18,621",
01/1990,GSP ,SC,ASO,ES,Towers with Radar,"1,768",671,"4,765",161,"7,365",34,885,"3,656",109,"4,684",0,0,0,0,0,0,0,0,0,0,"12,049",
Sub-Total for ES,,,,,,"5,510","2,256","12,994",226,"20,986",52,"2,240","7,150",242,"9,684",0,0,0,0,0,0,0,0,0,0,"30,670",
Sub-Total for ASO,,,,,,"5,510","2,256","12,994",226,"20,986",52,"2,240","7,150",242,"9,684",0,0,0,0,0,0,0,0,0,0,"30,670",
01/1990,GTF ,MT,ANM,WE,Towers with Radar,709,"1,063","1,103",945,"3,820",0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,"3,839",
Sub-Total for Unknown,,,,,,"10,031","8,881","23,809","3,516","46,237",169,"3,293","11,449","1,059","15,970",0,0,0,0,0,0,0,0,0,0,"62,207",
01/1990,HLN ,MT,ANM,WE,Combination Non-Radar Approach Control & Tower w/o Radar,192,"1,340",248,68,"1,848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,848",
Sub-Total for ANM,,,,,,901,"2,403","1,351","1,013","5,668",0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,"5,687",
Sub-Total for MT,,,,,,901,"2,403","1,351","1,013","5,668",0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,"5,687",
01/1990,HNL ,HI,AWP,WE,Towers with Radar,"16,763","4,200","5,407","3,733","30,103",204,137,133,218,692,0,0,0,0,0,0,0,0,0,0,"30,795",
Sub-Total for WE,,,,,,"17,664","6,603","6,758","4,746","35,771",204,137,152,218,711,0,0,0,0,0,0,0,0,0,0,"36,482",
01/1990,HSV ,AL,ASO,CE,Towers with Radar,"1,802",976,"3,138",531,"6,447",0,337,"2,557",106,"3,000",0,0,0,0,0,0,0,0,0,0,"9,447",
01/1990,HTS ,WV,AEA,CE,Towers with Radar,357,655,"2,842",62,"3,916",103,565,"1,155",67,"1,890",0,0,0,0,0,0,0,0,0,0,"5,806",
01/1990,HUF ,IN,AGL,CE,Towers with Radar,8,506,"1,863",425,"2,802",29,743,"1,701",21,"2,494",0,0,0,0,0,0,0,0,0,0,"5,296",
Sub-Total for Unknown,,,,,,"18,930","6,337","13,250","4,751","43,268",336,"1,782","5,546",412,"8,076",0,0,0,0,0,0,0,0,0,0,"51,344",
01/1990,HUT ,KS,ACE,CE,Tower without Radar,0,98,890,58,"1,046",0,7,106,0,113,0,0,0,0,0,0,0,0,0,0,"1,159",
Sub-Total for CE,,,,,,"2,167","2,235","8,733","1,076","14,211",132,"1,652","5,519",194,"7,497",0,0,0,0,0,0,0,0,0,0,"21,708",
01/1990,IAD ,VA,AEA,EN,Towers with Radar,"10,291","3,233","6,301",596,"20,421","9,753","1,039","4,031","1,152","15,975",0,0,0,0,0,0,0,0,0,0,"36,396",
01/1990,IAH ,TX,ASW,CE,Towers with Radar,"27,578","6,082","13,075",948,"47,683",15,85,865,109,"1,074",5,298,"4,216",85,"4,604",6,70,"2,091",180,"2,347","55,708",
01/1990,ICT ,KS,ACE,CE,Towers with Radar,"2,653","1,088","10,167","2,834","16,742",0,0,824,54,878,0,0,0,0,0,0,0,0,0,0,"17,620",
Sub-Total for CE,,,,,,"30,231","7,170","23,242","3,782","64,425",15,85,"1,689",163,"1,952",5,298,"4,216",85,"4,604",6,70,"2,091",180,"2,347","73,328",
01/1990,ILM ,NC,ASO,EN,Towers with Radar,583,"1,354","3,711",584,"6,232",0,328,898,783,"2,009",0,0,0,0,0,0,0,0,0,0,"8,241",
01/1990,IND ,IN,AGL,CE,Towers with Radar,"9,265","4,380","4,775",224,"18,644",18,454,"2,076",285,"2,833",0,19,921,21,961,0,0,"1,822",81,"1,903","24,341",
01/1990,ITO ,HI,AWP,WE,Towers with Radar,"1,554",166,93,427,"2,240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,240",
01/1990,JAN ,MS,ASO,CE,Towers with Radar,"1,661",325,"3,430",799,"6,215",0,0,"2,233",154,"2,387",0,0,0,0,0,0,0,0,0,0,"8,602",
01/1990,JAX ,FL,ASO,ES,Towers with Radar,"4,641","1,952","6,720","12,017","25,330",65,208,"5,315",319,"5,907",0,0,0,0,0,0,0,0,0,0,"31,237",
Sub-Total for Unknown,,,,,,"58,226","18,580","48,272","18,429","143,507","9,851","2,114","16,242","2,856","31,063",5,317,"5,137",106,"5,565",6,70,"3,913",261,"4,250","184,385",
Sub-Total for ASO,,,,,,"6,302","2,277","10,150","12,816","31,545",65,208,"7,548",473,"8,294",0,0,0,0,0,0,0,0,0,0,"39,839",
01/1990,K90 ,MA,ANE,EN,"TRACON, RAPCON, or CERAP",0,"3,317","1,596","1,017","5,930",0,0,0,124,124,0,0,0,0,0,0,0,0,0,0,"6,054",
01/1990,KWA ,WK,AWP,WE,Towers with Radar,78,0,16,187,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,
01/1990,L56 ,CA,AWP,WE,"TRACON, RAPCON, or CERAP","36,274","13,424","4,937",259,"54,894",709,"1,075","2,646",240,"4,670",1,7,76,4,88,43,14,"1,065",49,"1,171","60,823",
Sub-Total for WE,,,,,,"36,352","13,424","4,953",446,"55,175",709,"1,075","2,646",240,"4,670",1,7,76,4,88,43,14,"1,065",49,"1,171","61,104",
Sub-Total for AWP,,,,,,"36,352","13,424","4,953",446,"55,175",709,"1,075","2,646",240,"4,670",1,7,76,4,88,43,14,"1,065",49,"1,171","61,104",
01/1990,LAF ,IN,AGL,CE,Tower without Radar,47,728,714,25,"1,514",0,0,134,0,134,0,0,0,0,0,0,0,0,0,0,"1,648",
01/1990,LAN ,MI,AGL,CE,Towers with Radar,546,"2,102","4,274",193,"7,115",182,846,"2,914",197,"4,139",0,0,0,0,0,0,0,0,0,0,"11,254",
Sub-Total for CE,,,,,,593,"2,830","4,988",218,"8,629",182,846,"3,048",197,"4,273",0,0,0,0,0,0,0,0,0,0,"12,902",
Sub-Total for AGL,,,,,,593,"2,830","4,988",218,"8,629",182,846,"3,048",197,"4,273",0,0,0,0,0,0,0,0,0,0,"12,902",
01/1990,LAS ,NV,AWP,WE,Towers with Radar,"15,995","4,377","7,730",322,"28,424",86,714,"1,884",793,"3,477",0,0,0,0,0,0,0,0,0,0,"31,901",
01/1990,LBB ,TX,ASW,CE,Towers with Radar,"1,811",669,"3,563","14,386","20,429",0,104,654,54,812,0,0,0,0,0,0,0,0,0,0,"21,241",
01/1990,LCH ,LA,ASW,CE,Towers with Radar,0,"1,405","1,699",120,"3,224",0,455,"1,557",128,"2,140",0,0,0,0,0,0,0,0,0,0,"5,364",
Sub-Total for ASW,,,,,,"1,811","2,074","5,262","14,506","23,653",0,559,"2,211",182,"2,952",0,0,0,0,0,0,0,0,0,0,"26,605",
01/1990,LEX ,KY,ASO,CE,Towers with Radar,"1,519","1,603","4,298",282,"7,702",0,389,"1,544",242,"2,175",0,0,0,0,0,0,0,0,0,0,"9,877",
01/1990,LFT ,LA,ASW,CE,Towers with Radar,185,"3,578","3,750",438,"7,951",74,220,"1,618",144,"2,056",0,0,0,0,0,0,0,0,0,0,"10,007",
01/1990,LIT ,AR,ASW,CE,Towers with Radar,"2,815",678,"7,481","2,698","13,672",0,63,"2,188",318,"2,569",0,0,0,0,0,0,0,0,0,0,"16,241",
Sub-Total for Unknown,,,,,,"22,871","14,412","32,795","18,439","88,517",342,"2,791","12,359","1,876","17,368",0,0,0,0,0,0,0,0,0,0,"105,885",
Sub-Total for ASW,,,,,,"3,000","4,256","11,231","3,136","21,623",74,283,"3,806",462,"4,625",0,0,0,0,0,0,0,0,0,0,"26,248",
01/1990,LNK ,NE,ACE,CE,Combined TRACON & Tower with Radar,863,810,"3,128","1,213","6,014",215,380,"1,050",164,"1,809",0,0,0,0,0,0,0,0,0,0,"7,823",
01/1990,M98 ,MN,AGL,CE,"TRACON, RAPCON, or CERAP","18,854","6,945","13,300",392,"39,491",0,16,"3,817",16,"3,849",0,6,445,5,456,0,0,0,0,0,"43,796",
01/1990,MAF ,TX,ASW,CE,Towers with Radar,"1,480",378,"3,979","1,469","7,306",0,0,401,63,464,0,0,0,0,0,0,0,0,0,0,"7,770",
01/1990,MBS ,MI,AGL,CE,Towers with Radar,643,568,"2,099",58,"3,368",0,272,"1,918",201,"2,391",0,0,0,0,0,0,0,0,0,0,"5,759",
Sub-Total for Unknown,,,,,,"2,123",946,"6,078","1,527","10,674",0,272,"2,319",264,"2,855",0,0,0,0,0,0,0,0,0,0,"13,529",
Sub-Total for CE,,,,,,"28,170","16,634","43,297","21,056","109,157",289,"1,899","14,747","1,330","18,265",0,6,445,5,456,0,0,0,0,0,"127,878",
01/1990,MCC ,CA,AWP,WE,"TRACON, RAPCON, or CERAP","4,278","4,263","8,459","10,050","27,050",116,"1,310","9,431","1,874","12,731",0,0,0,0,0,0,0,0,0,0,"39,781",
01/1990,MCI ,MO,ACE,CE,Towers with Radar,"9,029","3,114","7,198",748,"20,089",0,215,"1,915",204,"2,334",0,0,0,0,0,0,0,0,0,0,"22,423",
01/1990,MCN ,GA,ASO,ES,Towers with Radar,223,810,"4,182","3,031","8,246",0,"1,536","4,029",300,"5,865",0,0,0,0,0,0,0,0,0,0,"14,111",
01/1990,MCO ,FL,ASO,ES,Towers with Radar,"15,011","6,022","8,891",517,"30,441",745,"1,053","11,098","1,425","14,321",0,0,0,0,0,0,0,0,0,0,"44,762",
Sub-Total for ES,,,,,,"15,234","6,832","13,073","3,548","38,687",745,"2,589","15,127","1,725","20,186",0,0,0,0,0,0,0,0,0,0,"58,873",
01/1990,MEM ,TN,ASO,CE,Towers with Radar,"15,240","5,627","6,235","1,704","28,806",0,148,"2,628",268,"3,044",0,0,0,0,0,0,0,0,0,0,"31,850",
Sub-Total for ASO,,,,,,"30,474","12,459","19,308","5,252","67,493",745,"2,737","17,755","1,993","23,230",0,0,0,0,0,0,0,0,0,0,"90,723",
01/1990,MFD ,OH,AGL,CE,Towers with Radar,0,36,"1,400",456,"1,892",0,428,"1,781",7,"2,216",0,0,0,0,0,0,0,0,0,0,"4,108",
Sub-Total for Unknown,,,,,,"39,503","15,609","27,906","6,456","89,474",745,"3,380","21,451","2,204","27,780",0,0,0,0,0,0,0,0,0,0,"117,254",
Sub-Total for CE,,,,,,"15,240","5,663","7,635","2,160","30,698",0,576,"4,409",275,"5,260",0,0,0,0,0,0,0,0,0,0,"35,958",
01/1990,MFR ,OR,ANM,WE,Tower without Radar,315,"1,306",825,0,"2,446",0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,"2,450",
01/1990,MGM ,AL,ASO,ES,Towers with Radar,332,"1,030","2,707","2,389","6,458",0,263,"2,463",352,"3,078",0,0,0,0,0,0,0,0,0,0,"9,536",
01/1990,MHT ,NH,ANE,EN,Towers with Radar,824,"2,113","2,545",0,"5,482",0,"1,644",682,190,"2,516",0,0,0,0,0,0,0,0,0,0,"7,998",
01/1990,MIA ,FL,ASO,ES,Towers with Radar,"34,174","12,470","16,866","2,986","66,496",32,365,"4,353",370,"5,120",0,0,0,0,0,0,0,0,0,0,"71,616",
01/1990,MKE ,WI,AGL,CE,Towers with Radar,"6,485","4,466","6,362",374,"17,687",818,"1,371","2,597",52,"4,838",0,0,0,0,0,0,0,0,0,0,"22,525",
01/1990,MKG ,MI,AGL,CE,Towers with Radar,0,900,"4,043",280,"5,223",76,304,739,0,"1,119",0,0,0,0,0,0,0,0,0,0,"6,342",
01/1990,MLI ,IL,AGL,CE,Towers with Radar,869,"2,119","3,300",168,"6,456",15,295,"1,712",42,"2,064",0,0,0,0,0,0,0,0,0,0,"8,520",
Sub-Total for AGL,,,,,,"7,354","7,485","13,705",822,"29,366",909,"1,970","5,048",94,"8,021",0,0,0,0,0,0,0,0,0,0,"37,387",
01/1990,MLU ,LA,ASW,CE,Towers with Radar,433,819,"3,627",136,"5,015",0,19,648,79,746,0,0,0,0,0,0,0,0,0,0,"5,761",
01/1990,MOB ,AL,ASO,CE,Towers with Radar,"1,455",579,"4,211","1,902","8,147",3,225,"1,515","1,154","2,897",0,0,0,0,0,0,0,0,0,0,"11,044",
Sub-Total for CE,,,,,,"9,242","8,883","21,543","2,860","42,528",912,"2,214","7,211","1,327","11,664",0,0,0,0,0,0,0,0,0,0,"54,192",
01/1990,MRY ,CA,AWP,WE,Towers with Radar,620,"2,027","6,565",588,"9,800",0,46,"1,019",94,"1,159",0,0,0,0,0,0,0,0,0,0,"10,959",
01/1990,MSN ,WI,AGL,CE,Towers with Radar,"1,704",934,"4,989",708,"8,335",0,439,"1,577",38,"2,054",0,0,0,0,0,0,0,0,0,0,"10,389",
Sub-Total for Unknown,,,,,,"46,896","27,457","55,215","9,531","139,099",944,"4,971","17,305","2,371","25,591",0,0,0,0,0,0,0,0,0,0,"164,690",
01/1990,MSO ,MT,ANM,WE,Tower without Radar,431,"1,081",215,0,"1,727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,727",
01/1990,MSY ,LA,ASW,CE,Towers with Radar,"8,675","2,527","6,750","2,257","20,209",12,168,887,149,"1,216",0,258,"1,890",84,"2,232",0,70,487,37,594,"24,251",
01/1990,MWH ,WA,ANM,WE,Towers with Radar,713,431,446,375,"1,965",0,261,85,19,365,0,0,0,0,0,0,0,0,0,0,"2,330",
Sub-Total for Unknown,,,,,,"9,388","2,958","7,196","2,632","22,174",12,429,972,168,"1,581",0,258,"1,890",84,"2,232",0,70,487,37,594,"26,581",
01/1990,N90 ,NY,AEA,EN,Combined TRACON,"66,046","28,828","31,099",792,"126,765",0,"2,468","7,006",79,"9,553",0,324,"1,262",39,"1,625",0,306,869,7,"1,182","139,125",
01/1990,NKX ,CA,AWP,WE,"TRACON, RAPCON, or CERAP","10,828","5,927","8,483","11,073","36,311",0,246,"3,433",523,"4,202",0,0,0,0,0,0,0,0,0,0,"40,513",
01/1990,NMM ,MS,ASO,CE,"TRACON, RAPCON, or CERAP",0,686,489,"5,779","6,954",0,166,865,123,"1,154",0,0,0,0,0,0,0,0,0,0,"8,108",
01/1990,NZJ ,CA,AWP,WE,"TRACON, RAPCON, or CERAP","6,961","2,741","9,288","2,540","21,530","11,586","5,103","12,576","1,633","30,898",0,0,0,0,0,0,0,0,0,0,"52,428",
01/1990,O40 ,CA,AWP,WE,"TRACON, RAPCON, or CERAP","7,474","2,685","9,548","5,912","25,619","2,070","3,414","12,529",178,"18,191",0,0,0,0,0,0,0,0,0,0,"43,810",
01/1990,O90 ,CA,AWP,WE,"TRACON, RAPCON, or CERAP","39,398","13,160","10,782","2,418","65,758",178,49,"1,156",212,"1,595",271,"1,508","13,933",338,"16,050",40,41,814,83,978,"84,381",
Sub-Total for Unknown,,,,,,"64,661","25,199","38,590","27,722","156,172","13,834","8,978","30,559","2,669","56,040",271,"1,508","13,933",338,"16,050",40,41,814,83,978,"229,240",
Sub-Total for CA,,,,,,"53,833","18,586","29,618","10,870","112,907","13,834","8,566","26,261","2,023","50,684",271,"1,508","13,933",338,"16,050",40,41,814,83,978,"180,619",
01/1990,OGG ,HI,AWP,WE,Combined TRACON & Tower with Radar,"4,534","5,505","1,468",478,"11,985",0,152,0,0,152,0,0,0,0,0,0,0,0,0,0,"12,137",
Sub-Total for WE,,,,,,"58,367","24,091","31,086","11,348","124,892","13,834","8,718","26,261","2,023","50,836",271,"1,508","13,933",338,"16,050",40,41,814,83,978,"192,756",
Sub-Total for AWP,,,,,,"58,367","24,091","31,086","11,348","124,892","13,834","8,718","26,261","2,023","50,836",271,"1,508","13,933",338,"16,050",40,41,814,83,978,"192,756",
01/1990,OKC ,OK,ASW,CE,Towers with Radar,"5,009",357,"7,283","4,535","17,184",0,157,"5,766",402,"6,325",0,0,0,0,0,0,0,0,0,0,"23,509",
01/1990,ORF ,VA,AEA,EN,Towers with Radar,"5,307","1,645","7,571","9,666","24,189",473,118,"2,313","2,020","4,924",0,0,0,0,0,0,0,0,0,0,"29,113",
Sub-Total for Unknown,,,,,,"10,316","2,002","14,854","14,201","41,373",473,275,"8,079","2,422","11,249",0,0,0,0,0,0,0,0,0,0,"52,622",
01/1990,P31 ,FL,ASO,ES,"TRACON, RAPCON, or CERAP","1,592",949,"4,232","24,779","31,552",17,154,"1,462",354,"1,987",0,0,0,0,0,0,0,0,0,0,"33,539",
01/1990,P50 ,AZ,AWP,WE,"TRACON, RAPCON, or CERAP","25,016","2,639","5,435","10,115","43,205",43,17,255,146,461,0,"2,257","9,648",741,"12,646",0,6,260,16,282,"56,594",
01/1990,P80 ,OR,ANM,WE,"TRACON, RAPCON, or CERAP","8,293","7,691","4,777",724,"21,485",3,53,432,69,557,0,76,877,102,"1,055",0,62,"1,110",68,"1,240","24,337",
Sub-Total for Unknown,,,,,,"34,901","11,279","14,444","35,618","96,242",63,224,"2,149",569,"3,005",0,"2,333","10,525",843,"13,701",0,68,"1,370",84,"1,522","114,470",
Sub-Total for WE,,,,,,"33,309","10,330","10,212","10,839","64,690",46,70,687,215,"1,018",0,"2,333","10,525",843,"13,701",0,68,"1,370",84,"1,522","80,931",
01/1990,PBI ,FL,ASO,ES,Towers with Radar,"5,988","2,486","13,768",132,"22,374",31,761,"7,485",177,"8,454",0,0,0,0,0,0,0,0,0,0,"30,828",
01/1990,PHL ,PA,AEA,EN,Towers with Radar,"18,365","11,687","9,351","1,813","41,216",0,395,"2,982",471,"3,848",0,0,0,0,0,0,0,0,0,0,"45,064",
01/1990,PIA ,IL,AGL,CE,Towers with Radar,606,"3,213","3,612",798,"8,229",17,"2,044","2,768",26,"4,855",0,0,0,0,0,0,0,0,0,0,"13,084",
01/1990,PIT ,PA,AEA,CE,Towers with Radar,"21,716","8,971","6,784",588,"38,059",0,142,"3,012",11,"3,165",0,0,0,0,0,0,0,0,0,0,"41,224",
Sub-Total for CE,,,,,,"22,322","12,184","10,396","1,386","46,288",17,"2,186","5,780",37,"8,020",0,0,0,0,0,0,0,0,0,0,"54,308",
