,airport_code,year,month,ntsb_incidents,faa_incidents,ATADS_Tracon_Tower,ntsb_accidents
24810,KDAB,2008,4,0.0,,,1.0
24811,KDAB,2015,5,0.0,,,2.0
24812,KDAG,2007,3,0.0,,,1.0
24813,KDAG,2011,10,0.0,,,1.0
24814,KDAG,2014,4,0.0,,,1.0
24815,KDAY,2011,1,,,,0.0
24816,KDAY,2013,6,0.0,,,2.0
24817,KDCA,2008,2,0.0,,,
24818,KDED,2002,9,0.0,,,1.0
24819,KDED,2004,7,0.0,,,1.0
24820,KDED,2005,10,0.0,,,1.0
24821,KDEN,1989,5,1.0,,,0.0
24822,KDEN,2008,12,0.0,,,1.0
24823,KDEN,2009,5,0.0,,,1.0
24824,KDEN,2009,6,1.0,,,0.0
24825,KDEN,2010,12,1.0,,,0.0
24826,KDEN,2011,12,1.0,,,0.0
24827,KDEN,2012,2,1.0,,,0.0
24828,KDEN,2012,9,1.0,,,0.0
24829,KDEN,2015,8,1.0,,,0.0
24830,KDEN,2016,10,0.0,,,1.0
24831,KDEN,2019,8,0.0,,,1.0
24832,KDEQ,2011,4,0.0,,,1.0
24833,KDEW,2004,6,0.0,,,1.0
24834,KDFW,2009,12,1.0,,,0.0
24835,KDIA,2019,1,0.0,,,
24836,KDIJ,2008,6,0.0,,,1.0
24837,KDIJ,2011,8,0.0,,,1.0
24838,KDIJ,2018,8,2.0,,,0.0
24839,KDK,1978,5,0.0,1.0,,
24840,KDK,1990,6,0.0,1.0,,
24841,KDK,1991,6,0.0,1.0,,
24842,KDK,1996,2,0.0,1.0,,
24843,KDK,1999,10,0.0,1.0,,
24844,KDK,2001,10,0.0,1.0,,
24845,KDKB,2015,5,0.0,,,1.0
24846,KDKK,2007,5,0.0,,,1.0
24847,KDLH,2014,6,0.0,,,1.0
24848,KDLN,2010,7,0.0,,,1.0
24849,KDLS,2007,5,0.0,,,1.0
24850,KDLS,2008,7,0.0,,,1.0
24851,KDLS,2012,7,0.0,,,1.0
24852,KDLZ,2011,8,0.0,,,1.0
24853,KDMO,2014,8,0.0,,,1.0
24854,KDMW,2008,1,0.0,,,
24855,KDNV,2011,2,0.0,,,1.0
24856,KDPA,2011,10,0.0,,,1.0
24857,KDRI,2004,9,0.0,,,1.0
24858,KDRO,2012,7,0.0,,,1.0
24859,KDRT,2016,3,0.0,,,1.0
24860,KDTA,2010,2,0.0,,,1.0
24861,KDTN,2003,1,0.0,,,
24862,KDTO,2006,11,0.0,,,1.0
24863,KDTO,2007,10,0.0,,,1.0
24864,KDTO,2008,10,0.0,,,1.0
24865,KDTS,2003,3,0.0,,,1.0
24866,KDTS,2005,10,0.0,,,1.0
24867,KDTS,2012,5,0.0,,,1.0
24868,KDTS,2018,8,0.0,,,1.0
24869,KDUX,2013,3,0.0,,,1.0
24870,KDVO,2007,6,0.0,,,1.0
24871,KDVO,2009,4,0.0,,,1.0
24872,KDVT,2002,10,0.0,,,1.0
24873,KDVT,2003,7,0.0,,,1.0
24874,KDVT,2003,9,0.0,,,1.0
24875,KDVT,2003,11,0.0,,,1.0
24876,KDVT,2004,12,0.0,,,1.0
24877,KDVT,2007,2,0.0,,,1.0
24878,KDVT,2009,11,0.0,,,1.0
24879,KDVT,2013,5,0.0,,,2.0
24880,KDWA,2010,8,0.0,,,1.0
24881,KDWH,2006,11,0.0,,,1.0
24882,KDWH,2007,1,0.0,,,
24883,KDWH,2007,4,0.0,,,1.0
24884,KDYB,2004,2,0.0,,,1.0
24885,KDYT,2013,7,0.0,,,1.0
24886,KDZB,2014,4,0.0,,,1.0
24887,KE36,2012,4,0.0,,,1.0
24888,KE38,2010,7,0.0,,,1.0
24889,KE45,2011,2,0.0,,,1.0
24890,KE98,2010,10,0.0,,,1.0
24891,KEAN,2017,2,0.0,,,1.0
24892,KEAT,2009,6,0.0,,,1.0
24893,KEB,1982,8,0.0,1.0,,
24894,KEB,1989,8,0.0,1.0,,
24895,KEB,1992,1,0.0,,,
24896,KEB,1995,12,0.0,,,1.0
24897,KEB,1998,10,0.0,,,1.0
24898,KEB,2003,7,0.0,,,1.0
24899,KEB,2004,5,0.0,,,1.0
24900,KEB,2010,3,0.0,,,1.0
24901,KEB,2011,12,0.0,,,1.0
24902,KEB,2013,6,0.0,1.0,,
24903,KEB,2016,8,0.0,,,1.0
24904,KECS,2013,5,0.0,,,1.0
24905,KEDE,2007,10,0.0,,,1.0
24906,KEDJ,2009,3,0.0,,,1.0
24907,KEET,2006,9,0.0,,,1.0
24908,KEET,2006,10,0.0,,,1.0
24909,KEF,1981,1,0.0,,,
24910,KEF,2009,6,1.0,,,0.0
24911,KEFD,2005,10,0.0,,,1.0
24912,KEFD,2010,3,0.0,,,1.0
24913,KEGE,2010,1,0.0,,,
24914,KEGE,2010,12,0.0,,,1.0
24915,KEGT,2013,10,0.0,,,1.0
24916,KEH,1979,12,0.0,2.0,,
24917,KEH,1987,3,0.0,1.0,,
24918,KEH,1990,5,0.0,1.0,,
24919,KEH,1993,1,0.0,,,
24920,KEH,1993,2,0.0,,,
24921,KEH,1994,9,0.0,1.0,,
24922,KEH,2000,5,0.0,1.0,,
24923,KEH,2009,9,0.0,1.0,,
24924,KEIK,2007,7,0.0,,,1.0
24925,KEIK,2008,4,0.0,,,1.0
24926,KEIK,2008,5,0.0,,,1.0
24927,KEIK,2008,8,0.0,,,1.0
24928,KEIK,2009,7,0.0,,,1.0
24929,KEIK,2011,5,0.0,,,1.0
24930,KEIK,2012,6,0.0,,,1.0
24931,KEIK,2013,1,0.0,,,
24932,KEIK,2013,5,0.0,,,1.0
24933,KEIK,2013,11,0.0,,,1.0
24934,KEK,1987,7,0.0,1.0,,
24935,KEK,1992,11,0.0,,,1.0
24936,KEK,2013,4,0.0,1.0,,
24937,KEK,2016,3,0.0,1.0,,
24938,KEKO,2012,9,0.0,,,1.0
24939,KEKS,2006,6,0.0,,,1.0
24940,KEKY,2001,12,0.0,,,1.0
24941,KELA,2009,5,0.0,,,1.0
24942,KELA,2013,8,0.0,,,1.0
24943,KELD,2005,8,0.0,,,1.0
24944,KELD,2014,7,0.0,,,1.0
24945,KELM,2005,12,0.0,,,1.0
24946,KELN,2009,2,0.0,,,1.0
24947,KELN,2012,7,0.0,,,1.0
24948,KELP,2002,6,0.0,,,1.0
24949,KELP,2006,1,0.0,,,
24950,KELP,2007,1,0.0,,,
24951,KELP,2012,7,1.0,,,0.0
24952,KELP,2017,7,0.0,,,1.0
24953,KELY,2000,8,0.0,,,1.0
24954,KELY,2006,3,0.0,,,1.0
24955,KEMT,2009,1,0.0,,,
24956,KEMT,2014,7,0.0,,,1.0
24957,KEMV,2007,5,0.0,,,1.0
24958,KENA,2011,5,0.0,,,1.0
24959,KENV,2007,6,0.0,,,1.0
24960,KENV,2009,3,0.0,,,1.0
24961,KENV,2011,6,0.0,,,1.0
24962,KENW,2012,9,0.0,,,1.0
24963,KEOK,2012,7,0.0,,,1.0
24964,KEPH,2008,5,0.0,,,1.0
24965,KEQA,2012,5,0.0,,,1.0
24966,KEQA,2014,8,0.0,,,1.0
24967,KERV,2006,4,0.0,,,1.0
24968,KERY,2012,9,0.0,,,1.0
24969,KETB,2007,8,0.0,,,1.0
24970,KEUL,2010,6,0.0,,,1.0
24971,KEUL,2010,7,0.0,,,1.0
24972,KEUL,2011,6,0.0,,,1.0
24973,KEVB,2003,6,0.0,,,1.0
24974,KEVB,2006,11,0.0,,,1.0
24975,KEVB,2007,12,0.0,,,1.0
24976,KEVM,2012,12,0.0,,,1.0
24977,KEVY,2010,4,0.0,,,1.0
24978,KEWK,2007,8,0.0,,,1.0
24979,KEWN,2004,7,0.0,,,1.0
24980,KEWR,2006,10,0.0,,,1.0
24981,KEWR,2010,1,,,,0.0
24982,KEWR,2019,6,0.0,,,1.0
24983,KEYE,2012,3,0.0,,,1.0
24984,KEYQ,2006,12,0.0,,,1.0
24985,KEYQ,2010,4,0.0,,,1.0
24986,KEYQ,2010,9,0.0,,,1.0
24987,KEYW,2001,1,0.0,,,
24988,KEYW,2003,12,0.0,,,1.0
24989,KEYW,2004,11,0.0,,,1.0
24990,KEYW,2005,7,0.0,,,1.0
24991,KEYW,2006,3,0.0,,,1.0
24992,KF22,2015,7,0.0,,,1.0
24993,KF70,2008,7,0.0,,,1.0
24994,KF89,2005,8,0.0,,,1.0
24995,KF89,2011,8,0.0,,,1.0
24996,KFAR,1996,5,0.0,,,1.0
24997,KFAR,2016,12,0.0,,,1.0
24998,KFAT,2000,2,1.0,,,0.0
24999,KFBL,2014,10,0.0,,,1.0
25000,KFCH,2008,1,0.0,,,
25001,KFCM,2012,10,0.0,,,1.0
25002,KFCM,2012,12,0.0,,,1.0
25003,KFCS,2014,1,0.0,,,
25004,KFCY,2006,2,0.0,,,1.0
25005,KFDK,2006,7,0.0,,,1.0
25006,KFDK,2006,8,0.0,,,1.0
25007,KFDK,2008,11,0.0,,,1.0
25008,KFEP,2015,9,0.0,,,1.0
25009,KFES,2011,12,0.0,,,1.0
25010,KFET,2009,5,0.0,,,1.0
25011,KFFA,2001,6,0.0,,,1.0
25012,KFFA,2004,9,0.0,,,1.0
25013,KFFC,2003,1,0.0,,,
25014,KFFC,2004,11,1.0,,,0.0
25015,KFFC,2006,8,0.0,,,1.0
25016,KFFL,2014,6,0.0,,,1.0
25017,KFFO,2007,10,0.0,,,1.0
25018,KFFT,2008,7,0.0,,,1.0
25019,KFFX,2013,5,0.0,,,1.0
25020,KFFX,2019,9,0.0,,,1.0
25021,KFFZ,2004,9,0.0,,,1.0
25022,KFFZ,2011,7,0.0,,,1.0
25023,KFFZ,2012,8,0.0,,,1.0
25024,KFFZ,2014,12,0.0,,,1.0
25025,KFHU,2008,11,0.0,,,1.0
25026,KFHU,2009,2,0.0,,,1.0
25027,KFIT,2016,11,0.0,,,1.0
25028,KFLL,2001,4,0.0,,,1.0
25029,KFLL,2001,12,0.0,,,1.0
25030,KFLL,2002,3,1.0,,,0.0
25031,KFLL,2005,8,0.0,,,1.0
25032,KFLL,2006,11,0.0,,,1.0
25033,KFLL,2010,10,0.0,,,1.0
25034,KFLL,2014,2,0.0,,,1.0
25035,KFLO,2018,8,0.0,,,1.0
25036,KFLY,2011,5,0.0,,,2.0
25037,KFLY,2011,7,0.0,,,1.0
25038,KFLY,2011,8,0.0,,,2.0
25039,KFME,2007,4,0.0,,,1.0
25040,KFME,2015,3,0.0,,,1.0
25041,KFMM,2012,5,0.0,,,1.0
25042,KFMM,2012,9,0.0,,,1.0
25043,KFMY,2003,1,0.0,,,
25044,KFMZ,2009,2,,,,0.0
25045,KFNL,2005,8,0.0,,,1.0
25046,KFNL,2009,6,0.0,,,1.0
25047,KFNL,2010,5,0.0,,,1.0
25048,KFNL,2011,11,0.0,,,1.0
25049,KFNL,2012,6,0.0,,,1.0
25050,KFNL,2013,11,0.0,,,2.0
25051,KFP,2013,10,0.0,1.0,,
25052,KFPR,2004,12,0.0,,,2.0
25053,KFPR,2007,2,0.0,,,1.0
25054,KFPR,2011,4,0.0,,,1.0
25055,KFRG,2007,5,0.0,,,1.0
25056,KFRG,2007,10,0.0,,,2.0
25057,KFRR,2007,8,0.0,,,1.0
25058,KFSK,2012,5,0.0,,,1.0
25059,KFSO,2009,10,0.0,,,1.0
25060,KFST,2013,3,0.0,,,1.0
25061,KFTG,2010,8,0.0,,,1.0
25062,KFTG,2012,8,0.0,,,1.0
25063,KFTG,2012,11,0.0,,,1.0
25064,KFTW,2006,1,0.0,,,
25065,KFTY,2008,11,0.0,,,1.0
25066,KFUL,2002,1,0.0,,,
25067,KFWA,2007,8,0.0,,,1.0
25068,KFWH,1992,5,0.0,,,1.0
25069,KFWS,2014,7,0.0,,,1.0
25070,KFXE,2001,3,0.0,,,1.0
25071,KFXE,2004,2,0.0,,,1.0
25072,KFXE,2004,7,0.0,,,1.0
25073,KFXE,2006,7,0.0,,,1.0
25074,KFXE,2007,9,0.0,,,1.0
25075,KFXE,2008,3,0.0,,,1.0
25076,KGAD,2003,6,0.0,,,1.0
25077,KGCK,2011,7,0.0,,,1.0
25078,KGCM,2010,12,0.0,,,1.0
25079,KGCN,1998,4,0.0,,,1.0
25080,KGDJ,2003,11,0.0,,,1.0
25081,KGEG,2002,9,0.0,,,1.0
25082,KGEG,2005,10,0.0,,,1.0
25083,KGEO,2016,8,0.0,,,1.0
25084,KGEU,2004,8,0.0,,,1.0
25085,KGEU,2008,5,0.0,,,1.0
25086,KGEU,2008,7,0.0,,,1.0
25087,KGEU,2011,5,0.0,,,1.0
25088,KGEU,2012,1,0.0,,,
25089,KGEU,2012,4,0.0,,,1.0
25090,KGFK,2009,7,0.0,,,2.0
25091,KGFK,2009,10,0.0,,,2.0
25092,KGFK,2011,5,0.0,,,1.0
25093,KGFK,2011,6,0.0,,,1.0
25094,KGFK,2012,7,0.0,,,2.0
25095,KGFK,2013,6,0.0,,,1.0
25096,KGFK,2015,11,0.0,,,1.0
25097,KGGI,2013,7,0.0,,,1.0
25098,KGGW,2011,6,0.0,,,1.0
25099,KGIC,2011,10,0.0,,,1.0
25100,KGIF,2005,7,0.0,,,1.0
25101,KGK,1988,9,0.0,,,1.0
25102,KGK,1994,2,0.0,,,1.0
25103,KGKT,2002,4,0.0,,,1.0
25104,KGKY,2006,6,0.0,,,1.0
25105,KGKY,2007,2,0.0,,,1.0
25106,KGLE,2003,6,0.0,,,1.0
25107,KGLS,2008,4,0.0,,,2.0
25108,KGMU,2001,4,0.0,,,1.0
25109,KGMU,2004,4,0.0,,,1.0
25110,KGNV,2001,4,0.0,,,1.0
25111,KGNV,2004,9,0.0,,,1.0
25112,KGNV,2011,3,0.0,,,1.0
25113,KGOO,2006,7,0.0,,,1.0
25114,KGOO,2008,2,0.0,,,1.0
25115,KGOO,2008,8,0.0,,,1.0
25116,KGPM,2006,12,0.0,,,1.0
25117,KGPM,2014,7,0.0,,,1.0
25118,KGPT,2001,10,0.0,,,1.0
25119,KGPT,2005,1,0.0,,,
25120,KGPZ,2019,8,0.0,,,1.0
25121,KGQQ,2014,5,0.0,,,1.0
25122,KGRD,2005,1,0.0,,,
25123,KGRI,2012,12,0.0,,,1.0
25124,KGRR,2003,2,0.0,,,1.0
25125,KGSH,2005,8,0.0,,,1.0
25126,KGSH,2012,9,0.0,,,1.0
25127,KGSO,2005,6,1.0,,,0.0
25128,KGTF,2008,5,0.0,,,1.0
25129,KGTF,2010,9,0.0,,,1.0
25130,KGTU,2006,5,0.0,,,1.0
25131,KGTU,2017,12,0.0,,,1.0
25132,KGUM,1997,8,0.0,,,1.0
25133,KGUP,2010,7,0.0,,,1.0
25134,KGUY,2011,5,0.0,,,1.0
25135,KGVE,2010,6,0.0,,,1.0
25136,KGVL,2006,4,0.0,,,1.0
25137,KGVQ,2007,6,0.0,,,1.0
25138,KGWS,2013,5,0.0,,,1.0
25139,KGX,1978,5,0.0,1.0,,
25140,KGX,1993,6,0.0,,,1.0
25141,KGX,1997,3,0.0,,,1.0
25142,KGX,1998,12,0.0,1.0,,
25143,KGXY,2010,8,0.0,,,1.0
25144,KGXY,2011,7,0.0,,,1.0
25145,KGYR,2006,2,0.0,,,1.0
25146,KGYR,2010,3,0.0,,,1.0
25147,KGYR,2011,6,0.0,,,1.0
25148,KGYY,2012,10,0.0,,,1.0
25149,KHAF,2000,10,0.0,,,1.0
25150,KHAF,2009,1,0.0,,,
25151,KHAI,2012,5,0.0,,,1.0
25152,KHAO,2017,7,0.0,,,1.0
25153,KHBR,2014,9,0.0,,,1.0
25154,KHDC,2009,2,0.0,,,1.0
25155,KHDH,2004,12,0.0,,,1.0
25156,KHDO,2015,3,0.0,,,1.0
25157,KHEF,2013,8,0.0,,,1.0
25158,KHEF,2019,6,0.0,,,1.0
25159,KHEG,2004,10,0.0,,,1.0
25160,KHEG,2009,9,0.0,,,1.0
25161,KHEG,2009,11,0.0,,,1.0
25162,KHFD,2004,6,0.0,,,1.0
25163,KHFD,2008,10,0.0,,,1.0
25164,KHHR,2004,5,0.0,,,1.0
25165,KHI,2010,11,0.0,,,1.0
25166,KHIB,2009,7,0.0,,,1.0
25167,KHII,2014,11,0.0,,,1.0
25168,KHIO,2010,6,0.0,,,1.0
25169,KHKA,2005,9,0.0,,,1.0
25170,KHKY,2003,10,0.0,,,1.0
25171,KHKY,2006,7,0.0,,,1.0
25172,KHLN,2009,9,0.0,,,1.0
25173,KHLN,2011,1,0.0,,,
25174,KHLN,2014,5,0.0,,,1.0
25175,KHMT,2012,5,0.0,,,1.0
25176,KHNB,2013,7,0.0,,,1.0
25177,KHND,2009,1,0.0,,,
25178,KHND,2010,5,0.0,,,1.0
25179,KHND,2011,10,0.0,,,1.0
25180,KHND,2012,4,0.0,,,1.0
25181,KHND,2012,7,0.0,,,1.0
25182,KHND,2013,10,0.0,,,1.0
25183,KHND,2014,11,0.0,,,1.0
25184,KHND,2015,7,0.0,,,1.0
25185,KHNL,1997,6,0.0,,,1.0
25186,KHNL,2018,2,1.0,,,0.0
25187,KHOE,2001,8,0.0,,,1.0
25188,KHOT,2010,6,0.0,,,1.0
25189,KHOU,2004,11,0.0,,,1.0
25190,KHOU,2011,3,0.0,,,1.0
25191,KHPN,2007,9,0.0,,,1.0
25192,KHQU,2003,6,0.0,,,1.0
25193,KHQU,2006,8,0.0,,,1.0
25194,KHQZ,2012,7,0.0,,,1.0
25195,KHRI,2004,10,0.0,,,1.0
25196,KHRU,2013,2,0.0,,,1.0
25197,KHRX,2008,1,0.0,,,
25198,KHSA,2004,3,0.0,,,1.0
25199,KHSA,2004,6,0.0,,,1.0
25200,KHSA,2005,2,0.0,,,1.0
25201,KHST,1990,11,0.0,,,1.0
25202,KHSV,2004,11,0.0,,,1.0
25203,KHSV,2005,1,0.0,,,
25204,KHUA,1995,10,0.0,,,1.0
25205,KHUA,2005,3,0.0,,,1.0
25206,KHUM,2006,12,0.0,,,1.0
25207,KHUM,2010,9,0.0,,,1.0
25208,KHUM,2012,10,0.0,,,1.0
25209,KHUT,1992,9,0.0,,,1.0
25210,KHWD,2018,12,0.0,,,1.0
25211,KHWO,2006,5,0.0,,,1.0
25212,KHWV,2006,6,0.0,,,1.0
25213,KHXD,2003,8,0.0,,,1.0
25214,KHYI,2009,6,0.0,,,1.0
25215,KHYI,2012,11,0.0,,,1.0
25216,KHYI,2019,11,0.0,,,1.0
25217,KHYS,2012,3,1.0,,,0.0
25218,KHYX,2004,6,0.0,,,1.0
25219,KHZL,2007,9,0.0,,,1.0
25220,KI62,2012,8,0.0,,,1.0
25221,KI74,2008,9,0.0,,,1.0
25222,KIAD,2010,8,0.0,,,1.0
25223,KIAD,2017,2,0.0,,,1.0
25224,KIAH,2008,3,1.0,,,0.0
25225,KIAH,2019,2,0.0,,,1.0
25226,KIC,1978,10,0.0,1.0,,
25227,KIC,1980,3,0.0,1.0,,
25228,KIC,1981,2,0.0,1.0,,
25229,KIC,1982,2,0.0,1.0,,
25230,KIC,1982,10,0.0,1.0,,
25231,KIC,1983,5,0.0,1.0,,
25232,KIC,1983,8,0.0,1.0,,
25233,KIC,1991,9,0.0,1.0,,
25234,KIC,1993,8,0.0,,,1.0
25235,KIC,1999,10,0.0,1.0,,
25236,KIC,2000,11,0.0,1.0,,
25237,KIC,2002,9,0.0,1.0,,
25238,KIC,2003,11,0.0,,,1.0
25239,KIC,2013,9,0.0,,,1.0
25240,KIC,2014,2,0.0,,,1.0
25241,KIC,2019,10,0.0,,,1.0
25242,KIDA,2008,3,0.0,,,1.0
25243,KIDA,2010,9,1.0,,,0.0
25244,KIDA,2013,6,0.0,,,1.0
25245,KIFP,1997,7,0.0,,,1.0
25246,KIFP,2014,11,0.0,,,1.0
25247,KIGM,2006,2,0.0,,,1.0
25248,KIGM,2009,9,0.0,,,1.0
25249,KIIB,2015,4,0.0,,,1.0
25250,KIJD,2007,4,0.0,,,1.0
25251,KIKK,2013,8,0.0,,,1.0
25252,KIKK,2015,2,0.0,,,1.0
25253,KIKV,2013,1,0.0,,,
25254,KILE,2013,8,0.0,,,1.0
25255,KILM,2004,11,0.0,,,1.0
25256,KILM,2005,8,0.0,,,1.0
25257,KILM,2005,12,0.0,,,1.0
25258,KILM,2009,1,0.0,,,
25259,KIMM,2002,1,0.0,,,
25260,KIND,2014,6,0.0,,,1.0
25261,KINJ,2011,9,0.0,,,1.0
25262,KINT,2004,7,0.0,,,1.0
25263,KINW,2006,3,0.0,,,1.0
25264,KIOW,2013,8,0.0,,,1.0
25265,KIP,1979,2,0.0,1.0,,
25266,KIP,1979,5,0.0,1.0,,
25267,KIP,1979,8,0.0,1.0,,
25268,KIP,1980,5,0.0,2.0,,
25269,KIP,1982,11,0.0,1.0,,
25270,KIP,1983,4,0.0,2.0,,
25271,KIP,1983,11,0.0,1.0,,
25272,KIP,1984,10,0.0,1.0,,
25273,KIP,1986,2,0.0,,,
25274,KIP,1987,1,0.0,,,
25275,KIP,1990,4,0.0,1.0,,
25276,KIP,2009,10,0.0,1.0,,
25277,KIPJ,2001,9,0.0,,,1.0
25278,KIS,1994,5,0.0,1.0,,
25279,KISM,2003,6,0.0,,,1.0
25280,KISM,2005,11,0.0,,,1.0
25281,KISM,2007,11,0.0,,,1.0
25282,KISM,2008,5,0.0,,,1.0
25283,KISP,2006,5,0.0,,,1.0
25284,KIWA,2008,5,0.0,,,1.0
25285,KIWA,2011,6,1.0,,,0.0
25286,KIWS,2006,4,0.0,,,1.0
25287,KIYK,2003,5,0.0,,,1.0
25288,KIYK,2005,9,0.0,,,1.0
25289,KIYK,2011,7,0.0,,,1.0
25290,KIZA,2009,7,0.0,,,1.0
25291,KJDD,2009,11,0.0,,,1.0
25292,KJER,2010,9,0.0,,,1.0
25293,KJER,2012,5,0.0,,,1.0
25294,KJFK,1996,8,0.0,,,1.0
25295,KJFK,2008,4,0.0,,,1.0
25296,KJFK,2008,7,2.0,,,0.0
25297,KJFK,2009,4,0.0,,,1.0
25298,KJFK,2010,6,0.0,,,1.0
25299,KJFK,2016,8,0.0,,,1.0
25300,KJFX,2018,5,0.0,,,2.0
25301,KJKA,2008,10,0.0,,,1.0
25302,KJNX,2002,4,0.0,,,1.0
25303,KJQF,2003,3,0.0,,,1.0
25304,KJRA,2019,5,0.0,,,1.0
25305,KJSY,2012,8,0.0,,,1.0
25306,KJVY,2009,1,0.0,,,
25307,KJVY,2011,3,0.0,,,1.0
25308,KJWY,2009,6,0.0,,,1.0
25309,KJWY,2012,3,0.0,,,1.0
25310,KJWY,2014,6,0.0,,,1.0
25311,KJZI,2004,4,0.0,,,1.0
25312,KJZI,2012,7,0.0,,,1.0
25313,KKA,1995,11,0.0,,,1.0
25314,KKA,1997,12,0.0,1.0,,
25315,KKA,2010,1,0.0,,,
25316,KKH,1997,4,0.0,1.0,,
25317,KKH,1998,2,0.0,,,1.0
25318,KKH,2000,1,0.0,,,
25319,KKH,2001,4,0.0,1.0,,
25320,KKH,2005,2,0.0,1.0,,
25321,KKH,2009,7,0.0,1.0,,
25322,KKI,1987,12,0.0,1.0,,
25323,KKI,2000,3,0.0,1.0,,
25324,KKIC,2019,7,0.0,,,1.0
25325,KKLS,2012,3,0.0,,,1.0
25326,KKT,1979,4,0.0,1.0,,
25327,KKT,2015,10,0.0,1.0,,
25328,KKU,1991,10,0.0,,,1.0
25329,KKU,2000,1,0.0,,,
25330,KL05,2013,3,0.0,,,1.0
25331,KL18,2012,3,0.0,,,1.0
25332,KL35,2005,8,0.0,,,1.0
25333,KL67,2009,2,0.0,,,1.0
25334,KL70,2010,10,0.0,,,1.0
25335,KLAA,2008,11,0.0,,,1.0
25336,KLAL,2003,4,0.0,,,1.0
25337,KLAL,2003,7,0.0,,,1.0
25338,KLAL,2004,4,0.0,,,1.0
25339,KLAL,2004,12,0.0,,,1.0
25340,KLAL,2005,1,0.0,,,
25341,KLAL,2006,11,0.0,,,1.0
25342,KLAL,2007,1,0.0,,,
25343,KLAL,2007,4,0.0,,,1.0
25344,KLAL,2008,4,0.0,,,1.0
25345,KLAM,2013,12,0.0,,,1.0
25346,KLAS,1998,8,1.0,,,0.0
25347,KLAS,2008,8,1.0,,,0.0
25348,KLAS,2010,7,0.0,,,1.0
25349,KLAS,2012,10,0.0,,,1.0
25350,KLAS,2013,7,1.0,0.0,,
25351,KLAS,2015,9,0.0,,,1.0
25352,KLAX,2005,9,1.0,,,0.0
25353,KLAX,2005,12,0.0,,,1.0
25354,KLAX,2006,6,1.0,,,0.0
25355,KLAX,2007,4,0.0,,,1.0
25356,KLAX,2008,11,0.0,,,1.0
25357,KLAX,2009,9,1.0,,,0.0
25358,KLAX,2011,3,0.0,,,1.0
25359,KLBB,2005,11,0.0,,,1.0
25360,KLBB,2010,11,0.0,,,1.0
25361,KLBF,2003,5,0.0,,,1.0
25362,KLBT,2005,8,0.0,,,1.0
25363,KLBX,2008,10,0.0,,,1.0
25364,KLCG,2014,6,0.0,,,1.0
25365,KLCH,1988,6,0.0,,,1.0
25366,KLCI,2009,5,0.0,,,1.0
25367,KLCK,2014,5,0.0,,,1.0
25368,KLEE,2006,5,0.0,,,1.0
25369,KLEE,2007,3,0.0,,,1.0
25370,KLEW,2009,10,0.0,,,1.0
25371,KLEX,2003,11,0.0,,,1.0
25372,KLFK,2007,10,0.0,,,1.0
25373,KLFT,2019,3,0.0,,,1.0
25374,KLG,1988,12,0.0,1.0,,
25375,KLG,1989,1,0.0,,,
25376,KLG,1989,5,0.0,,,1.0
25377,KLG,1995,7,0.0,,,1.0
25378,KLG,2001,7,0.0,,,1.0
25379,KLG,2002,1,0.0,,,
25380,KLG,2007,9,0.0,,,1.0
25381,KLGA,1992,12,0.0,,,1.0
25382,KLGA,2011,2,0.0,,,1.0
25383,KLGA,2012,12,0.0,,,1.0
25384,KLGA,2013,5,0.0,,,1.0
25385,KLGB,2007,9,0.0,,,1.0
25386,KLGB,2007,10,0.0,,,1.0
25387,KLGC,2004,7,0.0,,,1.0
25388,KLGU,2008,2,0.0,,,1.0
25389,KLHM,2006,4,0.0,,,1.0
25390,KLHM,2009,6,0.0,,,1.0
25391,KLHM,2010,6,0.0,,,1.0
25392,KLHM,2012,9,0.0,,,1.0
25393,KLHZ,2005,5,0.0,,,1.0
25394,KLIU,2013,3,0.0,,,1.0
25395,KLKV,2007,2,0.0,,,1.0
25396,KLKV,2010,8,0.0,,,1.0
25397,KLL,1988,4,0.0,1.0,,
25398,KLL,2016,8,0.0,1.0,,
25399,KLLN,2007,4,0.0,,,1.0
25400,KLLN,2015,3,0.0,,,1.0
25401,KLMO,2009,1,0.0,,,
25402,KLMO,2014,6,0.0,,,1.0
25403,KLMS,1999,9,0.0,,,1.0
25404,KLMS,2005,5,0.0,,,1.0
25405,KLMT,2006,4,0.0,,,1.0
25406,KLMT,2007,3,0.0,,,1.0
25407,KLN,1988,5,0.0,1.0,,
25408,KLNA,2005,8,0.0,,,1.0
25409,KLNA,2006,9,0.0,,,1.0
25410,KLNC,2007,2,0.0,,,1.0
25411,KLNC,2009,2,0.0,,,1.0
25412,KLOT,2011,2,0.0,,,1.0
25413,KLPR,2013,5,0.0,,,1.0
25414,KLRD,2018,3,0.0,,,1.0
25415,KLRU,2012,12,0.0,,,1.0
25416,KLS,1980,5,0.0,1.0,,
25417,KLS,1980,7,0.0,1.0,,
25418,KLS,1982,9,0.0,1.0,,
25419,KLS,1984,5,0.0,1.0,,
25420,KLS,1986,10,0.0,1.0,,
25421,KLS,1987,6,0.0,1.0,,
25422,KLS,1988,6,0.0,,,1.0
25423,KLS,1988,8,0.0,1.0,,
25424,KLS,1989,5,0.0,,,1.0
25425,KLS,1989,8,0.0,1.0,,
25426,KLS,1991,1,0.0,,,
25427,KLS,1991,3,0.0,1.0,,
25428,KLS,1991,11,0.0,1.0,,
