,airport_code,year,month,ntsb_incidents,faa_incidents,ATADS_Tracon_Tower,ntsb_accidents
686,0P8,2017,7,0.0,,,1.0
687,0PA0,1998,10,0.0,,,1.0
688,0PA0,2002,8,0.0,,,1.0
689,0PA0,2012,7,0.0,,,1.0
690,0PA2,1998,7,0.0,,,1.0
691,0PS7,2009,8,0.0,,,1.0
692,0Q0,1989,3,0.0,,,1.0
693,0Q3,1988,5,0.0,,,1.0
694,0Q3,1989,10,0.0,,,1.0
695,0Q3,1990,3,0.0,,,1.0
696,0Q3,1993,9,0.0,,,1.0
697,0Q3,1999,8,0.0,,,1.0
698,0Q3,2001,5,0.0,,,1.0
699,0Q3,2005,5,0.0,,,1.0
700,0Q3,2006,6,0.0,,,1.0
701,0Q3,2007,9,0.0,,,1.0
702,0Q4,1993,7,0.0,,,1.0
703,0Q4,1994,3,0.0,,,1.0
704,0Q4,2000,2,0.0,,,1.0
705,0Q4,2000,11,0.0,,,1.0
706,0Q4,2004,3,0.0,,,1.0
707,0Q4,2015,8,0.0,,,1.0
708,0Q5,1994,9,0.0,,,1.0
709,0Q5,1999,3,0.0,,,1.0
710,0Q5,2005,8,0.0,,,1.0
711,0Q5,2006,8,0.0,,,1.0
712,0Q5,2019,10,0.0,,,1.0
713,0Q9,1994,5,0.0,,,1.0
714,0Q9,1998,3,0.0,,,1.0
715,0Q9,1998,8,0.0,,,1.0
716,0Q9,2001,9,0.0,,,1.0
717,0Q9,2002,3,0.0,,,1.0
718,0Q9,2007,5,0.0,,,1.0
719,0Q9,2009,4,0.0,,,1.0
720,0Q9,2010,11,0.0,,,1.0
721,0Q9,2013,3,0.0,,,1.0
722,0Q9,2013,8,0.0,,,1.0
723,0Q9,2017,7,0.0,,,1.0
724,0Q9,2019,5,0.0,,,1.0
725,0R0,1988,6,1.0,,,0.0
726,0R0,2009,3,0.0,,,1.0
727,0R0,2011,10,0.0,,,1.0
728,0R1,1990,2,0.0,,,1.0
729,0R2,2019,7,0.0,,,1.0
730,0R3,1993,3,0.0,,,1.0
731,0R3,2000,6,0.0,,,1.0
732,0R4,2011,2,0.0,,,1.0
733,0R4,2012,4,0.0,,,1.0
734,0R5,2010,8,0.0,,,1.0
735,0R7,1999,8,0.0,,,1.0
736,0S1,2013,9,0.0,,,1.0
737,0S1,2014,9,0.0,,,1.0
738,0S1,2018,4,0.0,,,1.0
739,0S6,1992,5,0.0,,,1.0
740,0S7,1992,5,0.0,,,1.0
741,0S7,1995,5,0.0,,,1.0
742,0S8,1990,4,0.0,,,1.0
743,0S9,1991,2,0.0,,,1.0
744,0S9,1999,12,0.0,,,1.0
745,0S9,2001,6,0.0,,,1.0
746,0S9,2007,9,0.0,,,1.0
747,0S9,2008,11,0.0,,,1.0
748,0S9,2009,4,0.0,,,1.0
749,0S9,2010,11,0.0,,,1.0
750,0S9,2015,9,0.0,,,1.0
751,0S9,2017,1,0.0,,,
752,0S9,2017,10,0.0,,,1.0
753,0S9,2019,7,0.0,,,1.0
754,0TE4,2007,5,0.0,,,1.0
755,0TE4,2009,9,0.0,,,1.0
756,0TX1,2004,12,0.0,,,1.0
757,0TX1,2007,2,0.0,,,1.0
758,0TX1,2009,5,0.0,,,1.0
759,0TX1,2010,5,0.0,,,1.0
760,0TX6,1995,10,0.0,,,1.0
761,0TX6,1998,1,0.0,,,
762,0TX6,2010,10,0.0,,,1.0
763,0U1,2008,8,0.0,,,1.0
764,0U1,2011,12,0.0,,,1.0
765,0U1,2017,8,0.0,,,1.0
766,0U1,2018,1,0.0,,,
767,0U8,2009,8,0.0,,,1.0
768,0U8,2010,6,0.0,,,1.0
769,0U9,1997,10,0.0,,,1.0
770,0UN,1995,5,0.0,,,1.0
771,0V2,1991,4,0.0,,,1.0
772,0V2,1996,9,0.0,,,1.0
773,0V2,1997,2,0.0,,,1.0
774,0V2,1999,8,0.0,,,1.0
775,0V2,2004,10,0.0,,,1.0
776,0V4,2015,2,0.0,,,1.0
777,0V5,1999,9,0.0,,,1.0
778,0V6,2000,8,0.0,,,1.0
779,0V7,1996,8,0.0,,,1.0
780,0V7,2007,5,0.0,,,1.0
781,0W3,1989,10,0.0,,,1.0
782,0W3,1994,7,0.0,,,1.0
783,0W3,1999,5,0.0,,,1.0
784,0W3,2000,7,0.0,,,1.0
785,0W3,2006,1,0.0,,,
786,0W3,2007,3,0.0,,,1.0
787,0W3,2010,12,0.0,,,1.0
788,0W3,2012,6,0.0,,,1.0
789,0W3,2015,5,0.0,,,1.0
790,0W3,2018,3,0.0,,,1.0
791,0W3,2018,8,0.0,,,2.0
792,0WA2,1991,9,0.0,,,1.0
793,0WN0,2010,6,0.0,,,1.0
794,0WY1,2007,7,0.0,,,1.0
795,0Y6,1992,5,0.0,,,1.0
796,0Z3,1992,9,0.0,,,1.0
797,0Z3,1999,9,0.0,,,1.0
798,0Z3,2010,9,0.0,,,2.0
799,0Z3,2015,7,0.0,,,1.0
800,10,1990,5,0.0,,,1.0
801,102,1988,1,0.0,,,
802,102,1988,6,0.0,,,1.0
803,102,1990,5,0.0,,,1.0
804,102,1993,8,0.0,,,1.0
805,102,1995,4,0.0,,,1.0
806,103,1988,3,0.0,,,1.0
807,103,2000,6,0.0,,,1.0
808,105,1989,5,0.0,,,1.0
809,105,1989,7,0.0,,,1.0
810,105,1990,9,0.0,,,1.0
811,105,1991,6,0.0,,,1.0
812,105,1992,7,0.0,,,1.0
813,105,1995,5,0.0,,,1.0
814,105,1999,10,0.0,,,1.0
815,106,1988,8,0.0,,,1.0
816,106,1989,3,0.0,,,1.0
817,106,1990,6,0.0,,,1.0
818,106,1991,1,0.0,,,
819,106,1991,10,0.0,,,1.0
820,106,2005,9,0.0,,,1.0
821,107,1999,5,0.0,,,1.0
822,10A7,2009,4,0.0,,,1.0
823,10AK,1992,8,0.0,,,1.0
824,10C,1988,7,0.0,,,1.0
825,10C,1989,5,0.0,,,1.0
826,10C,1990,3,0.0,,,1.0
827,10C,1991,2,0.0,,,1.0
828,10C,1992,5,0.0,,,1.0
829,10C,1994,7,0.0,,,1.0
830,10C,1996,8,0.0,,,1.0
831,10C,2007,7,0.0,,,1.0
832,10C,2008,6,0.0,,,1.0
833,10C,2016,7,0.0,,,1.0
834,10C,2018,6,0.0,,,1.0
835,10CO,2013,9,0.0,,,1.0
836,10CO,2016,5,0.0,,,1.0
837,10CO,2019,9,0.0,,,1.0
838,10D,2003,7,0.0,,,1.0
839,10D,2009,5,0.0,,,1.0
840,10D,2013,3,0.0,,,1.0
841,10D,2013,11,0.0,,,1.0
842,10FA,2005,2,0.0,,,1.0
843,10G,1989,4,0.0,,,1.0
844,10G,2000,11,0.0,,,1.0
845,10G,2005,3,0.0,,,1.0
846,10G,2011,8,0.0,,,1.0
847,10G,2016,5,0.0,,,1.0
848,10G,2016,12,0.0,,,1.0
849,10GA,2009,3,0.0,,,1.0
850,10K,1992,4,0.0,,,1.0
851,10L2,2007,5,0.0,,,1.0
852,10M,1993,8,0.0,,,1.0
853,10M,1995,6,0.0,,,1.0
854,10N,1991,4,0.0,,,1.0
855,10R4,1999,4,0.0,,,1.0
856,10R4,2006,8,0.0,,,2.0
857,10S,1996,5,0.0,,,1.0
858,114,1991,1,0.0,,,
859,11D,1995,1,0.0,,,
860,11D,1995,4,0.0,,,1.0
861,11IL,1992,7,0.0,,,1.0
862,11K,2001,4,0.0,,,1.0
863,11LL,2001,7,0.0,,,1.0
864,11N,1992,6,0.0,,,1.0
865,11N,2001,5,0.0,,,1.0
866,11N,2015,8,0.0,,,1.0
867,11N,2017,8,0.0,,,1.0
868,11R,2001,2,0.0,,,1.0
869,11R,2008,6,0.0,,,1.0
870,11R,2009,11,0.0,,,1.0
871,11R,2010,9,1.0,,,0.0
872,11R,2011,2,0.0,,,1.0
873,11R,2013,3,0.0,,,1.0
874,11R,2017,1,0.0,,,
875,11R,2017,7,0.0,,,1.0
876,11R,2018,9,0.0,,,1.0
877,11S,1989,1,0.0,,,
878,11SX,1989,7,0.0,,,1.0
879,11XS,1998,2,0.0,,,1.0
880,12A,2009,7,0.0,,,1.0
881,12A,2013,4,0.0,,,1.0
882,12C,1994,11,0.0,,,1.0
883,12C,1997,5,0.0,,,1.0
884,12CN,2018,4,0.0,,,1.0
885,12D,1998,11,0.0,,,1.0
886,12G,2005,6,0.0,,,1.0
887,12G,2007,5,0.0,,,1.0
888,12ID,2002,9,0.0,,,1.0
889,12ID,2005,9,0.0,,,1.0
890,12ID,2013,6,0.0,,,1.0
891,12ID,2019,7,0.0,,,1.0
892,12IN,2006,6,0.0,,,1.0
893,12J,1991,10,0.0,,,1.0
894,12J,1996,7,0.0,,,1.0
895,12J,2003,1,0.0,,,
896,12J,2006,10,0.0,,,1.0
897,12K,2003,5,0.0,,,1.0
898,12N,1990,3,0.0,,,1.0
899,12N,1992,12,0.0,,,1.0
900,12N,1995,8,0.0,,,1.0
901,12N,1999,9,0.0,,,1.0
902,12N,2002,5,0.0,,,1.0
903,12N,2002,8,0.0,,,1.0
904,12N,2002,9,0.0,,,1.0
905,12N,2004,7,0.0,,,1.0
906,12N,2005,3,0.0,,,1.0
907,12N,2008,5,0.0,,,1.0
908,12N,2010,11,0.0,,,1.0
909,12N,2018,4,0.0,,,1.0
910,12S,2010,5,0.0,,,1.0
911,12TN,2010,5,0.0,,,1.0
912,12TN,2016,1,0.0,,,
913,12V,1990,4,0.0,,,1.0
914,12V,1997,8,0.0,,,1.0
915,12WA,2018,9,0.0,,,1.0
916,132,1991,4,0.0,,,1.0
917,13C,2009,8,0.0,,,1.0
918,13C,2010,8,0.0,,,1.0
919,13FA,2003,5,0.0,,,1.0
920,13FA,2019,7,0.0,,,1.0
921,13IN,2005,9,0.0,,,1.0
922,13K,2016,11,0.0,,,1.0
923,13N,1991,9,0.0,,,1.0
924,13N,2002,7,0.0,,,1.0
925,13N,2011,6,0.0,,,1.0
926,13N,2017,8,0.0,,,1.0
927,13W,2007,9,0.0,,,1.0
928,13W,2013,8,0.0,,,1.0
929,13X,1997,2,0.0,,,1.0
930,14A,1993,6,0.0,,,1.0
931,14A,2001,7,0.0,,,1.0
932,14A,2003,10,0.0,,,1.0
933,14A,2006,9,0.0,,,1.0
934,14A,2008,10,0.0,,,1.0
935,14A,2010,7,0.0,,,1.0
936,14AK,1999,11,0.0,,,1.0
937,14AK,2009,10,0.0,,,1.0
938,14AZ,2006,5,0.0,,,1.0
939,14AZ,2015,3,0.0,,,1.0
940,14AZ,2018,3,0.0,,,1.0
941,14F,2013,6,0.0,,,1.0
942,14G,2000,11,0.0,,,1.0
943,14G,2008,6,0.0,,,1.0
944,14G,2017,5,0.0,,,1.0
945,14I,2007,7,0.0,,,1.0
946,14J,2018,10,0.0,,,1.0
947,14M,2012,3,0.0,,,1.0
948,14N,2005,11,0.0,,,1.0
949,14O1,1989,8,0.0,,,1.0
950,14S,2004,8,0.0,,,1.0
951,14S,2012,4,0.0,,,1.0
952,151,1989,1,0.0,,,
953,152,1988,3,0.0,,,1.0
954,15A,2008,6,0.0,,,1.0
955,15AR,2015,4,1.0,,,0.0
956,15F,2009,6,0.0,,,1.0
957,15FD,2000,4,0.0,,,1.0
958,15FL,1988,5,0.0,,,1.0
959,15FL,1994,3,0.0,,,1.0
960,15FL,2010,9,0.0,,,1.0
961,15FL,2013,1,0.0,,,
962,15FL,2018,11,0.0,,,1.0
963,15G,1988,12,0.0,,,1.0
964,15G,1989,6,0.0,,,1.0
965,15G,1989,8,0.0,,,1.0
966,15G,1996,9,0.0,,,1.0
967,15G,1997,7,0.0,,,1.0
968,15G,1998,5,0.0,,,1.0
969,15G,2002,7,0.0,,,1.0
970,15G,2003,6,0.0,,,1.0
971,15G,2005,6,0.0,,,1.0
972,15G,2008,9,0.0,,,2.0
973,15G,2011,9,0.0,,,1.0
974,15G,2011,10,0.0,,,1.0
975,15G,2013,9,0.0,,,1.0
976,15G,2014,5,0.0,,,1.0
977,15G,2018,7,0.0,,,1.0
978,15J,2000,9,0.0,,,1.0
979,15M,1993,4,0.0,,,1.0
980,15M,1999,12,0.0,,,1.0
981,15M,2000,11,0.0,,,1.0
982,15M,2015,7,0.0,,,1.0
983,15MA,2012,6,0.0,1.0,,
984,15R,1995,9,0.0,,,1.0
985,15S,1988,5,0.0,,,1.0
986,15WI,2018,7,0.0,,,1.0
987,15Z,1992,4,0.0,,,1.0
988,15Z,1994,7,0.0,,,1.0
989,15Z,1995,7,0.0,,,1.0
990,15Z,2000,4,0.0,,,1.0
991,15Z,2003,5,0.0,,,1.0
992,15Z,2011,7,0.0,,,1.0
993,15Z,2015,6,0.0,,,1.0
994,15Z,2016,5,0.0,,,1.0
995,15Z,2016,7,0.0,,,1.0
996,167,2015,10,0.0,,,1.0
997,16A,1996,12,0.0,,,1.0
998,16A,1997,3,0.0,,,2.0
999,16A,2004,12,0.0,,,1.0
1000,16A,2009,4,0.0,,,1.0
1001,16AK,2004,6,0.0,,,1.0
1002,16AR,2004,7,0.0,,,1.0
1003,16D,2004,9,0.0,,,1.0
1004,16FD,2016,11,0.0,,,1.0
1005,16FL,2012,4,0.0,,,1.0
1006,16FL,2016,5,0.0,,,1.0
1007,16G,2005,9,0.0,,,1.0
1008,16J,1991,7,0.0,,,1.0
1009,16J,1999,7,0.0,,,1.0
1010,16J,2006,1,0.0,,,
1011,16J,2008,1,0.0,,,
1012,16S,1991,7,0.0,,,1.0
1013,16S,2011,3,0.0,,,1.0
1014,16TE,2012,8,0.0,,,1.0
1015,16TE,2019,6,0.0,,,1.0
1016,16W,2016,10,0.0,,,1.0
1017,16X,2009,1,0.0,,,
1018,16X,2010,8,0.0,,,2.0
1019,17A,1988,4,0.0,,,1.0
1020,17A,1988,5,0.0,,,1.0
1021,17A,1988,7,0.0,,,1.0
1022,17A,1988,11,0.0,,,1.0
1023,17A,1991,3,0.0,,,1.0
1024,17FL,1989,3,0.0,,,1.0
1025,17FL,2008,4,0.0,,,1.0
1026,17FL,2019,2,0.0,,,1.0
1027,17G,1994,11,0.0,,,1.0
1028,17GA,2014,7,0.0,,,1.0
1029,17J,1988,3,0.0,,,1.0
1030,17J,1994,1,0.0,,,
1031,17J,2001,3,0.0,,,1.0
1032,17K,1989,5,0.0,,,1.0
1033,17K,2004,11,0.0,,,1.0
1034,17K,2013,6,0.0,,,1.0
1035,17M,2004,9,0.0,,,1.0
1036,17M,2009,6,0.0,,,1.0
1037,17N,1992,2,0.0,,,1.0
1038,17N,1992,8,0.0,1.0,,
1039,17N,1993,7,0.0,1.0,,
1040,17N,1994,4,0.0,,,1.0
1041,17N,1994,5,0.0,1.0,,
1042,17N,1995,4,0.0,1.0,,
1043,17N,1995,6,0.0,1.0,,
1044,17N,1996,6,0.0,,,1.0
1045,17N,1996,8,0.0,1.0,,
1046,17N,1997,5,0.0,1.0,,
1047,17N,1998,6,0.0,1.0,,
1048,17N,1999,5,0.0,,,1.0
1049,17N,1999,6,0.0,1.0,,
1050,17N,1999,8,0.0,2.0,,
1051,17N,2000,9,0.0,,,1.0
1052,17N,2000,12,0.0,,,1.0
1053,17N,2001,12,0.0,,,1.0
1054,17N,2002,6,0.0,,,1.0
1055,17N,2003,8,0.0,1.0,,
1056,17N,2004,12,1.0,,,0.0
1057,17N,2005,2,0.0,,,1.0
1058,17N,2005,7,0.0,1.0,,
1059,17N,2006,9,0.0,1.0,,
1060,17N,2008,7,0.0,,,1.0
1061,17N,2011,3,0.0,1.0,,
1062,17N,2011,5,0.0,1.0,,
1063,17N,2012,4,0.0,,,1.0
1064,17N,2012,8,0.0,1.0,,
1065,17N,2012,9,0.0,2.0,,
1066,17N,2012,11,0.0,2.0,,
1067,17N,2016,8,0.0,,,1.0
1068,17N,2019,4,0.0,1.0,,
1069,17S,1997,11,0.0,,,1.0
1070,17S,1998,7,0.0,,,1.0
1071,17S,2000,9,0.0,,,1.0
1072,17S,2001,9,0.0,,,1.0
1073,17S,2002,8,0.0,,,2.0
1074,17S,2003,6,0.0,,,1.0
1075,17S,2015,7,0.0,,,1.0
1076,17S,2018,11,0.0,,,1.0
1077,17TE,2012,8,0.0,,,1.0
1078,17U,2004,7,0.0,,,1.0
1079,17U,2006,8,0.0,,,1.0
1080,17Y,1996,5,0.0,,,1.0
1081,17Y,1997,6,0.0,,,1.0
1082,17Z,2005,5,0.0,,,1.0
1083,182A,2014,5,1.0,,,0.0
1084,18A,1990,3,0.0,,,1.0
1085,18A,2003,7,0.0,,,1.0
1086,18A,2010,2,0.0,,,1.0
1087,18A,2010,8,0.0,,,1.0
1088,18AZ,2003,9,0.0,,,1.0
1089,18AZ,2005,1,0.0,,,
1090,18AZ,2005,3,0.0,,,1.0
1091,18AZ,2006,2,0.0,,,1.0
1092,18AZ,2008,2,0.0,,,1.0
1093,18AZ,2013,11,0.0,,,1.0
1094,18FD,1999,8,0.0,,,1.0
1095,18FD,2017,6,0.0,,,1.0
1096,18GA,1991,7,0.0,,,1.0
1097,18GA,1996,1,0.0,,,
1098,18KS,1999,7,0.0,,,1.0
1099,18MO,2011,10,0.0,,,1.0
1100,18MO,2017,1,0.0,,,
1101,18V,2001,3,0.0,,,1.0
1102,18V,2001,6,0.0,,,1.0
1103,18V,2003,12,0.0,,,1.0
1104,18V,2005,6,0.0,,,1.0
1105,18V,2006,4,0.0,,,1.0
1106,18V,2008,5,0.0,,,1.0
1107,18V,2014,3,0.0,,,1.0
1108,18V,2014,12,0.0,,,1.0
1109,18V,2015,11,0.0,,,1.0
1110,18V,2018,10,0.0,,,1.0
1111,18Y,1988,4,0.0,,,1.0
1112,18Y,1991,8,0.0,,,1.0
1113,190R,1997,6,0.0,,,1.0
1114,193,1999,3,0.0,,,1.0
1115,19A,1990,9,0.0,,,1.0
1116,19A,1995,3,0.0,,,1.0
1117,19A,2008,1,0.0,,,
1118,19A,2008,9,0.0,,,1.0
1119,19A,2012,1,0.0,,,
1120,19AZ,2010,10,0.0,,,1.0
1121,19AZ,2018,8,0.0,,,1.0
1122,19D,1994,9,0.0,,,1.0
1123,19GA,1995,6,0.0,,,1.0
1124,19GA,2011,3,0.0,,,1.0
1125,19I,1988,5,0.0,,,1.0
1126,19I,1998,8,0.0,,,1.0
1127,19K,1988,4,0.0,,,1.0
1128,19K,2000,8,0.0,,,1.0
1129,19N,1988,11,0.0,,,1.0
1130,19N,1994,2,0.0,,,1.0
1131,19N,1996,10,0.0,,,1.0
1132,19N,1999,2,0.0,,,1.0
1133,19N,1999,8,0.0,,,1.0
1134,19N,2000,5,0.0,,,1.0
1135,19N,2000,11,0.0,,,1.0
1136,19N,2003,3,0.0,,,1.0
1137,19N,2008,7,0.0,,,1.0
1138,19N,2012,9,0.0,,,1.0
1139,19NC,2011,6,0.0,,,1.0
1140,19S,1991,2,0.0,,,1.0
1141,19S,2004,7,0.0,,,1.0
1142,1A0,2010,8,0.0,,,1.0
1143,1A1,2010,11,0.0,,,1.0
1144,1A2,2000,8,0.0,,,1.0
1145,1A3,1993,8,0.0,,,1.0
1146,1A5,1990,11,0.0,,,1.0
1147,1A5,1991,10,0.0,,,1.0
1148,1A5,1995,2,0.0,,,1.0
1149,1A5,1995,7,0.0,,,1.0
1150,1A5,1998,9,0.0,,,1.0
1151,1A5,1999,2,0.0,,,1.0
1152,1A5,2000,5,0.0,,,1.0
1153,1A5,2012,3,0.0,,,1.0
1154,1A5,2013,10,0.0,,,1.0
1155,1A6,1988,5,0.0,,,1.0
1156,1A6,1998,8,0.0,,,1.0
1157,1A6,2002,10,0.0,,,1.0
1158,1A6,2003,7,0.0,,,1.0
1159,1A6,2008,3,0.0,,,1.0
1160,1A6,2014,5,0.0,,,1.0
1161,1A7,1998,4,0.0,,,1.0
1162,1A7,2009,10,0.0,,,1.0
1163,1A7,2019,7,0.0,,,1.0
1164,1A9,1996,12,0.0,,,1.0
1165,1A9,2014,10,0.0,,,1.0
1166,1AK8,2019,7,0.0,,,1.0
1167,1AL4,2019,6,0.0,,,1.0
1168,1AL4,2019,8,0.0,,,1.0
1169,1AR6,2016,8,0.0,,,1.0
1170,1AR9,1998,2,0.0,,,1.0
1171,1AR9,2004,1,0.0,,,
1172,1AR9,2007,5,0.0,,,1.0
1173,1AR9,2007,10,0.0,,,1.0
1174,1AR9,2012,10,0.0,,,1.0
1175,1AR9,2014,10,0.0,,,1.0
1176,1AZ0,1990,10,0.0,,,1.0
1177,1AZ0,1991,6,0.0,,,2.0
1178,1AZ0,2000,1,0.0,,,
1179,1AZ0,2001,4,0.0,,,1.0
1180,1AZ0,2012,5,0.0,,,1.0
1181,1AZO,2002,5,0.0,,,1.0
1182,1AZO,2012,9,0.0,,,1.0
1183,1B0,1992,6,0.0,,,1.0
1184,1B0,2002,10,0.0,,,1.0
1185,1B0,2015,8,0.0,,,1.0
1186,1B1,1989,4,0.0,,,1.0
1187,1B1,1990,4,0.0,,,1.0
1188,1B1,1990,7,0.0,,,1.0
1189,1B1,1993,2,0.0,,,1.0
1190,1B1,2018,6,0.0,,,1.0
1191,1B2,1992,1,0.0,,,
1192,1B2,1993,7,0.0,,,1.0
1193,1B2,1994,6,0.0,,,1.0
1194,1B2,1997,7,0.0,,,1.0
1195,1B2,1997,10,0.0,,,1.0
1196,1B2,1998,7,0.0,,,1.0
1197,1B2,2002,10,0.0,,,1.0
1198,1B2,2005,6,0.0,,,1.0
1199,1B2,2013,9,0.0,,,1.0
1200,1B2,2017,7,0.0,,,1.0
1201,1B5,1988,5,0.0,,,1.0
1202,1B5,1988,6,0.0,,,1.0
1203,1B5,1990,9,0.0,,,1.0
1204,1B5,1996,8,0.0,,,1.0
1205,1B5,2007,5,0.0,,,1.0
1206,1B5,2010,9,0.0,,,1.0
1207,1B6,1988,4,0.0,,,1.0
1208,1B6,1994,3,0.0,,,1.0
1209,1B6,1995,8,0.0,,,1.0
1210,1B6,1999,10,0.0,,,1.0
1211,1B6,1999,11,0.0,,,1.0
1212,1B7,1988,8,0.0,,,1.0
1213,1B8,2010,5,0.0,,,1.0
1214,1B8,2012,5,0.0,,,1.0
1215,1B9,1980,9,0.0,1.0,,
1216,1B9,1980,10,0.0,1.0,,
1217,1B9,1980,11,0.0,1.0,,
1218,1B9,1981,2,0.0,1.0,,
1219,1B9,1981,3,0.0,2.0,,
1220,1B9,1981,8,0.0,1.0,,
1221,1B9,1981,11,0.0,1.0,,
1222,1B9,1983,6,0.0,1.0,,
1223,1B9,1983,8,0.0,1.0,,
1224,1B9,1983,11,0.0,1.0,,
1225,1B9,1984,9,0.0,1.0,,
1226,1B9,1985,6,0.0,1.0,,
1227,1B9,1985,9,0.0,1.0,,
1228,1B9,1987,1,0.0,,,
1229,1B9,1989,7,0.0,1.0,,
1230,1B9,1991,9,0.0,1.0,,
1231,1B9,1993,4,0.0,1.0,,
1232,1B9,1994,6,0.0,1.0,,
1233,1B9,1994,8,0.0,1.0,,
1234,1B9,1995,7,0.0,,,1.0
1235,1B9,1996,6,0.0,,,1.0
1236,1B9,1996,10,0.0,1.0,,2.0
1237,1B9,1996,12,0.0,,,1.0
1238,1B9,1997,6,0.0,,,1.0
1239,1B9,1997,12,0.0,,,1.0
1240,1B9,1999,8,0.0,,,1.0
1241,1B9,2000,1,0.0,,,
1242,1B9,2000,5,0.0,1.0,,
1243,1B9,2000,6,0.0,1.0,,
1244,1B9,2000,8,0.0,,,1.0
1245,1B9,2001,10,0.0,1.0,,
1246,1B9,2001,12,0.0,1.0,,
1247,1B9,2003,10,0.0,,,1.0
1248,1B9,2004,1,0.0,,,
1249,1B9,2004,11,0.0,,,1.0
1250,1B9,2007,9,0.0,,,1.0
1251,1B9,2008,4,0.0,1.0,,
1252,1B9,2009,2,0.0,1.0,,
1253,1B9,2009,4,0.0,1.0,,
1254,1B9,2011,12,0.0,,,1.0
1255,1B9,2012,7,0.0,1.0,,
1256,1B9,2012,8,0.0,1.0,,
1257,1B9,2012,10,0.0,,,1.0
1258,1B9,2014,2,0.0,,,1.0
1259,1B9,2019,2,0.0,,,1.0
1260,1BT,2014,5,0.0,,,1.0
1261,1C08,2010,5,0.0,,,1.0
1262,1C1,2011,7,0.0,,,1.0
1263,1C2,1989,10,0.0,,,1.0
1264,1C2,1990,2,0.0,,,1.0
1265,1C2,1993,9,0.0,,,1.0
1266,1C2,2000,8,0.0,,,1.0
1267,1C3,2001,11,0.0,,,1.0
1268,1C3,2002,2,0.0,,,1.0
1269,1C3,2010,1,0.0,,,
1270,1C3,2016,10,0.0,,,1.0
1271,1C5,1987,3,0.0,1.0,,
1272,1C5,1988,12,0.0,,,1.0
1273,1C5,1989,8,0.0,,,1.0
1274,1C5,1990,4,0.0,2.0,,
1275,1C5,1990,5,0.0,,,2.0
1276,1C5,1990,7,0.0,,,1.0
1277,1C5,1990,9,0.0,1.0,,
1278,1C5,1991,5,0.0,2.0,,
1279,1C5,1991,9,0.0,1.0,,
1280,1C5,1992,5,0.0,1.0,,
1281,1C5,1992,7,0.0,1.0,,
1282,1C5,1992,10,0.0,1.0,,
1283,1C5,1992,12,0.0,1.0,,
1284,1C5,1994,5,0.0,,,1.0
1285,1C5,1998,8,0.0,1.0,,
1286,1C5,1999,3,0.0,,,1.0
1287,1C5,2000,6,0.0,1.0,,
1288,1C5,2001,5,0.0,1.0,,
1289,1C5,2003,8,0.0,1.0,,
1290,1C5,2003,10,0.0,,,1.0
1291,1C5,2004,6,0.0,1.0,,
1292,1C5,2008,9,0.0,,,1.0
1293,1C5,2010,6,0.0,1.0,,
1294,1C5,2010,12,0.0,,,1.0
1295,1C5,2011,9,0.0,,,1.0
1296,1C5,2013,9,0.0,,,1.0
1297,1C5,2016,3,0.0,,,1.0
1298,1C5,2017,11,0.0,,,1.0
1299,1C5,2019,8,0.0,1.0,,
1300,1C8,1993,9,0.0,,,1.0
1301,1C8,2009,1,0.0,,,
1302,1C8,2010,9,0.0,,,1.0
1303,1C8,2012,8,0.0,,,1.0
1304,1C9,1997,6,0.0,,,1.0
1305,1C9,1998,8,0.0,,,1.0
1306,1C9,2008,5,0.0,,,1.0
1307,1C9,2008,10,0.0,,,1.0
1308,1C9,2014,11,0.0,,,1.0
1309,1C9,2015,8,0.0,,,1.0
1310,1CA6,1993,8,0.0,,,1.0
1311,1CO8,2006,7,0.0,,,1.0
1312,1CO8,2007,8,0.0,,,1.0
1313,1CO8,2011,4,0.0,,,1.0
1314,1D2,1978,2,0.0,1.0,,
1315,1D2,1978,4,0.0,1.0,,
1316,1D2,1978,10,0.0,2.0,,
1317,1D2,1979,2,0.0,1.0,,
1318,1D2,1980,1,0.0,,,
1319,1D2,1981,2,0.0,1.0,,
1320,1D2,1981,7,0.0,1.0,,
1321,1D2,1981,10,0.0,1.0,,
1322,1D2,1982,1,0.0,,,
1323,1D2,1983,1,0.0,,,
1324,1D2,1983,5,0.0,1.0,,
1325,1D2,1985,2,0.0,1.0,,
1326,1D2,1986,6,0.0,1.0,,
1327,1D2,1986,8,0.0,1.0,,
1328,1D2,1989,3,0.0,1.0,,
1329,1D2,1990,5,0.0,2.0,,
1330,1D2,1990,10,0.0,,,1.0
1331,1D2,1990,12,0.0,,,1.0
1332,1D2,1991,5,0.0,1.0,,
1333,1D2,1992,5,0.0,1.0,,
1334,1D2,1992,8,0.0,,,1.0
1335,1D2,1993,2,0.0,,,1.0
1336,1D2,1994,5,0.0,1.0,,
1337,1D2,1995,6,0.0,,,1.0
1338,1D2,1995,9,0.0,1.0,,
1339,1D2,1995,12,0.0,,,1.0
1340,1D2,1996,12,0.0,1.0,,
1341,1D2,1997,6,0.0,,,1.0
1342,1D2,1998,6,0.0,1.0,,
1343,1D2,2000,6,0.0,,,1.0
1344,1D2,2001,8,0.0,,,1.0
1345,1D2,2002,5,0.0,1.0,,
1346,1D2,2002,10,0.0,,,1.0
