,airport_code,year,month,ntsb_incidents,ntsb_accidents,faa_incidents
70383,WPO,2015,6,0.0,0.0,1.0
70384,WPO,2015,11,0.0,0.0,1.0
70385,WRB,1991,1,0.0,0.0,1.0
70386,WRB,1992,2,0.0,0.0,1.0
70387,WRB,1996,5,0.0,0.0,1.0
70388,WRB,1997,9,0.0,0.0,1.0
70389,WRG,1992,3,0.0,0.0,1.0
70390,WRG,1992,6,0.0,0.0,1.0
70391,WRG,1992,7,0.0,1.0,0.0
70392,WRG,1997,6,0.0,0.0,1.0
70393,WRG,2004,5,0.0,0.0,1.0
70394,WRG,2005,6,0.0,0.0,1.0
70395,WRI,1988,10,0.0,1.0,0.0
70396,WRI,1992,12,0.0,0.0,1.0
70397,WRI,1994,7,0.0,0.0,1.0
70398,WRI,1997,11,0.0,0.0,1.0
70399,WRL,1996,8,0.0,1.0,0.0
70400,WRL,1997,8,0.0,0.0,1.0
70401,WRL,2008,10,0.0,0.0,1.0
70402,WRL,2017,9,0.0,1.0,0.0
70403,WS17,2015,6,0.0,1.0,0.0
70404,WS17,2017,9,0.0,1.0,0.0
70405,WS29,1998,10,0.0,1.0,0.0
70406,WS43,2018,8,0.0,1.0,0.0
70407,WS69,2009,9,0.0,1.0,0.0
70408,WS77,2008,2,0.0,1.0,0.0
70409,WS77,2009,4,0.0,1.0,0.0
70410,WSAC,2013,10,1.0,0.0,0.0
70411,WSG,1988,6,0.0,0.0,1.0
70412,WSG,1989,5,0.0,0.0,1.0
70413,WSG,1989,7,0.0,0.0,1.0
70414,WSG,1990,2,0.0,0.0,1.0
70415,WSG,1990,9,0.0,0.0,3.0
70416,WSG,1991,5,0.0,0.0,1.0
70417,WSG,1991,7,0.0,0.0,1.0
70418,WSG,1993,7,0.0,0.0,2.0
70419,WSG,1994,8,0.0,0.0,1.0
70420,WSG,1994,10,0.0,0.0,1.0
70421,WSG,1996,1,0.0,0.0,1.0
70422,WSG,1996,9,0.0,0.0,1.0
70423,WSG,1997,6,0.0,0.0,1.0
70424,WSG,1999,5,0.0,0.0,2.0
70425,WSG,1999,8,0.0,0.0,1.0
70426,WSG,2000,10,0.0,0.0,1.0
70427,WSG,2001,10,0.0,0.0,1.0
70428,WSG,2001,11,0.0,0.0,2.0
70429,WSG,2001,12,0.0,0.0,1.0
70430,WSG,2002,9,0.0,0.0,1.0
70431,WSG,2004,9,0.0,0.0,1.0
70432,WSG,2006,9,0.0,0.0,1.0
70433,WSG,2009,6,0.0,0.0,1.0
70434,WSG,2009,7,0.0,0.0,1.0
70435,WSG,2010,9,0.0,0.0,1.0
70436,WSG,2011,12,0.0,0.0,1.0
70437,WSG,2014,6,0.0,0.0,1.0
70438,WSG,2014,11,0.0,0.0,1.0
70439,WSG,2015,4,0.0,0.0,1.0
70440,WSG,2016,4,0.0,0.0,1.0
70441,WSG,2017,7,0.0,0.0,1.0
70442,WSG,2019,2,0.0,0.0,1.0
70443,WSH,1988,5,0.0,0.0,1.0
70444,WSH,1988,7,0.0,0.0,1.0
70445,WSH,1988,8,0.0,0.0,1.0
70446,WSH,1988,9,0.0,0.0,1.0
70447,WSH,1989,4,0.0,0.0,1.0
70448,WSH,1989,7,0.0,0.0,1.0
70449,WSH,1990,4,0.0,0.0,1.0
70450,WSH,1990,5,0.0,0.0,1.0
70451,WSH,1990,9,0.0,0.0,1.0
70452,WSH,1991,2,0.0,0.0,1.0
70453,WSH,1992,2,0.0,0.0,1.0
70454,WSH,1992,3,0.0,0.0,1.0
70455,WSH,1992,6,0.0,0.0,1.0
70456,WSH,1998,7,0.0,0.0,1.0
70457,WSH,2001,1,0.0,0.0,1.0
70458,WSH,2012,7,0.0,0.0,2.0
70459,WSH,2018,6,0.0,0.0,1.0
70460,WSN,1999,8,0.0,0.0,1.0
70461,WSN,2000,5,0.0,0.0,1.0
70462,WSN,2014,5,1.0,0.0,1.0
70463,WSSS,2005,6,1.0,0.0,0.0
70464,WST,1988,6,0.0,1.0,0.0
70465,WST,1989,3,0.0,0.0,1.0
70466,WST,1989,7,0.0,1.0,0.0
70467,WST,1989,10,0.0,0.0,2.0
70468,WST,1991,4,0.0,0.0,2.0
70469,WST,1991,6,0.0,1.0,0.0
70470,WST,1991,7,0.0,0.0,1.0
70471,WST,1991,8,0.0,1.0,0.0
70472,WST,1991,9,0.0,0.0,1.0
70473,WST,1995,12,0.0,1.0,0.0
70474,WST,1996,7,0.0,0.0,1.0
70475,WST,1997,8,0.0,1.0,0.0
70476,WST,1998,8,0.0,0.0,1.0
70477,WST,1999,8,0.0,0.0,1.0
70478,WST,1999,9,0.0,1.0,0.0
70479,WST,2000,10,0.0,0.0,1.0
70480,WST,2003,3,0.0,1.0,0.0
70481,WST,2003,11,0.0,2.0,0.0
70482,WST,2007,1,0.0,0.0,1.0
70483,WST,2007,8,0.0,1.0,0.0
70484,WST,2007,9,0.0,0.0,1.0
70485,WST,2008,8,0.0,1.0,0.0
70486,WST,2009,7,0.0,1.0,0.0
70487,WST,2009,8,0.0,0.0,2.0
70488,WST,2010,10,0.0,0.0,1.0
70489,WST,2010,12,0.0,0.0,1.0
70490,WST,2011,10,0.0,1.0,0.0
70491,WST,2012,2,0.0,0.0,1.0
70492,WST,2012,6,0.0,0.0,1.0
70493,WST,2014,8,0.0,0.0,1.0
70494,WST,2015,7,0.0,0.0,1.0
70495,WST,2016,6,0.0,1.0,0.0
70496,WST,2016,8,0.0,0.0,1.0
70497,WST,2017,8,0.0,0.0,1.0
70498,WST,2018,8,0.0,0.0,1.0
70499,WTK,1997,4,0.0,1.0,0.0
70500,WTK,1999,7,0.0,0.0,1.0
70501,WTL,1988,2,0.0,0.0,1.0
70502,WTL,1990,3,0.0,0.0,1.0
70503,WTL,1993,4,0.0,0.0,1.0
70504,WTL,2000,3,0.0,0.0,1.0
70505,WTL,2014,8,0.0,0.0,1.0
70506,WV12,1988,2,0.0,1.0,0.0
70507,WV12,1990,6,0.0,1.0,0.0
70508,WV12,1992,7,0.0,1.0,0.0
70509,WV12,1992,10,0.0,1.0,0.0
70510,WV12,1993,8,0.0,1.0,0.0
70511,WV12,1997,6,0.0,1.0,0.0
70512,WV12,1998,9,0.0,1.0,0.0
70513,WV12,2001,1,0.0,1.0,0.0
70514,WV12,2001,6,0.0,1.0,0.0
70515,WV12,2003,2,0.0,1.0,0.0
70516,WV12,2007,8,0.0,1.0,0.0
70517,WV12,2008,3,0.0,1.0,0.0
70518,WV12,2009,7,0.0,1.0,0.0
70519,WV12,2012,2,0.0,1.0,0.0
70520,WV22,2011,10,0.0,1.0,0.0
70521,WV22,2016,5,0.0,1.0,0.0
70522,WV22,2016,7,0.0,1.0,0.0
70523,WV22,2019,6,0.0,1.0,0.0
70524,WV29,1993,2,0.0,1.0,0.0
70525,WV29,2003,11,0.0,1.0,0.0
70526,WV29,2014,10,0.0,1.0,0.0
70527,WV30,1991,12,0.0,1.0,0.0
70528,WV30,2004,8,0.0,1.0,0.0
70529,WV30,2010,6,0.0,1.0,0.0
70530,WV59,2010,10,0.0,1.0,0.0
70531,WV62,1998,2,0.0,1.0,0.0
70532,WV62,2000,8,0.0,1.0,0.0
70533,WV62,2004,2,0.0,1.0,0.0
70534,WV62,2013,4,0.0,1.0,0.0
70535,WV62,2017,6,0.0,1.0,0.0
70536,WV67,2010,4,0.0,1.0,0.0
70537,WV77,2004,7,0.0,1.0,0.0
70538,WVI,1988,5,0.0,0.0,2.0
70539,WVI,1989,4,0.0,0.0,1.0
70540,WVI,1989,10,0.0,0.0,1.0
70541,WVI,1990,3,0.0,1.0,0.0
70542,WVI,1990,4,0.0,0.0,1.0
70543,WVI,1990,10,0.0,2.0,0.0
70544,WVI,1990,11,0.0,0.0,1.0
70545,WVI,1991,2,0.0,1.0,0.0
70546,WVI,1991,5,0.0,0.0,1.0
70547,WVI,1991,6,0.0,1.0,0.0
70548,WVI,1991,12,0.0,1.0,0.0
70549,WVI,1993,1,0.0,0.0,1.0
70550,WVI,1994,1,0.0,1.0,0.0
70551,WVI,1995,7,0.0,0.0,1.0
70552,WVI,1995,11,0.0,1.0,0.0
70553,WVI,1997,2,0.0,0.0,1.0
70554,WVI,1997,5,0.0,1.0,1.0
70555,WVI,1997,9,0.0,1.0,0.0
70556,WVI,1999,5,0.0,0.0,1.0
70557,WVI,1999,7,0.0,0.0,1.0
70558,WVI,2001,8,0.0,1.0,1.0
70559,WVI,2002,6,0.0,0.0,2.0
70560,WVI,2003,8,0.0,1.0,0.0
70561,WVI,2005,1,0.0,0.0,1.0
70562,WVI,2005,3,0.0,0.0,1.0
70563,WVI,2005,4,0.0,0.0,1.0
70564,WVI,2005,6,0.0,0.0,1.0
70565,WVI,2005,9,0.0,0.0,1.0
70566,WVI,2006,9,0.0,1.0,0.0
70567,WVI,2007,1,0.0,1.0,0.0
70568,WVI,2007,4,0.0,1.0,0.0
70569,WVI,2008,4,0.0,0.0,1.0
70570,WVI,2010,8,0.0,0.0,1.0
70571,WVI,2010,11,0.0,0.0,1.0
70572,WVI,2011,7,0.0,1.0,0.0
70573,WVI,2012,6,0.0,2.0,0.0
70574,WVI,2012,11,0.0,1.0,0.0
70575,WVI,2013,10,0.0,1.0,0.0
70576,WVI,2014,6,0.0,0.0,1.0
70577,WVI,2015,3,0.0,0.0,1.0
70578,WVI,2017,7,0.0,0.0,1.0
70579,WVI,2017,9,0.0,1.0,0.0
70580,WVI,2018,6,0.0,0.0,1.0
70581,WVI,2019,10,0.0,0.0,1.0
70582,WVL,1989,2,0.0,0.0,2.0
70583,WVL,1989,4,0.0,0.0,1.0
70584,WVL,1989,6,0.0,0.0,1.0
70585,WVL,1989,7,0.0,1.0,0.0
70586,WVL,1989,8,0.0,1.0,0.0
70587,WVL,1990,2,0.0,0.0,1.0
70588,WVL,1995,2,0.0,0.0,1.0
70589,WVL,2002,1,0.0,1.0,0.0
70590,WVL,2002,10,0.0,1.0,0.0
70591,WVL,2011,10,0.0,0.0,1.0
70592,WVL,2017,4,0.0,0.0,1.0
70593,WWA,1988,5,0.0,0.0,1.0
70594,WWA,1993,8,0.0,0.0,1.0
70595,WWA,1996,6,0.0,0.0,1.0
70596,WWA,1996,9,0.0,0.0,1.0
70597,WWA,1998,9,0.0,0.0,1.0
70598,WWA,2000,6,0.0,0.0,1.0
70599,WWA,2001,5,0.0,0.0,1.0
70600,WWA,2002,3,0.0,0.0,1.0
70601,WWA,2003,6,0.0,0.0,1.0
70602,WWA,2008,4,0.0,0.0,1.0
70603,WWA,2008,5,0.0,0.0,1.0
70604,WWA,2010,4,0.0,0.0,1.0
70605,WWA,2011,3,0.0,0.0,1.0
70606,WWA,2013,7,0.0,0.0,1.0
70607,WWA,2014,8,0.0,0.0,1.0
70608,WWA,2015,3,0.0,0.0,1.0
70609,WWA,2015,7,0.0,0.0,1.0
70610,WWA,2016,9,0.0,0.0,1.0
70611,WWA,2017,1,0.0,0.0,1.0
70612,WWD,1990,10,0.0,1.0,0.0
70613,WWD,1991,1,0.0,1.0,0.0
70614,WWD,1993,2,0.0,0.0,1.0
70615,WWD,1993,5,0.0,1.0,0.0
70616,WWD,1993,7,0.0,1.0,0.0
70617,WWD,1995,6,0.0,0.0,1.0
70618,WWD,1995,12,0.0,1.0,0.0
70619,WWD,1997,7,0.0,1.0,0.0
70620,WWD,1999,4,0.0,0.0,1.0
70621,WWD,1999,9,0.0,1.0,1.0
70622,WWD,2000,2,0.0,1.0,0.0
70623,WWD,2000,7,0.0,1.0,0.0
70624,WWD,2001,9,0.0,1.0,0.0
70625,WWD,2002,4,0.0,0.0,1.0
70626,WWD,2004,8,0.0,1.0,0.0
70627,WWD,2005,4,0.0,1.0,0.0
70628,WWD,2005,7,0.0,1.0,1.0
70629,WWD,2005,12,0.0,0.0,1.0
70630,WWD,2008,5,0.0,1.0,0.0
70631,WWD,2009,11,0.0,0.0,1.0
70632,WWD,2010,8,0.0,0.0,1.0
70633,WWD,2011,7,0.0,0.0,1.0
70634,WWD,2016,8,0.0,0.0,1.0
70635,WWD,2018,11,0.0,1.0,0.0
70636,WWR,1988,1,0.0,1.0,0.0
70637,WWR,1989,8,0.0,0.0,1.0
70638,WWR,1991,5,0.0,0.0,1.0
70639,WWR,1991,9,0.0,0.0,1.0
70640,WWR,1994,12,0.0,0.0,1.0
70641,WWR,1995,9,0.0,0.0,1.0
70642,WWR,1998,9,0.0,0.0,1.0
70643,WWR,2005,4,0.0,1.0,0.0
70644,WWR,2005,6,0.0,0.0,1.0
70645,WWR,2010,6,0.0,0.0,1.0
70646,WWR,2011,10,0.0,0.0,1.0
70647,WWR,2012,3,0.0,1.0,0.0
70648,WWR,2017,10,0.0,0.0,1.0
70649,WWT,1995,12,0.0,1.0,0.0
70650,WY60,2000,5,0.0,1.0,0.0
70651,WY65,2019,6,0.0,1.0,0.0
70652,WYS,1990,7,0.0,0.0,1.0
70653,WYS,1991,8,0.0,0.0,1.0
70654,WYS,1997,7,0.0,1.0,0.0
70655,WYS,2002,8,0.0,1.0,0.0
70656,WYS,2006,9,0.0,0.0,1.0
70657,WYS,2013,8,0.0,1.0,0.0
70658,X,2014,7,0.0,1.0,0.0
70659,X-23,1996,5,0.0,1.0,0.0
70660,X-28,1996,1,0.0,1.0,0.0
70661,X-47,1994,4,0.0,1.0,0.0
70662,X-51,1999,3,0.0,1.0,0.0
70663,X-52,1994,3,0.0,1.0,0.0
70664,X00,1989,5,0.0,1.0,0.0
70665,X01,1990,3,0.0,1.0,0.0
70666,X01,1991,3,0.0,1.0,0.0
70667,X01,1996,4,0.0,1.0,0.0
70668,X01,1998,1,0.0,1.0,0.0
70669,X01,2003,1,0.0,2.0,0.0
70670,X01,2003,10,0.0,1.0,0.0
70671,X01,2004,5,0.0,1.0,0.0
70672,X01,2009,1,0.0,1.0,0.0
70673,X01,2009,11,0.0,1.0,0.0
70674,X01,2012,4,0.0,1.0,0.0
70675,X01,2013,10,0.0,1.0,0.0
70676,X01,2014,10,0.0,1.0,0.0
70677,X01,2014,11,0.0,1.0,0.0
70678,X01,2016,1,0.0,1.0,0.0
70679,X04,1988,7,0.0,2.0,0.0
70680,X04,1990,5,0.0,1.0,0.0
70681,X04,1990,7,0.0,1.0,0.0
70682,X04,1990,9,0.0,1.0,0.0
70683,X04,1993,2,0.0,1.0,0.0
70684,X04,1993,11,0.0,1.0,0.0
70685,X04,1996,7,0.0,1.0,0.0
70686,X04,2002,9,0.0,1.0,0.0
70687,X04,2003,7,0.0,1.0,0.0
70688,X04,2006,3,0.0,1.0,0.0
70689,X04,2008,2,0.0,1.0,0.0
70690,X04,2011,6,0.0,1.0,0.0
70691,X04,2014,2,0.0,1.0,0.0
70692,X04,2014,10,0.0,1.0,0.0
70693,X04,2015,7,0.0,1.0,0.0
70694,X04,2016,6,0.0,1.0,0.0
70695,X04,2016,9,0.0,1.0,0.0
70696,X04,2018,2,0.0,1.0,0.0
70697,X04,2018,12,0.0,1.0,0.0
70698,X04,2019,10,0.0,1.0,0.0
70699,X05,1994,7,0.0,1.0,0.0
70700,X05,1995,6,0.0,1.0,0.0
70701,X05,1995,10,0.0,1.0,0.0
70702,X05,1998,8,0.0,1.0,0.0
70703,X05,1999,2,0.0,1.0,0.0
70704,X05,2000,2,0.0,1.0,0.0
70705,X05,2004,4,0.0,1.0,0.0
70706,X05,2006,3,0.0,1.0,0.0
70707,X05,2006,4,0.0,1.0,0.0
70708,X05,2009,10,0.0,1.0,0.0
70709,X05,2011,11,0.0,1.0,0.0
70710,X06,1988,10,0.0,1.0,0.0
70711,X06,1994,8,0.0,1.0,0.0
70712,X06,1997,7,0.0,1.0,0.0
70713,X06,2009,8,0.0,1.0,0.0
70714,X06,2015,7,0.0,1.0,0.0
70715,X06,2016,9,0.0,1.0,0.0
70716,X06,2016,10,0.0,1.0,0.0
70717,X06,2018,6,0.0,1.0,0.0
70718,X07,1989,5,0.0,1.0,0.0
70719,X07,1991,5,0.0,1.0,0.0
70720,X07,1997,5,0.0,2.0,0.0
70721,X07,2000,7,0.0,1.0,0.0
70722,X07,2001,3,0.0,1.0,0.0
70723,X07,2005,12,0.0,2.0,0.0
70724,X07,2006,9,0.0,1.0,0.0
70725,X07,2008,5,0.0,1.0,0.0
70726,X07,2012,4,0.0,1.0,0.0
70727,X07,2012,6,0.0,1.0,0.0
70728,X07,2015,7,0.0,1.0,0.0
70729,X07,2015,9,0.0,1.0,0.0
70730,X07,2018,8,0.0,1.0,0.0
70731,X09,1992,11,0.0,1.0,0.0
70732,X09,1993,3,0.0,1.0,0.0
70733,X09,1994,1,1.0,0.0,0.0
70734,X09,1997,4,0.0,1.0,0.0
70735,X09,2000,1,0.0,1.0,0.0
70736,X09,2000,3,1.0,0.0,0.0
70737,X09,2010,5,0.0,1.0,0.0
70738,X09,2016,10,0.0,1.0,0.0
70739,X10,1992,12,0.0,1.0,0.0
70740,X10,2000,12,0.0,1.0,0.0
70741,X10,2003,4,0.0,2.0,0.0
70742,X10,2011,6,0.0,1.0,0.0
70743,X13,2018,2,0.0,1.0,0.0
70744,X14,1991,2,0.0,1.0,0.0
70745,X14,1991,3,0.0,1.0,0.0
70746,X14,1993,3,0.0,1.0,0.0
70747,X14,1993,4,0.0,1.0,0.0
70748,X14,1993,11,0.0,1.0,0.0
70749,X14,1998,3,0.0,1.0,0.0
70750,X14,2003,8,0.0,1.0,0.0
70751,X14,2005,10,0.0,1.0,0.0
70752,X14,2014,4,0.0,1.0,0.0
70753,X14,2015,8,0.0,1.0,0.0
70754,X14,2018,4,0.0,1.0,0.0
70755,X16,1988,1,0.0,2.0,0.0
70756,X16,1988,7,1.0,0.0,0.0
70757,X16,1988,9,0.0,1.0,0.0
70758,X16,1988,12,0.0,1.0,0.0
70759,X16,1989,10,0.0,1.0,0.0
70760,X16,1994,2,0.0,1.0,0.0
70761,X16,1996,10,0.0,2.0,0.0
70762,X16,1998,4,0.0,2.0,0.0
70763,X16,2000,6,0.0,1.0,0.0
70764,X16,2000,8,0.0,1.0,0.0
70765,X17,1990,7,0.0,1.0,0.0
70766,X17,1991,2,0.0,1.0,0.0
70767,X17,1992,9,0.0,1.0,0.0
70768,X17,1994,10,0.0,1.0,0.0
70769,X18,1990,3,0.0,1.0,0.0
70770,X20,1997,11,0.0,1.0,0.0
70771,X21,1990,9,0.0,1.0,0.0
70772,X21,1991,1,0.0,1.0,0.0
70773,X21,1992,6,0.0,1.0,0.0
70774,X21,1993,5,0.0,1.0,0.0
70775,X21,1993,9,0.0,1.0,0.0
70776,X21,1995,8,0.0,1.0,0.0
70777,X21,2007,1,0.0,1.0,0.0
70778,X21,2008,3,0.0,2.0,0.0
70779,X21,2008,5,0.0,1.0,0.0
70780,X21,2011,8,0.0,1.0,0.0
70781,X21,2012,5,0.0,1.0,0.0
70782,X21,2012,9,0.0,1.0,0.0
70783,X21,2013,3,0.0,1.0,0.0
70784,X21,2014,7,0.0,1.0,0.0
70785,X21,2015,8,0.0,1.0,0.0
70786,X23,1997,10,0.0,1.0,0.0
70787,X23,2006,10,0.0,1.0,0.0
70788,X23,2012,1,0.0,1.0,0.0
70789,X23,2012,5,0.0,1.0,0.0
70790,X23,2018,6,0.0,1.0,0.0
70791,X25,1988,6,0.0,1.0,0.0
70792,X25,1988,9,0.0,2.0,0.0
70793,X25,1990,1,0.0,1.0,0.0
70794,X25,2001,5,0.0,1.0,0.0
70795,X25,2005,5,0.0,1.0,0.0
70796,X25,2006,4,0.0,1.0,0.0
70797,X25,2006,5,0.0,1.0,0.0
70798,X25,2007,2,0.0,1.0,0.0
70799,X25,2009,4,0.0,1.0,0.0
70800,X25,2011,4,0.0,1.0,0.0
70801,X25,2012,3,0.0,1.0,0.0
70802,X26,1988,7,0.0,0.0,1.0
70803,X26,1990,2,0.0,3.0,0.0
70804,X26,1993,3,0.0,1.0,0.0
70805,X26,1993,9,0.0,0.0,1.0
70806,X26,1997,9,0.0,0.0,1.0
70807,X26,1998,7,0.0,1.0,0.0
70808,X26,2000,6,0.0,0.0,1.0
70809,X26,2001,2,0.0,1.0,0.0
70810,X26,2001,5,0.0,0.0,1.0
70811,X26,2001,11,0.0,0.0,1.0
70812,X26,2005,4,0.0,0.0,1.0
70813,X26,2006,3,0.0,0.0,1.0
70814,X26,2008,12,0.0,1.0,0.0
70815,X26,2009,1,0.0,0.0,1.0
70816,X26,2010,3,0.0,0.0,1.0
70817,X26,2010,12,0.0,0.0,1.0
70818,X26,2011,1,0.0,0.0,1.0
70819,X26,2011,10,0.0,1.0,0.0
70820,X26,2012,3,0.0,0.0,1.0
70821,X26,2012,5,0.0,0.0,1.0
70822,X26,2013,2,0.0,0.0,1.0
70823,X26,2013,5,0.0,0.0,1.0
70824,X26,2014,3,0.0,0.0,1.0
70825,X26,2014,5,0.0,0.0,1.0
70826,X26,2014,6,0.0,1.0,0.0
70827,X26,2015,2,0.0,3.0,0.0
70828,X26,2015,4,0.0,1.0,0.0
70829,X26,2015,5,0.0,0.0,1.0
70830,X26,2015,10,0.0,0.0,1.0
70831,X26,2016,7,0.0,1.0,0.0
70832,X26,2017,3,0.0,0.0,1.0
70833,X28,1994,5,0.0,1.0,0.0
70834,X28,1998,1,0.0,1.0,0.0
70835,X28,1998,6,0.0,1.0,0.0
70836,X28,1998,9,0.0,1.0,0.0
70837,X28,2000,10,0.0,1.0,0.0
70838,X30,1988,9,0.0,1.0,0.0
70839,X31,1991,3,0.0,1.0,0.0
70840,X31,1994,5,0.0,1.0,0.0
70841,X31,1994,11,0.0,1.0,0.0
70842,X31,1997,11,0.0,1.0,0.0
70843,X31,1999,2,0.0,1.0,0.0
70844,X31,1999,4,0.0,1.0,0.0
70845,X31,2002,12,0.0,1.0,0.0
70846,X35,1999,9,0.0,1.0,0.0
70847,X35,2005,6,0.0,1.0,0.0
70848,X35,2006,4,0.0,1.0,0.0
70849,X35,2009,11,0.0,1.0,0.0
70850,X35,2014,4,0.0,1.0,0.0
70851,X35,2014,10,0.0,1.0,0.0
70852,X35,2016,10,0.0,1.0,0.0
70853,X35,2016,12,0.0,1.0,0.0
70854,X36,1996,5,0.0,1.0,0.0
70855,X36,1998,4,0.0,1.0,0.0
70856,X36,2000,2,0.0,1.0,0.0
70857,X36,2006,4,0.0,1.0,0.0
70858,X36,2018,6,0.0,1.0,0.0
70859,X39,1988,6,0.0,1.0,0.0
70860,X39,1999,6,0.0,1.0,0.0
70861,X39,1999,8,0.0,1.0,0.0
70862,X39,2002,9,0.0,1.0,0.0
70863,X39,2004,2,0.0,1.0,0.0
70864,X39,2004,6,0.0,1.0,0.0
70865,X39,2008,9,0.0,1.0,0.0
70866,X39,2010,10,0.0,1.0,0.0
70867,X39,2013,2,0.0,1.0,0.0
70868,X39,2013,10,0.0,1.0,0.0
70869,X39,2019,6,0.0,1.0,0.0
70870,X40,1995,10,0.0,1.0,0.0
70871,X40,2000,11,0.0,1.0,0.0
70872,X40,2004,9,0.0,1.0,0.0
70873,X40,2008,3,0.0,1.0,0.0
70874,X40,2008,7,0.0,1.0,0.0
70875,X40,2010,9,0.0,1.0,0.0
70876,X41,1991,3,0.0,1.0,0.0
70877,X41,1992,12,0.0,1.0,0.0
70878,X42,1991,6,0.0,1.0,0.0
70879,X42,1992,12,0.0,1.0,0.0
70880,X44,1998,2,0.0,1.0,0.0
70881,X44,2005,12,0.0,1.0,0.0
70882,X44,2009,10,0.0,1.0,0.0
70883,X44,2018,7,0.0,1.0,0.0
70884,X45,1988,1,0.0,1.0,0.0
70885,X45,1988,2,0.0,1.0,0.0
70886,X45,1992,8,0.0,1.0,0.0
70887,X46,1988,4,0.0,1.0,0.0
70888,X46,1990,9,0.0,1.0,0.0
70889,X46,1990,10,0.0,1.0,0.0
70890,X46,1993,8,0.0,1.0,0.0
70891,X46,1995,10,0.0,1.0,0.0
70892,X46,1996,2,0.0,1.0,0.0
70893,X46,1998,1,0.0,1.0,0.0
70894,X46,2002,7,0.0,1.0,0.0
70895,X46,2005,12,0.0,1.0,0.0
70896,X47,1988,9,0.0,1.0,0.0
70897,X47,1989,1,0.0,1.0,0.0
70898,X47,1989,2,0.0,1.0,0.0
70899,X47,1990,5,0.0,1.0,0.0
70900,X47,1991,11,0.0,1.0,0.0
70901,X47,1993,2,0.0,2.0,0.0
70902,X47,1994,3,0.0,1.0,0.0
70903,X47,1994,4,0.0,1.0,0.0
70904,X47,1994,5,0.0,1.0,0.0
70905,X47,1996,3,0.0,3.0,0.0
70906,X47,1997,3,0.0,2.0,0.0
70907,X47,1997,7,0.0,1.0,0.0
70908,X47,1998,1,0.0,1.0,0.0
70909,X47,1998,5,0.0,1.0,0.0
70910,X47,2000,5,0.0,2.0,0.0
70911,X47,2001,3,0.0,1.0,0.0
70912,X47,2001,11,0.0,1.0,0.0
70913,X47,2002,3,0.0,1.0,0.0
70914,X47,2002,5,0.0,1.0,0.0
70915,X47,2002,7,0.0,1.0,0.0
70916,X47,2003,6,0.0,1.0,0.0
70917,X47,2004,3,0.0,1.0,0.0
70918,X47,2004,8,0.0,1.0,0.0
70919,X47,2005,10,0.0,1.0,0.0
70920,X47,2006,3,0.0,1.0,0.0
70921,X47,2007,2,0.0,1.0,0.0
70922,X48,1991,1,0.0,1.0,0.0
70923,X49,1994,10,0.0,1.0,0.0
70924,X49,2001,7,0.0,1.0,0.0
70925,X49,2006,3,0.0,1.0,0.0
70926,X49,2011,11,0.0,1.0,0.0
70927,X49,2014,3,0.0,1.0,0.0
70928,X49,2019,9,0.0,1.0,0.0
70929,X50,1992,9,0.0,1.0,0.0
70930,X50,1993,6,0.0,1.0,0.0
70931,X50,2000,3,0.0,1.0,0.0
70932,X50,2000,8,0.0,1.0,0.0
70933,X50,2001,1,0.0,1.0,0.0
70934,X50,2001,7,0.0,1.0,0.0
70935,X50,2001,8,0.0,1.0,0.0
70936,X50,2004,10,0.0,1.0,0.0
70937,X50,2010,10,0.0,1.0,0.0
70938,X50,2012,3,0.0,1.0,0.0
70939,X50,2018,3,0.0,1.0,0.0
70940,X51,1992,6,0.0,1.0,0.0
70941,X51,1992,9,0.0,1.0,0.0
70942,X51,1998,7,0.0,1.0,0.0
70943,X51,2000,9,0.0,1.0,0.0
70944,X51,2001,7,0.0,1.0,0.0
70945,X51,2003,9,0.0,1.0,0.0
70946,X51,2005,3,0.0,1.0,0.0
70947,X51,2008,5,0.0,1.0,0.0
70948,X51,2008,12,0.0,1.0,0.0
70949,X51,2013,3,0.0,1.0,0.0
70950,X51,2016,3,0.0,1.0,0.0
70951,X51,2016,5,0.0,1.0,0.0
70952,X51,2017,7,0.0,1.0,0.0
70953,X52,1988,4,0.0,1.0,0.0
70954,X52,1998,1,0.0,1.0,0.0
70955,X53,1991,3,0.0,1.0,0.0
70956,X53,1992,5,0.0,1.0,0.0
70957,X53,2004,2,0.0,1.0,0.0
70958,X54,1998,7,0.0,1.0,0.0
70959,X54,2004,4,0.0,1.0,0.0
70960,X55,1991,3,0.0,1.0,0.0
70961,X55,1992,1,0.0,1.0,0.0
70962,X55,1995,7,0.0,1.0,0.0
70963,X55,1997,7,0.0,1.0,0.0
70964,X55,1997,12,0.0,1.0,0.0
70965,X55,2004,11,0.0,1.0,0.0
70966,X55,2013,3,0.0,1.0,0.0
70967,X55,2013,10,0.0,1.0,0.0
70968,X55,2014,10,0.0,1.0,0.0
70969,X55,2015,1,0.0,1.0,0.0
70970,X55,2015,7,0.0,1.0,0.0
70971,X55,2018,2,0.0,1.0,0.0
70972,X56,1988,4,0.0,1.0,0.0
70973,X58,1994,5,0.0,1.0,0.0
70974,X58,1994,10,0.0,1.0,0.0
70975,X58,1994,11,0.0,1.0,0.0
70976,X58,1997,1,0.0,1.0,0.0
70977,X58,1999,10,0.0,1.0,0.0
70978,X58,2000,10,0.0,3.0,0.0
